"","word","A2BZN95HXC8BL9","A2JRWVPVWD1KAS","A36JU4ZU054BRK","A2I6WWFA5KE0MS","ACUXGYJAQUZAE","AWMGC78CSF6YL","A2L54KVSIY1GOM","AMYL22GHCON9A","A1INWCFGQI236V","A3NOO9K3CY1YU5","A3O1NDWT4BXNX4","A1J8TVICSRC70W","A3AA8NU3WAJ3ED","A38UOBWJF4WFGG","ACB0CSL0QMRGQ","AHP7FGH4N2TX5","A3S3YW6II31OZV","A7LIT8S8LGRAH","A11C7PRG75IWO0","A40F6EHXE5HXU","A3ULFB0PQ1471E","A3VKJDJVRTFA1A","A5U9HUMS31DIR","A2PURNW8W7L0LT","A2U750ON775R3L","A1WURYN1U64Y1T","ABMVPQ5CQFHGS","A2O7F23PZP1T9B","ALE5RDP8XZL3","A2V1ZN7OXOH7J4","A2VAMUTJ9WGI4P","A3EQVDHHKZRC0K","AP0ABE3ZSEGPC","A3RILJPBGAOWN4","A32WFJGJ0VUKOO","A2FZ90AHSTSHXA","A38NIARZOSEVUG","A2TJHKHM8T2SV3","A1VXGA62J77RO","A2AEA24UF8Z47U","AO8HNJRGZQD0A","A1WNHQEMEHNCPT","A1SVVVJWT7H51V","A1DQ7T6BB0VJDP","AVG2BI8CS5YKX","AWZ3AH7JH0DRO","A13YITU82HLBRK","A3CWWX1NWA00S3","A2BJELRJ9N4NA5","A3GYYRNHP635XM","A11AUVZ4MCA7VU","A289P9QG98HRAZ","A2JKCS6UCAUARS","A36S7XIINCHR8R","ACPUTK2MNMYHB","A1X55V63BZ8MKL","AOTSROWZG1XS1","A2XYF4PPQETJYX","A2BNOEYZ3VRW2R","A29Y6BVD19FBAE","A37PQ1206C9RZP","A98XHW6B1VSSQ","AZACM8ZW3MN8N","A1JGQHSSW8L24P","A3P9YDDTO87QGZ","A2N5QS96KRPFVO","A2MVFSJBKHUPH9","A2XJRU950S5J87","A3GLUDQZGEJL5G","A33V10XAI3IWXS","ASOBUAZ0IQYSJ","AJDL05304W8E","A2UODR1DE3DXTT","A1FJ2AUFVA4PIW","A3U3DA0O35IORB","A2LFVSF501ZT5W","A1M7SLIGEI3IH5","A3CT5E0WZJL8PG","A1S8D4HVA9HI0X","A3BFHFBYDCCIGV","A2EB58DNAYBZTM","A1I02VZ07MZB7F"
"84","tapped",NA,-6.69478952500895,27.2754623037477,158.27365509103,-36.0921476746391,-35.6288751871686,-162.36416096651,55.6393634812071,126.664596964519,144.266782477054,74.1950614633324,129.458577710211,159.92986790575,-34.8001912895317,38.5029638015536,-34.2688448994253,-18.7524486764206,33.7663791465098,94.6526653735536,148.462158022862,45.4447756743972,NA,43.2504551560809,44.3182459210412,-47.189385529634,15.8511186047355,195.577774256638,20.4699188831647,-77.0889950238862,-72.3770625961721,-17.1979978913433,-35.6266007456069,-85.8749300367916,61.1868414440071,12.868965290358,35.2955337948571,-61.4677533094221,11.5864531894598,626.930219933396,-96.2879318256556,-9.23325261141774,-32.782096226415,109.054119872094,-60.7886429043447,-40.0237633881198,7.53361528351569,-21.0229874190477,-42.7607597018885,-48.8250122127444,20.2695303830826,-69.8653615646265,349.342098644579,2.21335763412396,100.917894354348,-30.3170979661628,NA,30.6676063037905,81.2223367949501,48.221274429453,-4.72030372412331,166.41950905098,33.0964198028203,NA,-31.6162116380006,-54.51647464852,-65.3257449417564,45.1005361787033,-13.5634307730966,-49.6817676812661,-40.6768519884458,-88.8836147431254,-57.6557771760501,-45.3393705906051,-0.260563155898233,-130.689680098173,36.087963928867,114.670458023719,115.126083776586,412.409945928842,-21.0785540394173,NA,NA
"85","the",NA,467.341002396319,84.858147899973,444.305953064936,-58.9965600368375,21.7724283317885,459.823134049924,88.3043105719533,214.47392639961,202.116239119252,284.324986162047,27.8189273689948,189.154908743463,82.5581943522548,-12.0652546799535,42.8666657992891,26.4081138209947,231.25708883634,38.3350792074623,39.9339402187927,-56.93521279855,NA,102.712044141044,147.987668679757,-37.3979933840779,28.7112295587222,-29.284484645327,164.739848081926,6.70065857186602,-15.2150558906057,20.2086645437602,56.5975941984094,-101.476088440958,197.539752073038,26.271707344567,73.0978155965496,-47.3550351014359,33.9900510680772,582.817044809024,558.117090322149,133.542360122939,25.3717377358491,1719.24269786054,-97.0984850538335,287.038251371216,130.619355360769,37.5688913500044,-5.90612806859968,-22.4516880597314,59.1679718315638,-42.1663930303138,-21.5183870518355,226.730705531476,115.096616716564,-11.2250898125526,NA,41.8850214501538,-9.96826063938094,162.154439273426,0.715811033467665,-42.1334027570743,35.2396435060664,NA,-6.99511126740468,-0.103359882129612,-38.43340236729,34.9325731698761,-38.0956445263422,14.8334302148426,-44.9327968630288,176.485369742124,-27.4327766523855,-43.5737172532075,25.6170148239437,293.047489367425,58.2723201403665,-61.3624821720471,6.14917700588414,54.0905417353025,193.815052663596,NA,NA
"86","mobile",NA,27.305210474991,87.2754623037477,-171.72634490897,-50.0921476746391,-68.6288751871686,67.6358390334902,119.639363481207,174.664596964519,89.2667824770536,738.195061463332,69.4585777102109,169.92986790575,43.1998087104683,86.5029638015535,-34.2688448994253,44.2475513235794,-15.2336208534902,93.6526653735536,128.462158022862,-10.5552243256028,NA,417.250455156081,14.3182459210412,32.810614470366,2.8511186047355,-24.4222257433619,48.4699188831647,-57.0889950238862,-1.37706259617208,17.8020021086567,219.373399254393,-85.8749300367916,53.1868414440071,36.868965290358,11.2955337948571,-54.4677533094221,74.5864531894598,162.930219933396,-126.287931825656,-2.23325261141774,37.217903773585,-12.9458801279056,-90.7886429043447,34.9762366118802,-22.4663847164843,-66.0229874190477,-13.7607597018885,-15.8250122127444,28.2695303830826,180.134638435373,221.342098644579,42.213357634124,220.917894354348,-11.3170979661628,NA,79.6676063037905,115.22233679495,79.221274429453,-13.7203037241233,26.4195090509803,121.09641980282,NA,4.3837883619994,-64.51647464852,293.674255058244,-1.89946382129671,-61.5634307730966,-33.6817676812661,-40.6768519884458,287.116385256875,-56.6557771760501,-75.3393705906051,-1.26056315589823,-68.6896800981727,99.087963928867,105.670458023719,11.1260837765865,35.409945928842,40.9214459605827,NA,NA
"87","screen",NA,-41.694789525009,68.2754623037477,48.2736550910299,-23.0921476746391,-11.6288751871686,90.6358390334902,39.6393634812071,255.664596964519,144.266782477054,98.1950614633324,37.4585777102109,130.92986790575,4.19980871046827,-33.4970361984464,-14.2688448994253,111.247551323579,101.76637914651,114.652665373554,108.462158022862,-44.5552243256028,NA,542.250455156081,34.3182459210412,-39.189385529634,-13.1488813952645,33.5777742566381,30.4699188831647,-139.088995023886,31.6229374038279,-9.19799789134333,20.3733992543931,-85.8749300367916,39.1868414440071,22.868965290358,-4.7044662051429,-70.4677533094221,-4.41354681054018,42.9302199333959,153.712068174344,79.7667473885823,57.217903773585,84.0541198720944,89.2113570956553,74.9762366118802,-32.4663847164843,-39.0229874190477,-40.7607597018885,-16.8250122127444,51.2695303830826,-68.8653615646265,125.342098644579,250.213357634124,44.9178943543481,-28.3170979661628,NA,62.6676063037905,-29.7776632050499,17.221274429453,-19.7203037241233,10.4195090509803,96.0964198028203,NA,-39.6162116380006,-42.51647464852,98.6742550582436,29.1005361787033,-20.5634307730966,0.318232318733908,-30.6768519884458,79.1163852568746,-40.6557771760501,-24.3393705906051,61.7394368441018,-36.6896800981727,88.087963928867,98.6704580237185,-29.8739162234135,19.409945928842,86.9214459605827,NA,NA
"88","to",NA,74.0195997034286,77.052376432048,89.6500523895713,-17.2980308242369,112.906196171441,231.552232388736,53.8592929355354,190.410369544641,192.399391333319,717.034961061618,52.6057105885895,131.563255689368,3.67765623285036,-47.5879941737892,-58.088163967806,38.7949679867998,34.7539920662838,-0.437449514568089,43.7578676174361,-97.0618756228658,NA,764.199240469365,-14.1225237340044,-47.4675293355592,10.9979332100512,4.76142905401792,54.8298244815135,-89.7027902295499,0.172279677916428,2.34421868879475,-12.9943408202519,126.990192090986,78.3240556160483,57.40595469597,59.0319095304471,-28.9841290321072,-10.8754163057171,125.445986434233,-33.7479022952493,223.800897701057,860.756349056604,110.972223856691,-29.2017657703298,22.3922562909943,-5.01873128014655,78.4328509396885,-42.9545841908367,-29.6605800087271,84.1341189810575,-1.93340351887628,260.194784382693,855.236488163926,95.8228575039696,-40.5277537613492,NA,24.6241598322749,17.9682068825087,8.79882755474987,-0.472150714002011,39.0156266402408,51.2873847404817,NA,-33.454744477206,-42.2989882933328,152.197378490865,52.876585500267,4.3936175559092,118.671829513545,-23.0181118212231,-17.7249687627928,-39.025109811164,-9.65183280740835,29.2428741505577,-49.3734541440427,52.000438877533,-128.373462237302,-38.5097919176833,61.3174070041227,121.112921564601,NA,NA
"89","make",NA,193.66240508921,51.6639193678979,-141.038146259699,-30.695089249438,-28.3613395078639,0.0940357111130722,49.7493282083713,118.53748325458,69.8330869051862,59.6150112624754,0.0321441494001563,163.746561797559,-52.5612675283407,-80.5425151861179,-26.1785044336157,27.0212596551896,56.7601856063968,-50.8923920705072,96.1100128201493,-46.8085499742343,NA,67.2248478127229,370.097861093518,-59.3284574325966,37.4245259073933,-76.330398344672,-141.350128317661,-128.895892626718,-31.6023914591278,31.0731103987257,1.18952921707063,69.0576310270972,122.755448530028,24.137459993164,119.163721662652,-41.7259411707647,0.855518441871385,200.188103183814,-100.017917060452,-20.7161774551802,-26.0128735849056,53.5131718643925,-7.99520433733725,-24.3157535485627,-43.7425579983154,7.70493176032039,-43.8576719463626,-24.2427961107357,4.20182468207004,11.6006174582486,0.768441513635978,-73.7750771009749,62.3703759291589,-34.922425863756,NA,76.1458830680327,10.0952718387294,13.5100509921014,17.9037727809373,1.71756784561055,34.191902271651,NA,-2.53547805760332,-52.9077314709264,-12.0641832254455,32.9885608394852,-33.5849066085937,47.9950309161397,-26.8474819048345,90.6957082470409,-15.840443493607,-29.4956016990067,22.9911554973297,-51.5315671211077,47.5442014032,-16.3515021067919,172.808145929452,-14.1363235335177,95.5171837625916,NA,NA
"90","the",NA,-73.6589976036808,64.858147899973,-115.694046935064,16.0034399631625,-23.2275716682115,26.8231340499245,96.3043105719533,150.47392639961,138.116239119252,44.3249861620469,38.8189273689948,124.154908743463,-63.4418056477452,-36.0652546799535,-77.1333342007109,-24.5918861790053,133.25708883634,-17.6649207925377,59.9339402187927,136.06478720145,NA,-7.28795585895608,147.987668679757,-53.3979933840779,13.7112295587222,-25.284484645327,148.739848081926,-48.299341428134,-55.2150558906057,11.2086645437602,9.59759419840937,219.523911559042,149.539752073038,-6.72829265543298,41.0978155965496,-47.3550351014359,-13.0099489319228,158.817044809024,-91.8829096778509,53.5423601229386,137.371737735849,168.242697860542,-11.0984850538335,64.0382513712158,10.619355360769,-31.4311086499956,-7.90612806859968,9.5483119402686,13.1679718315638,-42.1663930303138,41.4816129481645,9.73070553147577,-36.9033832834357,-23.2250898125526,NA,NA,-17.9682606393809,-49.8455607265744,17.7158110334677,-27.1334027570743,28.2396435060664,NA,-0.995111267404679,-50.1033598821296,8.56659763270997,19.9325731698761,-46.0956445263422,-12.1665697851574,-34.9327968630288,360.485369742124,-43.4327766523855,-16.5737172532075,40.6170148239437,-80.9525106325752,169.272320140367,4.63751782795293,118.149177005884,7.0905417353025,240.815052663596,NA,NA
"91","message",NA,-53.3733868321183,85.0812337716727,-127.070444233605,74.2093231127604,-50.7626430268209,20.9067406946788,98.0843811176251,270.728153819489,169.983630262987,105.485086563761,23.6717944906162,138.521520959845,61.0803468298727,26.0257032953892,-13.3140151323301,-30.1393028422258,2.26947591656633,76.425194095584,34.638230624219,-33.4285615012871,NA,288.76325882776,-193.571561665197,98.8801504218473,-1.43558504659342,238.531860557293,9.37994248357753,-0.685546222470243,-32.7643981646942,-2.33355203637784,-30.0346657269456,148.658789431264,90.4025379009968,12.734717938955,1.3614398609596,-48.8386593787508,9.45192056325404,108.301278308187,85.5770607917428,108.508209810463,155.83329245283,173.324593875945,1.31463781215151,8.62223169210168,3.17170192443125,-7.88694700873173,-35.7123035796515,-16.6161202637487,-18.6966167664111,139.901648923936,-72.3710727899495,NA,232.191653566943,-19.0144340173662,NA,NA,86.2858692730604,-40.4231138518712,2.46765802334637,-7.72952034633489,21.048678568405,NA,-29.1565784281992,-56.3208462373168,-37.9565257999118,-19.8434761516876,16.947307144652,-3.52016697996899,-32.5915370302514,57.3267237617915,-45.0634440172716,289.738744963596,-34.8864224825122,-38.2687365867052,-44.6401548082995,-31.3185619110263,-78.2149472998461,-1.81691933997823,692.623577059578,NA,NA
"92","disappear",NA,52.2694185536629,201.692776707523,2.24135711712386,-13.1877353124407,-28.0301787061256,431.448544017056,54.9744163904609,198.855267529428,102.417325834855,64.065136764618,-36.9017719485731,138.704827068037,-113.158576931318,17.0711822830606,-71.4043555981397,-21.913011173836,149.275669456679,112.970251539645,106.990375826932,-84.1752358526556,NA,43.788866171118,0.648823162325454,-25.9807776751901,7.99100765074875,4.44003315860329,-73.8000103155969,-76.8786486196384,-41.5390693017385,2.39533967355312,-42.8507956896231,88.7262283673752,140.833930814976,-13.533776763851,277.493251993165,-69.5804715174083,6.18285531084247,159.043395057768,-70.6929539734603,327.991134654226,101.064069811321,123.865541883647,82.521199245144,-20.0857781474554,214.447875206262,-11.6148661880998,-1.61539133517734,20.8016636342427,35.3710889346014,-66.5643300989392,141.202584340994,194.696009736772,86.739171992132,-42.409106119773,NA,-29.5498088425728,-9.58706577071891,-36.7118904145197,27.8435815182857,16.9724208590348,-8.04680390042574,NA,-18.2373120085965,-50.9295894149104,126.781912483777,23.2684991875305,97.9687829801491,-2.19696557737477,433.579092886137,133.747400771625,-37.8787776997146,-56.1050239280026,81.8618588642598,-72.4268495637702,52.9036077173675,71.7033982194841,-1.89700945271121,31.7293501223814,44.0278392575694,NA,NA
"93","from",NA,560.66240508921,42.6639193678979,18.9618537403006,-47.695089249438,29.6386604921361,250.094035711113,74.7493282083713,190.53748325458,315.833086905186,28.6150112624754,-26.9678558505998,53.746561797559,125.438732471659,-32.5425151861178,-56.1785044336157,57.0212596551896,499.760185606397,28.1076079294928,66.1100128201493,-102.808549974234,NA,442.224847812723,0.0978610935183911,-3.32845743259657,2.42452590739333,69.669601655328,-78.3501283176609,157.104107373282,-38.6023914591278,6.07311039872571,26.1895292170706,118.057631027097,178.755448530028,17.137459993164,127.163721662652,-41.7259411707647,46.8555184418714,160.188103183814,-80.0179170604525,51.2838225448198,-42.0128735849056,91.5131718643925,76.0047956626628,-38.3157535485628,46.2574420016846,-12.2950682396796,10.1423280536374,16.7572038892643,5.20182468207004,-19.3993825417514,-0.231558486364022,NA,86.3703759291589,-19.922425863756,NA,60.1458830680327,1.0952718387294,13.5100509921014,-7.09622721906266,16.7175678456106,30.191902271651,NA,-2.53547805760332,-21.9077314709264,-90.0641832254455,126.988560839485,-8.58490660859369,5.9950309161397,-46.8474819048345,26.6957082470409,-31.840443493607,125.504398300993,724.99115549733,-35.5315671211077,104.5442014032,-116.351502106792,573.808145929452,110.863676466482,80.5171837625916,NA,NA
"94","view.",NA,103.9838077821,39.4696908358228,63.6177544156652,13.6063815379615,-2.49510734751625,380.364937372302,85.1943458447892,174.60104010955,102.54993469112,122.905036362904,-21.7546390701945,112.338214851654,183.319270591064,66.9802243077178,-5.22367466652046,340.634405489385,198.263282376453,119.880136651523,42.2860854215058,59.3181128500814,NA,312.737651484402,202.20805350728,166.741078518885,-3.86217774393559,61.6236879559831,76.5598952827519,-2.49244382530211,-24.9897270276499,7.93755625369119,-10.2185357642681,47.5913504951528,167.971144987017,-33.996787358239,133.229627728755,-52.0968472400934,-17.2790141843344,273.559161558605,101.847075556946,128.025284966701,178.60251509434,3.78364586824344,236.108076379159,-7.66975846834128,-18.1044713573999,24.8409721706363,-39.8092158241256,47.96609583826,246.235677532576,-28.632372053189,8.0552700791075,-88.2808597334255,-118.355864858246,17.3802380850406,NA,NA,-0.841195683160264,29.8656627107772,-13.908265471593,-17.4314615517046,-1.85583896276434,NA,-12.075844847802,-55.7121030597232,-77.694964083601,47.0445485090942,30.9258313091549,14.1566316174368,-28.7621669466401,644.906046751958,-3.24811033482856,-28.4174861448059,628.365296170716,166.88937639036,1.81608266603352,29.6594779584633,-124.532885146981,104.636811197662,91.2193148615872,NA,NA
"95","She",NA,420.341002396319,84.858147899973,-35.6940469350641,-83.9965600368375,-34.2275716682116,228.823134049924,120.304310571953,102.47392639961,116.116239119252,-59.6750138379531,5.81892736899481,346.154908743463,427.558194352255,-4.06525467995354,-127.133334200711,11.4081138209947,19.2570888363403,9.33507920746234,-10.0660597812073,-0.935212798550046,NA,149.712044141044,137.987668679757,-29.3979933840779,20.7112295587222,-24.284484645327,-77.2601519180737,116.700658571866,280.784944109394,15.2086645437602,157.597594198409,-22.4760884409584,237.539752073038,26.271707344567,113.09781559655,-48.3550351014359,2.99005106807717,78.8170448090236,-11.8829096778509,-17.4576398770614,89.3717377358492,360.242697860542,-64.0984850538335,136.038251371216,30.619355360769,83.5688913500044,449.0938719314,1.5483119402686,-48.8320281684362,-42.1663930303138,-6.51838705183555,-21.2692944685242,131.096616716564,-36.2250898125526,NA,-36.1149785498462,-34.9682606393809,102.154439273426,-6.28418896653234,35.8665972429257,38.2396435060664,NA,-16.9951112674047,-29.1033598821296,86.56659763271,66.9325731698761,-13.0956445263422,36.8334302148426,165.067203136971,40.4853697421241,-12.4327766523855,-37.5737172532075,25.6170148239437,-127.952510632575,521.272320140367,-125.362482172047,-57.8508229941159,117.090541735303,38.8150526635961,NA,NA
"96","only",NA,97.6624050892098,51.6639193678979,-51.0381462596994,-0.695089249437995,22.6386604921361,55.0940357111131,122.749328208371,374.53748325458,195.833086905186,138.615011262475,41.0321441494002,92.746561797559,131.438732471659,-48.5425151861178,63.8214955663843,-8.9787403448104,191.760185606397,-24.8923920705072,46.1100128201493,33.1914500257657,NA,98.2248478127229,-29.9021389064816,4.67154256740343,23.4245259073933,-6.33039834467197,-93.3501283176609,513.104107373282,40.3976085408722,15.0731103987257,65.1895292170706,-58.9423689729028,298.755448530028,1.13745999316401,71.1637216626521,-41.7259411707647,-15.1444815581286,56.1881031838144,219.982082939548,11.2838225448198,213.987126415094,186.513171864393,90.0047956626628,297.684246451437,156.257442001685,60.7049317603204,94.1423280536374,8.75720388926428,-26.79817531793,-19.3993825417514,17.768441513636,-82.7750771009749,22.3703759291589,-27.922425863756,NA,-36.8541169319673,43.0952718387294,76.5100509921014,2.90377278093734,63.7175678456106,14.191902271651,NA,-26.5354780576033,-21.9077314709264,-58.0641832254455,16.9885608394852,-19.5849066085937,38.9950309161397,-26.8474819048345,2.69570824704094,16.159556506393,26.5043983009933,5.99115549732975,183.468432878892,62.5442014032,-99.3515021067919,5.80814592945158,110.863676466482,17.5171837625916,NA,NA
"97","wished",NA,64.3052104749911,58.2754623037477,48.2736550910299,-81.0921476746391,-15.6288751871686,49.6358390334903,8.63936348120711,150.664596964519,-39.7332175229464,147.195061463332,29.4585777102109,41.92986790575,-75.8001912895317,-57.4970361984464,-14.2688448994253,4.24755132357936,175.76637914651,-55.3473346264464,58.4621580228624,75.4447756743972,NA,11.2504551560809,4.31824592104122,-23.189385529634,106.851118604735,-92.4222257433619,-67.5300811168353,-102.088995023886,-15.3770625961721,20.8020021086567,47.3733992543931,-101.874930036792,29.1868414440071,173.868965290358,51.2955337948571,-39.4677533094221,-19.4135468105402,2.93021993339591,-46.2879318256556,70.7667473885823,63.217903773585,413.054119872094,91.2113570956553,21.9762366118802,67.5336152835157,-12.0229874190477,-9.76075970188851,-1.82501221274437,4.26953038308258,-38.8653615646265,109.342098644579,-77.786642365876,108.917894354348,-6.3170979661628,NA,NA,33.2223367949501,-15.778725570547,17.2796962758767,10.4195090509803,19.0964198028203,NA,-21.6162116380006,-34.51647464852,74.6742550582436,92.1005361787033,2.43656922690342,12.3182323187339,-20.6768519884458,31.1163852568746,7.34422282394992,-70.3393705906051,155.739436844102,-115.689680098173,65.087963928867,32.6704580237185,-20.8739162234135,-25.590054071158,9.92144596058274,NA,NA
"98","it",NA,50.0195997034286,26.052376432048,-70.3499476104287,-38.2980308242369,-15.0938038285592,118.552232388736,52.8592929355354,182.410369544641,17.3993913333188,348.034961061618,-56.3942894114105,33.563255689368,-9.32234376714964,64.4120058262108,31.911836032194,5.79496798679983,-37.2460079337162,3.56255048543191,53.7578676174361,-81.0618756228658,NA,107.199240469365,75.8774762659956,24.5324706644408,48.9979332100512,-80.2385709459821,-17.1701755184865,-43.7027902295499,-39.8277203220836,2.34421868879475,48.0056591797481,-79.009807909014,-31.6759443839518,17.40595469597,27.0319095304471,-28.9841290321072,4.12458369428295,13.4459864342328,-23.7479022952493,31.8008977010574,-19.2436509433961,108.972223856691,223.79823422967,-33.6077437090057,24.9812687198534,-88.5671490603115,9.04541580916326,27.3394199912729,-32.8658810189425,-31.9334035188763,68.1947843826929,-79.7635118360736,31.8228575039697,-40.5277537613492,NA,-7.3758401677251,10.9682068825087,-21.2011724452501,1.52784928599799,8.01562664024084,7.2873847404817,NA,-17.454744477206,-39.2989882933328,-3.80262150913457,83.876585500267,14.3936175559092,71.6718295135455,-23.0181118212231,-33.7249687627928,-23.025109811164,-54.6518328074083,29.2428741505577,-49.3734541440427,-26.999561122467,-17.3734622373023,-80.5097919176833,29.3174070041227,57.1129215646005,NA,NA
"99","was",NA,10.3410023963192,54.858147899973,-135.694046935064,3.00343996316255,-30.2275716682115,-14.1768659500755,32.3043105719533,142.47392639961,-20.8837608807475,-10.6750138379531,118.818927368995,54.1549087434635,-92.4418056477452,-4.06525467995354,-37.1333342007109,-1.59188617900529,26.2570888363403,55.3350792074623,209.933940218793,-64.93521279855,NA,-21.2879558589561,-152.012331320243,-13.3979933840779,19.7112295587222,-86.284484645327,-75.2601519180737,-26.299341428134,-63.2150558906057,-7.79133545623977,-35.4024058015906,-86.4760884409584,125.539752073038,19.271707344567,97.0978155965496,-56.355035101436,-13.0099489319228,-25.1829551909764,-101.882909677851,29.5423601229386,57.3717377358491,43.2426978605415,-3.0984850538335,65.0382513712158,-59.380644639231,-40.4311086499956,39.0938719314003,-7.45168805973139,12.1679718315638,-42.1663930303138,138.481612948164,-53.2692944685242,-60.9033832834357,40.7749101874474,NA,58.8850214501538,-34.9682606393809,-49.8455607265744,-29.2841889665323,19.8665972429257,12.2396435060664,NA,-8.99511126740468,-41.1033598821296,-8.43340236729003,19.9325731698761,-16.0956445263422,-4.16656978515741,-24.9327968630288,0.485369742124087,-27.4327766523855,-85.5737172532075,-21.3829851760563,-3.95251063257518,-13.7276798596335,-130.362482172047,-32.8508229941159,-7.9094582646975,6.81505266359607,NA,NA
"100","as",NA,91.0195997034286,-3.94762356795197,209.650052389571,-3.29803082423691,1.9061961714408,-47.4477676112641,94.8592929355354,110.410369544641,73.3993913333188,157.034961061618,-19.3942894114105,91.563255689368,29.6776562328504,-23.5879941737892,-18.0881639678061,-8.20503201320017,21.7539920662838,21.5625504854319,113.757867617436,36.9381243771342,NA,60.1992404693649,115.877476265996,-15.4675293355592,10.9979332100512,-64.2385709459821,132.829824481513,-66.7027902295499,-14.8277203220836,13.3442186887947,-45.9943408202519,-16.009807909014,88.3240556160483,8.40595469597003,955.031909530447,-44.9841290321072,-10.8754163057171,101.445986434233,-63.7479022952493,79.8008977010573,76.7563490566039,52.9722238566906,54.7982342296702,954.392256290994,-105.018731280147,-51.5671490603115,14.0454158091633,-13.6605800087271,-72.8658810189425,-63.9334035188763,51.1947843826929,-87.7635118360736,-16.1771424960304,13.4722462386508,NA,41.6241598322749,25.9682068825087,-100.20117244525,-7.47215071400201,-7.98437335975915,13.2873847404817,NA,16.545255522794,-48.2989882933328,43.1973784908654,-103.123414499733,-27.6063824440908,79.6718295135455,-23.0181118212231,-1.72496876279276,-39.025109811164,-47.6518328074083,29.2428741505577,13.6265458559573,9.00043887753304,105.626537762698,64.4902080823167,-2.68259299587731,74.1129215646005,NA,NA
"101","easy",NA,-42.3375949107902,-27.3360806321021,58.9618537403006,-7.695089249438,6.6386604921361,8.09403571111307,26.7493282083713,110.53748325458,4.8330869051862,83.6150112624754,-52.9678558505998,103.746561797559,-44.5612675283407,-40.5425151861178,-56.1785044336157,-8.9787403448104,12.7601856063968,-4.89239207050724,416.110012820149,1.19145002576569,NA,598.224847812723,-19.9021389064816,4.67154256740343,-0.575474092606669,-121.330398344672,-21.3501283176609,-83.895892626718,-56.6023914591278,-8.92688960127429,-36.8104707829294,-57.9423689729028,50.7554485300276,0.137459993164011,7.16372166265211,-42.7259411707647,16.8555184418714,8.18810318381437,-70.0179170604525,-20.7161774551802,37.9871264150944,7.5131718643925,23.0047956626628,74.6842464514372,-53.7425579983154,-69.2950682396796,24.1423280536374,-56.2427961107357,5.20182468207004,-67.3993825417514,-127.231558486364,-98.7750771009749,62.3703759291589,-20.922425863756,NA,60.1458830680327,27.0952718387294,-47.4899490078986,10.9037727809373,16.7175678456106,-14.808097728349,NA,-6.53547805760332,-41.9077314709264,3.93581677455452,-14.0114391605148,-29.5849066085937,79.9950309161397,-26.8474819048345,-53.3042917529591,-47.840443493607,-48.4956016990067,-9.00884450267025,-19.5315671211077,-47.4557985968,8.64849789320812,-98.1918540705484,-13.1363235335177,33.5171837625916,-82.4,NA
"102","to",NA,-6.98040029657139,-23.947623567952,39.6500523895713,16.7019691757631,-18.0938038285592,6.55223238873589,61.8592929355354,190.410369544641,89.3993913333188,109.034961061618,-44.3942894114105,87.563255689368,40.6776562328504,0.412005826210767,-8.08816396780605,-16.2050320132002,124.753992066284,59.5625504854319,253.757867617436,-92.0618756228658,NA,123.199240469365,135.877476265996,0.532470664440844,-5.00206678994884,140.761429054018,-52.1701755184865,-42.7027902295499,-53.8277203220836,2.34421868879475,-39.9943408202519,-33.009807909014,40.3240556160482,28.40595469597,-28.9680904695529,-76.9841290321072,20.124583694283,285.445986434233,-73.7479022952493,-16.1991022989426,44.7563490566039,33.9722238566906,-37.2017657703298,5.3922562909943,-35.0187312801465,-23.5671490603115,-15.9545841908367,-29.6605800087271,-41.8658810189425,-31.9334035188763,-10.8052156173071,32.2364881639264,-16.1771424960304,-28.5277537613492,NA,25.6241598322749,160.968206882509,-53.2011724452501,1.52784928599799,24.0156266402408,-19.7126152595183,NA,-9.45474447720604,-38.2989882933328,-3.80262150913457,21.876585500267,-20.6063824440908,-25.3281704864545,-43.0181118212232,6.27503123720724,-55.025109811164,3.34816719259166,-1.75712584944227,-18.3734541440427,-9.99956112246696,-124.373462237302,-48.5097919176833,-2.68259299587731,11.1129215646005,57.8727272727273,NA
"103","tap",NA,37.3410023963192,24.858147899973,4.30595306493591,91.0034399631625,-30.2275716682115,25.8231340499245,72.3043105719533,150.47392639961,51.1162391192525,156.324986162047,30.8189273689948,63.1549087434635,1.55819435225484,99.9347453200465,-27.1333342007109,-60.5918861790053,10.2570888363403,32.3350792074623,199.933940218793,-31.93521279855,NA,86.7120441410439,97.987668679757,-29.3979933840779,-1.28877044127775,-115.284484645327,-85.2601519180737,-31.299341428134,-32.2150558906057,-10.7913354562398,-8.40240580159063,-69.4760884409584,54.5397520730379,15.271707344567,-46.9021844034504,-38.3550351014359,1.99005106807717,-17.1829551909764,-101.882909677851,37.5423601229386,-6.62826226415085,-9.75730213945845,-38.0984850538335,37.0382513712158,-99.380644639231,-78.4311086499956,-8.90612806859968,-37.4516880597314,-72.8320281684362,-43.1663930303138,-52.5183870518355,-61.2692944685242,107.096616716564,-21.2250898125526,NA,251.885021450154,-32.9682606393809,-79.8455607265744,9.71581103346766,-11.1334027570743,-15.7603564939336,NA,-16.9951112674047,-29.1033598821296,-93.43340236729,-28.0674268301239,-32.0956445263422,-9.16656978515741,-24.9327968630288,48.4853697421241,-27.4327766523855,150.426282746792,-5.38298517605626,-127.952510632575,46.2723201403665,-8.36248217204707,-88.8508229941159,-7.9094582646975,5.81505266359607,0.236363636363629,NA
