"","word","ARGHS9P7FVR3W","A15QI1G4FCMV5E","A1SYR0UUMZM2VH","A39GZHNGT87G5N","A5FJBKJ8K5I6S","A26LA7PUZG0N8S","AEX85SLEN727","A2BET78ZNEHNHE","A1FNEVG87BS5K0","A2NJGU26SOMOKV","A2MSCP411YP41Q","A3UDP95JGEX3H1","A14WWG6NKBDWGP","A2XKIJJPWTOQ5Z","A11GA4B4SEYK44","A36TOO4WWGEEPW","AZTDJC8RWO5C5","A3S3YW6II31OZV","ANDPWG91K8OEX","AKEZ83FQITFD8","A3TK9CLBA65ZZE","AK7YVYGMIF6T0","A25OW5OQG4B8FR","A2MVFSJBKHUPH9","A37I1ETWW49IZO","A2EAIMII6MSIO5","A3QJPB0NZU5PY1","A1LDS7FXQNGLEN","A14N0AMVXOBZYH","A1RCM1Y87J0FGW","AA8O3Z9L0FSW1","ACUXGYJAQUZAE","A1H314LD953G5Q","A2TJHKHM8T2SV3","A1RWNYJA5X25YH","A2DGJ8T7C3HMCQ","A1W079WCHEQKX6","ACYV5TUADOWEA","A2PE5UDQ5WG2R0","A3EZCOCQU4QNCO","A127R5QI5OGBIK","A3EQVDHHKZRC0K","A2TG01V56PAL65","A2XPQ8KYFKI6FD","A3OQ1JKWS02NMF","ANL7UI5ES4L18","A3NMC1E54BML7K","A2JRWVPVWD1KAS","A117RW2F1MNBQ8","ARNTOT4L28BBP","A2GNS1SQLQNMR2","A1GAARR4GOOZCO","A1U1QL617G5DU3","ACTW5YEWV9OR0","A1IWL4WQTKN1PR","A38UOBWJF4WFGG","ALE5RDP8XZL3","AOTSROWZG1XS1","A35QV79054LGTU","AWZ83IBW10B96","A2VCTDV17CKH2X","A2RPQGUWVZPX7U","A11KMPAZSE5Q0Q","A14SNQOYGXPZ7K","A11AUVZ4MCA7VU","A1WXZPUAXDE0DQ","A5E076UK5CA9J","A1JY8OZHGDL9GR","AY1ZVSTHEQDH8","A1JBTEJN14MFFA","A21L2ZM379FG7","A3T8CCUYDNT61C","AER86HM7LU5G","A3M0KT6KUJEZD1","A2U750ON775R3L","A2L6GS9A2MMQK4","A3SWH7DHWHP0BO","A2I2OHYPL49ZAI","A2HS4FQ4DR4GIK","AM7UBKT777C3R","AEUGCBFJPU0MX","A23PSX2ZO4F65Q","A911XMMVXT7IU","A2LFX0LP92GLCQ","AOVB3KCIIJLRJ","A2BJ35SLVKCUL7","AOZ06WXWI630","A8L4UTQ8RXDFS","A1RE0RBV10VAVC","AJDL05304W8E","AK9FN3FCOY9Q2","A2AB80GWC0LU0P","A7LIT8S8LGRAH","A1VXGA62J77RO","ANC446SIU64J6"
"1","It",171.355622715739,210.566312464413,-18.9739197811637,140.019119764123,1.71453814095638,420.31061864762,184.456828053934,278.941176775602,86.9189371556518,56.6643917500436,268.000246010971,80.6855377687833,243.466488185695,433.338667162169,-71.947480219683,133.064733250803,407.820413505403,107.040623248675,90.3372892589292,134.983899043774,161.786787798624,462.910529781078,146.360729785638,-17.48457907635,123.008328115212,-4.39476005431359,255.285482743436,-26.5547788403524,29.7162019975588,-6.4063739089316,64.5711281703822,-10.749600339432,3.9732078421614,-33.6463670890479,84.4780519699744,116.70546750233,-33.502144020453,-14.8681830699285,21.8010737133485,32.1281242312202,-39.5535462829195,-101.210574101578,146.757764610375,-43.0102651856974,27.8776890645317,65.5530744244707,-12.4963531846134,65.7743630880681,-28.5453013331877,70.3558067867048,-28.5849605705713,3.68489633012947,-119.247244275059,-59.7299109370835,-72.342783105815,211.63098918998,-63.096914658072,102.536987330076,114.322480946274,-95.0271112205586,153.612914812634,108.139223115898,-15.1757480853631,-69.4818866782143,-3.86900967425148,-92.6571139881591,-9.23554486892219,-23.0191679279501,-24.3562206344781,-16.8172253539947,67.5080784673771,-78.3726761070884,223.269744496826,18.4108411214915,137.655092944949,17.0006135421485,139.359607733708,144.669008524784,-0.310246046628451,38.892417740681,16.3465976091402,-53.4746581390507,-105.978737113402,27.7718627261013,-32.2035452752419,-108.883399442798,-81.6332266222839,-68.5556982443563,200.763047192985,62.2756649797737,-96.3350001324124,15.6149163055692,NA,NA,NA
"2","was",93.5495584624009,191.025003619056,-64.9700808293086,84.0310796982038,65.4796165723385,254.170100918674,742.717544339442,154.393784102832,67.2931670998192,116.156303836675,591.75522255359,-4.29860305529234,-35.2352426136978,356.635233455574,360.80807603445,30.0544819311457,295.698437184783,75.1137302403575,108.632409593638,117.127676019903,69.8882438669505,176.541333996771,207.869925543821,-49.9200584502836,-49.7173763306191,137.798501510729,60.7319905499507,-20.0533103706188,89.1940479232903,-58.2674741186817,-119.081010812008,-1.29039985067745,-111.593751707801,-4.91001774429436,52.3006613442497,-117.645245277532,-49.9628859182805,-55.4272561157164,-43.5483401681836,-29.4011100704792,-3.20111731964346,22.1956878813421,-10.3082849853949,-17.9278801695964,67.8017079110502,84.4439493388917,2.54285200053507,31.2108331096037,-73.6599397031748,-69.1934171682291,-30.0710549449455,-47.6672745148036,-135.970173596338,-69.4241641618325,-99.2167496179811,-19.2291284088184,709.634010327085,-77.1132313847949,123.362946378302,-72.0749529132494,103.653505670473,43.2023665604442,-7.02494135902006,-95.0928538993254,-76.51551198389,-75.0509360162283,-244.672291943103,-18.0149727989979,15.2990097176503,-80.3513088034232,34.9310993704347,-126.606877058692,643.069627919945,-109.761370716513,130.047265326352,-14.5483052978374,193.56721466204,-134.794200559579,-18.201378873238,-90.5547083023377,-58.7530475510275,34.8636286666885,-124.708762886598,-14.288092055085,331.165183662861,-123.514451606303,-88.3562246387238,318.130027729376,278.628054414408,45.3405741327077,-143.16005297299,9.36235664277967,22.0298143594832,761.761375232493,NA
"3","cold",35.74349420909,187.483694773694,-25.966241877447,60.0430396322955,33.2446950037581,91.0295831897087,187.97826062498,139.846391430068,107.667397044028,103.648215923281,269.510199096233,11.7172561206302,116.063026586933,427.931799749,249.56363228855,195.044230611531,137.576460864168,3.18683723206424,176.927529928338,32.2714529959431,25.9896999352586,120.172138212458,268.379121302076,-66.3555378242104,30.5569192235442,37.9917630757598,73.1784983564894,9.44815809910411,73.6718938490485,-96.128574328439,-190.733149794394,-59.8311993619257,1022.83928874223,-23.173668399589,0.123270718384451,-87.995958057398,-18.4236278161691,-63.986329161563,-61.8977540497085,-64.9303443721757,-16.8486883563805,-56.3980501357374,-27.374334581154,7.15450484656361,55.7257267575611,250.334824253333,-12.4179428142484,1520.64730313114,-62.7745780731757,-22.7426411231544,-47.5571493192893,14.9805546403002,-150.693102917613,-67.1184173865796,-111.090716130157,63.9107539923622,-156.635064687744,-48.7634500996957,89.4034118103247,-112.122794605942,42.6940965283013,25.2655100049929,-6.87413463269568,-83.703821120436,-54.1620142935394,-118.444758044288,-63.1090390173083,153.989222329965,-41.0457599301983,-18.8853922528499,-7.64587972650573,-114.841078010288,1811.86951134311,-84.9335825545171,22.4394377077533,-15.0972241377705,135.774821590339,57.7425903560691,-10.0925116998282,-84.0018343453724,18.1473072887814,-56.798084527584,-102.438788659794,-66.3480468362707,-122.466087399018,-18.1455037698132,-5.07922265514744,-36.1842462969244,226.493061635838,62.4054832856348,-119.985105813573,29.109796980001,169.385032856497,109.805738428773,NA
"4","and",83.5495584623998,319.025003619056,-20.9700808293075,103.031079698205,177.479616572339,141.170100918674,247.717544339445,154.393784102831,7.29316709981904,132.156303836674,247.755222553594,389.701396944708,6.76475738630256,899.635233455575,-23.1919239655422,138.054481931143,452.698437184784,115.113730240357,288.632409593637,36.1276760199035,20.8882438669509,126.541333996769,238.869925543822,-18.9200584502838,-69.7173763306198,83.7985015107312,155.731990549949,0.946689629380688,30.1940479232903,153.732525881318,-23.0810108120032,-22.2903998506782,546.406248292198,-35.9100177442953,35.3006613442491,-121.645245277528,-34.9628859182809,-47.4272561157172,-90.5483401681844,-45.40111007048,-23.201117319643,75.1956878813408,5.691715014605,-32.9278801695981,22.8017079110502,305.443949338892,-17.4571479994646,-113.789166890395,-50.659939703174,-54.1934171682291,-30.0710549449462,-9.66727451479984,-128.970173596338,-85.4241641618357,-141.216749617983,-61.2291284088199,124.634010327082,-29.1132313847967,254.362946378302,127.925047086751,66.653505670473,-18.7976334395564,0.975058640979938,-77.0928538993256,-31.5155119838863,-33.0509360162304,-183.672291943106,5.98502720100208,14.299009717651,-48.3513088034229,-5.06890062956564,-126.606877058694,96.0696279199497,-119.761370716511,-118.952734673648,59.4516947021626,62.5672146620382,-77.7942005595796,139.798621126763,-162.554708302333,-10.7530475510326,-25.1363713333112,-119.708762886598,-64.2880920550843,-236.834816337139,-103.514451606302,-27.356224638728,-93.8699722706242,638.628054414407,15.3405741327081,-183.160052972992,-25.6376433572193,332.029814359502,105.761375232519,NA
"5","nearly",60.1313657024702,244.40107708297,-19.9585639737261,79.066959500477,128.774851866596,418.748547731779,760.499693196049,100.751606084541,8.41585693244525,111.632040096496,35.0201521815131,-14.2510255275259,-89.3404350118059,570.524932335852,27.0747447967342,166.023727972309,86.3325082229355,159.333051215479,243.517770597738,-36.4409930519776,106.192612071874,77.4337466438373,219.397512818584,-38.2264965720635,-30.8944896681277,88.3782862058169,37.0715139695706,16.4510950385509,49.6275857005649,NA,-126.037427759175,-34.9127983844208,NA,-58.7009697101765,-51.2315105333448,-116.697383617137,-19.3451116119455,-41.1044752532548,-113.596581812757,-72.9888129755672,-14.1438304298553,123.414473830106,17.4935662273279,-20.680725121113,26.573764450583,91.1165740822157,-12.3395324438162,-17.479756825786,-29.003854813179,-36.8410890330049,-10.5293380679757,-22.7237870494998,-125.138961560164,-130.506923836067,-142.838649154506,11.1905187947264,180.826785282603,-72.0638875294937,31.4843426743697,-59.2184779913279,33.775278243958,-14.6082031059087,-6.57252118004691,-105.925755562657,175.544981087154,-84.2324021004037,98.0174668342867,-41.0023874121096,-12.7352992258967,-116.953559151704,57.2001620796141,-125.309479913474,NA,-81.2780062305296,-11.7762175294441,NA,-46.8099645530585,-158.183827812634,-23.8747773530098,-130.896086431451,3.94801696840933,-20.1215109161296,199.101159793814,159.532043601356,-73.7286295227758,-67.4076080968346,-19.5252186879862,-72.8127943495248,83.2230760786985,29.5353015914881,-153.635211494735,-71.3953223455583,609.095469850504,101.894464821283,NA
"6","dark",45.74349420909,267.483694773694,-3.96624187744703,84.0430396322955,73.2446950037581,278.029583189709,524.97826062498,109.846391430068,47.6673970440278,126.648215923281,182.510199096233,-36.2827438793699,-67.9369734130669,302.931799749,281.56363228855,469.044230611531,90.5764608641677,113.186837232064,96.9275299283377,1.27145299594313,20.9896999352586,170.172138212458,283.379121302076,-51.3555378242104,-57.4430807764558,11.9917630757598,40.1784983564894,-18.5518419008959,69.6718938490485,79.871425671561,-126.733149794394,49.1688006380743,33.8392887422348,-38.173668399589,33.1232707183845,69.004041942602,-19.4236278161691,-63.986329161563,-154.897754049709,-39.9303443721757,3.15131164361953,-45.3980501357374,206.625665418846,-38.8454951534364,17.7257267575611,98.3348242533331,-42.4179428142485,-53.352696868859,-39.7745780731757,-52.7426411231544,80.4428506807107,1.98055464030017,-128.693102917613,-101.11841738658,-110.090716130157,-4.08924600763781,-62.635064687744,-48.7634500996957,-16.5965881896753,-46.1227946059421,37.6940965283013,-5.73448999500715,-14.8741346326957,-74.703821120436,-54.1620142935394,-106.444758044288,-88.1090390173083,-11.0107776700351,-26.0457599301983,-78.8853922528499,2.35412027349427,-73.8410780102876,-15.1304886568886,-142.933582554517,-100.560562292247,NA,-43.2251784096607,353.742590356069,-28.0925116998282,102.998165654628,10.1473072887814,3.20191547241596,NA,-46.3480468362707,-286.466087399018,-118.145503769813,-35.0792226551474,-64.1842462969244,60.4930616358376,31.4054832856348,-129.985105813573,-64.890203019999,395.385032856503,109.805738428774,NA
"7","on",31.3556227157097,258.566312464418,1475.02608021883,45.0191197641141,121.71453814092,144.310618647638,224.456828053911,118.941176775594,76.9189371556103,160.664391750066,146.000246010954,-49.3144622312138,109.466488185672,281.338667162149,72.0525197803656,21.0647332507541,110.8204135054,67.0406232486498,150.337289258937,22.9838990438638,-15.2132122013568,682.910529781079,209.360729785568,-32.4845790763572,-0.991671884783855,14.6052399457026,38.2854827434083,15.4452211596573,28.7162019975322,24.5936260910752,32.5711281703873,-35.7496003394306,419.973207842161,-49.6463670890016,5.4780519701137,178.705467502341,-33.5021440203928,49.1318169301287,-88.1989262866602,-37.8718757687842,-39.5535462829056,-44.2105741015809,5.75776461036402,34.9897348142403,0.877689064539306,1116.55307442445,-22.4963531846807,-39.2256369119319,-40.5453013331723,-117.644193213304,43.415039429397,-20.3151036698999,-129.247244275063,-89.7299109370918,128.657216894191,-15.369010810002,19.9030853419087,38.5369873301022,-32.6775190537204,-42.0271112205563,42.6129148126446,-20.8607768841056,8.82425191465556,-64.4818866782153,-66.8690096742332,-78.6571139881726,-222.235544868903,-4.01916792796069,-6.35622063449976,-59.8172253539959,7.50807846737444,-62.3726761071008,895.269744496788,-141.589158878505,-113.344907055049,NA,-40.6403922662629,216.669008524772,-8.31024604664651,NA,8.34659760915348,-63.4746581390384,NA,-32.2281372738978,-275.20354527526,-78.8833994427918,-50.6332266223086,-88.555698244324,8.76304719297683,45.2756649797815,-156.335000132411,-8.38508369443961,211.674595862502,181.717012036265,NA
"8","the",-6.45044153760015,271.025003619056,90.0299191706925,42.0310796982048,64.479616572339,143.170100918674,70.7175443394454,114.393784102831,37.293167099819,109.156303836674,177.755222553594,-27.2986030552918,50.7647573863026,298.635233455575,72.8080760344578,141.054481931143,546.698437184784,15.113730240357,8.63240959363738,-27.8723239800965,8.88824386695091,116.541333996769,176.869925543822,-49.9200584502838,42.2826236693802,-86.2014984892688,-99.2680094500512,31.9466896293807,3.19404792329033,34.7325258813181,-55.0810108120032,-45.2903998506782,-62.5937517078019,-51.9100177442953,-28.6993386557509,155.354754722472,-49.9628859182809,48.5727438842828,-90.5483401681844,-94.40111007048,-23.201117319643,-42.8043121186592,5.691715014605,107.072119830402,-17.1982920889498,32.4439493388918,-37.4571479994646,312.210833109605,-28.659939703174,-85.1934171682291,33.9289450550538,5.33272548520016,-146.970173596338,-95.4241641618357,-69.2167496179831,-81.2291284088199,81.6340103270824,82.8867686152033,-11.6370536216979,-96.0749529132492,23.653505670473,-18.7976334395564,-15.0249413590201,-78.0928538993256,-13.5155119838863,-105.05093601623,-195.672291943106,-9.01497279899792,-16.700990282349,-99.3513088034229,-45.0689006295656,-110.606877058694,96.0696279199497,-163.761370716511,-126.952734673648,NA,23.5672146620382,-102.79420055958,53.7986211267627,-7.55470830233284,-34.7530475510326,-5.13637133331124,NA,-54.2880920550843,-71.8348163371386,-93.5144516063025,-57.356224638728,-96.8699722706242,68.6280544144072,47.3405741327081,-133.160052972992,-38.6376433572193,147.029814359502,393.76137523252,NA
"9","last",115.74349420909,251.483694773694,129.033758122553,102.043039632296,113.244695003758,268.029583189709,156.97826062498,99.8463914300677,17.6673970440278,110.648215923281,184.510199096233,-37.2827438793699,-19.9369734130669,343.931799749,153.56363228855,622.044230611531,387.576460864168,93.1868372320642,166.927529928338,-30.7285470040569,0.989699935258623,190.172138212458,221.379121302076,-98.3555378242104,-144.443080776456,-88.0082369242403,377.178498356489,26.4481580991041,17.6718938490485,60.871425671561,-126.733149794394,-38.8311993619257,-107.160711257765,-116.173668399589,-30.8767292816155,-64.995958057398,-34.4236278161691,-31.986329161563,-108.897754049709,-109.930344372176,-6.84868835638047,5.60194986426261,-11.374334581154,242.154504846564,-1.27427324243885,-12.6651757466669,-22.4179428142484,242.647303131141,-5.77457807317566,-21.7426411231544,-7.55714931928934,1.98055464030017,-162.693102917613,-130.11841738658,-49.0907161301574,-39.0892460076378,138.364935312256,15.2365499003043,5.40341181032466,-86.1227946059421,-10.3059034716987,-13.7344899950071,9.12586536730432,-84.703821120436,6.83798570646057,-109.444758044288,-32.1090390173083,-34.0107776700351,-58.0457599301983,-51.8853922528499,-37.6458797265057,-107.841078010288,218.869511343111,-129.933582554517,-143.560562292247,195.902775862229,45.7748215903393,-118.257409643931,-36.0925116998282,-229.001834345372,-45.8526927112186,-26.798084527584,NA,-36.3480468362707,-259.466087399018,-98.1455037698132,-67.0792226551474,-48.1842462969244,336.493061635838,45.4054832856348,-109.985105813573,-57.890203019999,283.385032856503,229.805738428774,NA
"10","evening",92.3253014491603,113.859768237607,127.045274978134,78.0789194345677,56.5399302980151,214.608030002814,47.7604094815837,156.204213411778,48.790086876654,90.1239521831037,111.775128724153,-42.2351663516039,-68.0421658111754,255.821498629278,187.830301050826,1712.0134766527,115.210531902319,147.406158207186,-18.1871090675614,-7.29721607593794,31.2940681401818,51.0645508595268,248.906708576839,-39.6619759459901,-259.620194113964,NA,-63.4819782238889,2.95256350827437,24.105431626323,-57.7118749577103,-37.6895667415652,11.5464021043317,-92.861589907655,-44.9646203654702,10.5910988407906,-132.048096397007,42.1941464901664,-41.6635482991007,-99.945995694281,-113.518047277263,-37.7914014665928,-48.1792641869721,-30.5724833684311,145.401659895049,-30.5022167029061,6.00744899665697,-57.3003272586001,-33.0432868042495,-40.1184931831807,-52.3903129879302,35.9845675576811,37.9240421056002,-160.86189088144,133.798822939189,98.2873843333197,-63.6695988040915,-15.442289732223,-43.7141062443927,145.524808106392,139.733680315979,16.8158691017864,-27.5450596613595,-7.42171445372253,-110.536722783767,-68.1015212224987,-121.626224128462,-109.419280239916,-44.9981922831468,-102.080068873746,-51.4876426011309,84.623182982674,-145.543680865068,431.269161612597,-199.450218068536,-126.384045148043,50.2560193424301,-57.6023576247574,26.3529631030152,78.2340898203994,-240.343212474491,-7.1516281917767,128.216775889598,NA,-52.52791117983,-178.359900584655,-72.0386602603453,-26.2482167044056,-75.127068375825,100.088083300129,31.6002107444148,-160.460264335315,-40.647882008338,115.450688347505,169.938828017538,NA
