1.257056201647519629e+02,1.044181279788755774e+03,9.769944765082220783e+01,1.104183523253302610e+03,2.313042717208122667e+02,1.504523341242229890e+03,2.275044468276050793e+02,1.175828851065166418e+02,8.185519902763749087e+02,4.620386698880943186e+02,6.940929289981431793e+01,1.623628124240756279e+03,2.271723024810489733e+01,1.257377583103399047e+03,3.840674695981488185e+02,1.185023153604678328e+03,5.313043668324421560e+02,8.166446629986427297e+02,7.881633307666097608e+02,3.046609790437741594e+03,6.422155836479344089e+02,2.488242142982647692e+03,2.025554757615063863e+02,6.709885446842507690e+02,1.669969316538792555e+03,3.175167094204534806e+02,5.782150277895643740e+02,8.573087266213985913e+02,7.301728893289681537e+02,2.550044338378822886e+03,1.527641739882546972e+03,7.424655199438901718e+02,1.350686189006555651e+02,3.549341970937127371e+03,1.894037952425577032e+03,4.824795388273080334e+02,4.251691922407910170e+03,1.104363901104820798e+02,1.388470587265470385e+03,3.891949465208869697e+03,6.441848602679247051e+02,1.909066889772350351e+02,2.787242106205815162e+02,6.739175368833552966e+03,3.410366910425789229e+02,1.496616885302712490e+02,1.050328046959392168e+03,6.469723324236062581e+03,2.838897293673066997e+02,6.781298880814037148e+03,9.287351868868854581e+02,4.225858093226308938e+02,2.297788515220183472e+05,8.819007633699974349e+02,6.333466185206498267e+02,1.660819731446482365e+03,1.026124342333298046e+03,7.363059591253518192e+02,7.444373183472712299e+02,2.571089606515281503e+02,3.191461650081691914e+02
3.528940584359224886e+01,1.311764681794182106e+05,3.565349327960993105e+04,5.596286990925171995e+04,5.068799395711648685e+03,1.041207866802907120e+04,6.725485326527144935e+03,1.278472928469695762e+04,3.429521554692020436e+04,8.843435083121687057e+04,3.351087287402000744e+06,2.615956659179318740e+04,4.867358753694190818e+04,7.206544395374832675e+04,7.661341506803914854e+03,6.824825392652903975e+04,9.973000998988216452e+04,1.617981341554243954e+03,8.796687323340425792e+04,9.374323031247200561e+03,5.792187081295451208e+02,8.699771988573156705e+03,4.779411129571475612e+03,8.949900892431185639e+03,9.217097520414390601e+02,1.169737577006788924e+05,4.759237642034120654e+03,8.474176136542810127e+02,6.732884729644792969e+03,1.427158608675592404e+04,4.107358216146483755e+03,2.756439379385839857e+03,9.882802711140434258e+04,1.854561086288663137e+04,6.386926829020505465e+03,7.468272920724775759e+03,4.761536181948117883e+04,6.626639212511199730e+03,1.663420808208358358e+04,1.250877980997941995e+04,2.285689573009145533e+03,3.457454139178025798e+03,1.179123859494708086e+04,2.394091905426303128e+04,6.309841244438757712e+01,3.194577872156278318e+03,6.918128294851614555e+03,1.711337067296318855e+04,1.151331641884074634e+04,8.865144169925632013e+03,9.099543797986152640e+03,1.704482723216668455e+04,1.092187238477781648e+02,1.685481080398705672e+04,1.326674004472936940e+04,1.270181353496187512e+04,1.798500253272991540e+04,3.780123518292377412e+03,1.344315223623896600e+03,2.458115581723905052e+04,2.644048263969743857e+02
1.054426715770115377e+06,5.581256111903765122e+04,1.093689244839602761e+05,4.999999034640484024e+04,2.377362263906341686e+05,2.754586506822005031e+05,6.664670799603060004e+04,1.109549283545686339e+05,6.986169887375150574e+04,5.671003280384281243e+04,1.475585865507138369e+05,1.715993215112346224e+05,5.817990006765615544e+04,4.914679347523605247e+04,9.317370867745715077e+04,1.422511638774788880e+05,3.708259329222748784e+04,1.342998961977625731e+05,9.246481223271285126e+04,1.135302832098757644e+05,8.950099977174415835e+04,2.029417043847698078e+05,9.048748944480507635e+04,1.789546325710681558e+05,2.203712798613512423e+05,7.018460443082290294e+04,8.821891905578915612e+04,6.005997707330666890e+04,9.828115043727183365e+04,6.409188443140068557e+04,6.676187906470536836e+04,1.330373449511949730e+05,1.153563957910560712e+05,8.661970219905664271e+04,1.814111574936213146e+05,1.126911946437340666e+05,1.144717176563753892e+05,2.140861965658507415e+03,9.088933214221609524e+04,1.719377753140884161e+05,1.470094140275743557e+05,7.613214692892541643e+04,1.143386153267221525e+05,4.175431680598590174e+04,1.440086827555508935e+05,8.808815723931937828e+04,4.515769263527807925e+04,8.173209611799758568e+04,5.840393454473164456e+04,1.167744216395075200e+05,4.590809025652859418e+04,6.943706908264188678e+04,1.392480930817995686e+05,1.673048515350709495e+05,5.819201984742115019e+04,1.019987635040407622e+05,4.123473417774974951e+04,8.609470981682644924e+04,1.275735836943041504e+05,1.049298064021255996e+05,6.457728983843007882e+02
1.381716812175704166e+07,1.436181421897959523e+07,1.489696986084426194e+07,1.582002797401843779e+07,2.289816739230929315e+07,2.893785346339040995e+07,1.974645069318491593e+07,1.779241390856307745e+07,3.152057000798242539e+07,1.130195183809070289e+07,3.093069033788682893e+07,2.455258256255651265e+07,1.830284232668113336e+07,7.415902949921417050e+06,8.942246606287885457e+06,2.673567905174178630e+07,2.142880815629138425e+07,2.565501543495367467e+07,2.535462774158743769e+07,2.994609433937676251e+07,2.237206220850217715e+07,2.826593192512364313e+07,2.473901026133402810e+07,2.950145528501949832e+07,2.651770132379036769e+07,1.659539365018511750e+07,2.178934522663684934e+07,2.254519002643406019e+07,1.617032322119126283e+07,1.905642528013388813e+07,2.575812248109680414e+07,2.551308319877536222e+07,4.037311910749019682e+07,3.178920901877227426e+07,1.229007036859162897e+07,4.293068440555612743e+07,1.595790296047059819e+07,2.318798460581791401e+07,1.697059010016386956e+07,2.550908969838558882e+07,2.316097762811297923e+07,1.262879757592953369e+07,2.382439903345897049e+07,2.794952835627368838e+07,2.718866267054118961e+07,2.719797046276602894e+07,3.173137861311708763e+07,4.012422489636408538e+07,1.415077971246214584e+07,2.603003439993586019e+07,2.264962114246350527e+07,1.839730776543689519e+07,2.584207462169475481e+07,3.010788195558004081e+07,1.830365410022438690e+07,3.183432343771171942e+07,1.521528506118352339e+07,1.626093556707420573e+07,2.564141419333154336e+07,3.881270368151852489e+07,2.748746372180994749e+08
1.716544633150357723e+09,1.437667050809079647e+09,1.574463629442561388e+09,1.364768239740651369e+09,2.911546510489754200e+09,2.333050323519829273e+09,1.032227744204864693e+10,1.181587462880678654e+09,1.691402493541193247e+09,1.536464403319164276e+09,1.706793997173226118e+09,2.503113733778218746e+09,1.606448078293180943e+09,9.251514259447991848e+08,1.047751990124550223e+09,1.828707292892135382e+09,1.381180370167246103e+09,1.850431511917118549e+09,1.749722267642911434e+09,1.648013720838500261e+09,2.182972870872865677e+09,1.672124660272577047e+09,1.433313152179500818e+09,2.163985272982334614e+09,1.421523723786906958e+09,1.366359054372695446e+09,1.713465457162683725e+09,1.388904977861184835e+09,1.147684956490316868e+09,1.746424453668325663e+09,1.286244773971835136e+09,2.080147811773551226e+09,2.690411990235012531e+09,1.095247131269954205e+09,1.575146394912434101e+09,2.429952744959911346e+09,1.671886473236771107e+09,1.092661922884224892e+09,1.398438591468142986e+09,1.312703298337431669e+09,1.378538660712364197e+09,9.913625148155586720e+08,1.321340135254466057e+09,1.644830318520641565e+09,1.997653380143081665e+09,1.104084908031722069e+09,1.651384115517758846e+09,1.800090740536550522e+09,9.435653422145780325e+08,1.575908613110047817e+09,1.294428236695522547e+09,1.326327060796979904e+09,1.651442537896607637e+09,1.939398017832796097e+09,1.387464496468825102e+09,1.812825173991001606e+09,1.262946758484120846e+09,8.783297348138818741e+08,1.801171771821973801e+09,1.659628328687814236e+09,2.026622186136256695e+09
2.384844538351938725e+09,2.168739506464070797e+09,3.594777759605552197e+09,2.345823133029297829e+09,3.434923246219213963e+09,2.860839232232337475e+09,1.911935207567860603e+09,1.363220952506536245e+09,2.080980473017903090e+09,1.316182034824515820e+09,1.117561673674625874e+09,3.103188130291573524e+09,1.967515269290807247e+09,2.469765461304319382e+09,2.855964736323701382e+09,2.811586492470752716e+09,2.904278771857714176e+09,3.025187866069188118e+09,7.466589784399240494e+09,4.074393776949553013e+09,2.659045793936774254e+09,4.365166984566731453e+09,1.455093809263687134e+09,3.554890054263420105e+09,2.561947012603878975e+09,2.876740302546226025e+09,3.125897723934117794e+09,2.815401851319853783e+09,2.840541034015336514e+09,2.574986820984448433e+09,3.405530841675352097e+09,3.304013233630322456e+09,4.014340406186342716e+09,4.421731522512235641e+09,3.715380902969631195e+09,3.715868021425471783e+09,2.621294200319577694e+09,2.694965173722575665e+09,2.376859359498234749e+09,2.947259161163638592e+09,3.921612511326641083e+09,2.404638901854758263e+09,2.563215723416330814e+09,3.837528912041981697e+09,3.350640937008793831e+09,2.622409864145882607e+09,2.492403974791751385e+09,3.288968183600461006e+09,2.213376163964169502e+09,3.089186545816322803e+09,5.097497342380609512e+09,3.381693496385531902e+09,3.429306454088743210e+09,3.291046165007561207e+09,3.058899616600293159e+09,3.304102917299412727e+09,2.939144034757942677e+09,2.746193589436632633e+09,3.297324499354581833e+09,2.451421316031578064e+09,2.522377370353903770e+09
5.310637967015721202e+08,2.750854706096512675e+08,2.159918562555042803e+08,4.386528292149014473e+08,5.726427514044796228e+08,7.943244246704343557e+08,4.196542393320170045e+08,4.094356205085912943e+08,2.825211671463479996e+09,3.543068525694960356e+08,6.474347825614126921e+08,7.413649046286386251e+08,5.165213927049167156e+08,3.517817103384366632e+08,4.205056854336091876e+08,6.275118615198307037e+08,5.736553728606871367e+08,5.722389870381300449e+08,5.343214495358927846e+08,8.667526236044826508e+08,5.747401290891379118e+08,6.369817968691097498e+08,5.092956097205369473e+08,6.786612766210968494e+08,6.070083861394110918e+08,3.564924555561122894e+08,6.321730599555783272e+08,5.239769666269779205e+08,4.954753166033796072e+08,5.015222212276684046e+08,5.852975792926505804e+08,6.313455223591848612e+08,7.666316983273512125e+08,5.963327904527015686e+08,4.610083990009551048e+08,7.585618721334828138e+08,4.479454889464161992e+08,5.148909326906644106e+08,5.794567653400697708e+08,4.745526320976446271e+08,6.589091807561050653e+08,3.765268894327849746e+08,5.644070950448396206e+08,6.643402262304053307e+08,6.269246944837800264e+08,6.827940139998140335e+08,5.059151393141297102e+08,1.414032144890582323e+09,2.964011113292279243e+08,6.639053459618535042e+08,4.794428696203162074e+08,3.764952961712349653e+08,6.405138300324016809e+08,7.191164170699964762e+08,6.204247750697801113e+08,5.877799848224589825e+08,4.667084123611630201e+08,6.399332421823492050e+08,3.726333365155417919e+08,6.450643919989659786e+08,7.831698268067811728e+08
3.948906309942403316e+09,2.834979131446137428e+09,2.339470279469362736e+09,2.886741427960619450e+09,4.465376270665345192e+09,3.770730132773319721e+09,2.199024504960883617e+09,2.001058600923862839e+10,3.674960146198308468e+09,2.844503768518254280e+09,3.780417775594622612e+09,3.599378863489528179e+09,3.075040342115131378e+09,2.178320101124946594e+09,3.384238209244884491e+09,3.435847895488824844e+09,2.350310994907363892e+09,3.915605968007435799e+09,2.793131265736782074e+09,3.642787907870008945e+09,3.216073881498220444e+09,3.426800840020902634e+09,2.736848472850662708e+09,3.643076679293130875e+09,1.990605046760837078e+09,2.575111867083268642e+09,2.197143418758486271e+09,2.714277496479148865e+09,2.532086530388679981e+09,2.616742828541265965e+09,2.671853887680634975e+09,2.012231458283043146e+09,4.000715397759407520e+09,3.023723099508568764e+09,2.454381820918011665e+09,4.262149230488943100e+09,3.255647736227460384e+09,2.159141941671931744e+09,1.796904004326916218e+09,2.817040978272139072e+09,3.556809603569242477e+09,1.992779761939918756e+09,2.928249395992216587e+09,3.256151096715629101e+09,3.182205288292965412e+09,2.998723599372935295e+09,3.199985523157477856e+09,4.771190858178939819e+09,2.219904014962653637e+09,2.994470922410042286e+09,2.529301645705375671e+09,2.676480612786342621e+09,4.043338409319439888e+09,4.117651310839914799e+09,3.069910467620080471e+09,3.110917714027029037e+09,2.352176527145636559e+09,2.941602266703213692e+09,2.593530557103183270e+09,3.669200280720790863e+09,3.859250327466351032e+09
6.402214623059051037e+08,3.217560847318923473e+08,4.090583113736278415e+08,4.461028463637734056e+08,6.060349762002611160e+08,6.920752994877532721e+08,6.560247361867480278e+08,3.396157461439999938e+08,8.347835605431098938e+08,3.282754034132599235e+08,7.919488174108276367e+08,5.355466038907574415e+08,3.973935508761959076e+08,5.116841063531746864e+08,3.704876430857097507e+08,6.835901151351271868e+08,6.101404217648301125e+08,5.618118080202853680e+08,7.358657705373818874e+08,8.682562443372666836e+08,3.219912393927271962e+08,7.288294061834888458e+08,8.262304578592242002e+08,7.832716666794168949e+08,4.642882485750371814e+08,4.200356517739372849e+08,5.180427563050192595e+08,6.080199201071213484e+08,3.964222892918464541e+08,5.296248169978616238e+08,6.244923289968409538e+08,5.549594591879994869e+08,9.061882152584183216e+08,7.061358995248547792e+08,4.482151966542811990e+08,5.637677112755049706e+09,4.357973767056100965e+08,3.843779288182562590e+08,4.325271242921454906e+08,4.528133066876508594e+08,6.341364205573294163e+08,4.270580289750627279e+08,5.305877803732059002e+08,7.213076079487187862e+08,6.307431255744487047e+08,5.196615866261704564e+08,5.077755501302469969e+08,8.719821076776820421e+08,3.909057554663786888e+08,5.659042008715813160e+08,5.997106632694422007e+08,5.648192337102382183e+08,7.433424952395232916e+08,7.993582073693101406e+08,6.212072570154819489e+08,8.676826737520006895e+08,3.563549214907277226e+08,6.216602925173658133e+08,3.710974250959762931e+08,7.468820912300202847e+08,8.077110633952860832e+08
2.322339826613646030e+09,1.077860510832905293e+09,1.037159751388439059e+09,1.857398684544968843e+09,2.270437297767228127e+09,2.110931222647970676e+09,1.641443372595868349e+09,1.640074996502531290e+09,2.500979910966532230e+09,1.734625110080803156e+09,2.608330243426330566e+09,2.574626553877816200e+09,2.045385306195484877e+09,1.154135900449587822e+09,1.034574861585053563e+09,2.475250502798214912e+09,2.508927949837505341e+09,2.328463282838574886e+09,2.060454693803279877e+09,2.861338768753572941e+09,1.465638575730581522e+09,2.654173420173376083e+09,2.310158049910526752e+09,2.591503306112843990e+09,1.933419574672100544e+09,1.666515915963838577e+09,1.708152580037279844e+09,2.071576739468086958e+09,1.687157896942843914e+09,2.063683794751916885e+09,2.764697853030439377e+09,2.281105952164355755e+09,3.456787135739474773e+09,3.649330001757170200e+09,1.544345810271372318e+09,3.139624651805597782e+09,2.079428227895266533e+09,1.652900566357959032e+09,1.621743458264415503e+09,2.303989350135041714e+09,2.210652388408545494e+09,1.792164679219646692e+09,2.352773512444234848e+09,2.993383636815148354e+09,2.941471339202795982e+09,2.391538795096589088e+09,2.016010524830075741e+09,3.073430951178196907e+09,1.275401458717979908e+09,2.283310954288123608e+09,2.175840218128888607e+09,1.669685351820695877e+09,3.063895889235136032e+09,2.898395785990964413e+09,2.256848229421053886e+09,2.683625220582050800e+09,1.482942985006299734e+09,1.688549056794456482e+09,2.139825951261796236e+09,1.183565673151352310e+10,2.775318342524408340e+09
