2.037848745010172991e+00,4.174798318372769004e-07,3.142541512606908748e-07,1.169047074908953732e-07,1.212207894317161459e-08,6.158006858702022913e-09,7.838833724442101685e-09,1.077438112908066117e-07,2.731300642102939616e-02
1.524940758667418406e+00,4.778238681790480233e-07,4.406428232025844236e-07,1.409201193746631226e-08,5.327548249898750335e-09,1.009135302431351581e-08,1.848523878839515871e-08,3.376544360911123635e-08,2.272416350693741080e-02
1.662631353155471725e+00,2.414430753597703168e-07,6.442819047851810340e-07,2.329889475369887815e-08,4.486366330113144159e-08,4.001818809575725016e-09,5.299293962696135721e-09,5.560121013339892454e-08,1.705283748304370437e-03
6.666573556930013300e-01,1.439068906422265654e-08,4.795896026650512080e-07,2.555075489985605130e-07,1.782720735158885564e-08,5.432565784090813661e-10,2.705309934001303671e-08,7.137234462472350152e-08,1.625062570174988161e-02
1.298588559834994438e+00,4.061287810619187135e-07,1.049998034242575222e-07,6.841059734989087119e-09,1.211795252518791051e-08,5.311261274306050590e-09,7.355542146178520157e-09,1.033960597167844896e-07,3.025120109361828860e-02
1.693294537608573735e+00,4.973239450905892465e-07,1.176347041166708083e-06,1.604725504334597794e-08,1.263190327358107422e-09,1.044838597456087970e-09,3.923309724803727913e-09,1.845744155515765846e-08,7.477996324627249336e-04
2.945525198667680034e+00,1.246716844782031291e-07,1.875457675777742552e-07,1.405697493546212325e-07,2.672253457010140225e-08,2.446245118876861692e-09,4.370466864288587552e-09,1.043038240173634233e-07,2.805208613268547063e-02
2.419980884452006542e+00,1.005693163318657885e-07,1.712277365997084835e-07,3.145120947246800449e-07,5.159215630137789749e-09,3.110750383610312370e-09,1.013000523347703210e-08,7.785017051240403854e-08,1.336329110587532176e-02
2.448270274360565324e+00,6.043460402620236238e-07,2.019708407871012149e-07,5.609220496357609379e-08,9.332107042284564484e-09,3.829989304169483401e-09,2.866250293144180460e-09,4.104764096480911565e-08,6.465393609313488388e-02
1.210279255716834035e+00,9.458595475506392563e-08,8.851209114320016228e-08,5.528662482264471598e-07,8.189714287782268522e-09,2.715748117015207015e-09,4.940306258667784844e-09,2.516227037809583792e-08,2.371387850714945511e-02
1.327781447429390749e+00,4.519182687087570982e-09,2.232942574546405604e-07,3.141341794158378948e-07,1.285842998637562706e-09,3.126244900568997341e-10,1.313328965932393823e-08,1.068280497181040551e-08,1.153211756599249876e-01
3.652873480832858455e+00,1.847671089949815691e-07,3.065996960476800288e-07,1.251814421901404767e-07,1.417749965850761194e-08,1.152257477108296037e-08,4.689603314260552645e-09,9.375420042227145880e-08,2.967522079053580737e-03
1.588755957286972498e+00,2.846220348368115990e-08,4.982266942405423290e-07,5.300366095854349158e-08,5.640375117235720066e-09,4.222623977264940943e-09,1.186669806001167816e-08,1.963524487234320673e-08,5.204124109080337374e-02
1.329086286448923682e+00,2.714756066092044014e-07,5.945226720356569213e-08,3.334453842389184499e-07,3.926379957557004850e-10,4.716192740084286634e-09,1.205300366633520448e-09,5.321927614543366141e-08,4.345877749224329178e-02
2.467174978378355643e+00,6.844461664701680902e-08,1.615408847301049099e-06,1.020728548459646435e-07,4.272507124890309313e-08,9.744299694498278906e-11,4.037904221774199911e-09,7.598528018821479562e-08,5.900836831696995577e-05
1.286136390230244508e+00,1.525043655230499661e-07,2.595781431748308157e-07,5.395146426646722816e-08,1.968973037996213833e-08,8.810658848508110177e-09,5.934091901419547722e-09,6.587687435937016006e-09,2.836318265745105954e-02
1.871069017672803758e+00,6.340587116262658109e-08,1.252101888719876111e-07,1.608341402496776397e-08,2.677643481953761959e-08,4.165076732352114919e-09,5.860633215737075629e-09,9.955576659593394071e-08,4.674785888416133767e-02
2.029866032836326273e+00,2.301326897495894534e-09,3.376202210620476343e-06,2.613367045766572688e-09,4.754015341397852530e-10,3.971979752005334054e-10,1.579467195620494380e-09,3.007652269989661266e-08,2.656400995873983706e-03
