1.153728034766067223e-01,3.487870948942578715e-03,3.945164730089440266e-05,1.811680681028982572e-07,5.388068506925617328e-08,1.746489400152767406e-08,1.049571298557836706e-08,9.277312593036235764e-09,2.784662704308258769e-09,3.179173747578053475e-09,6.707546355308076358e-04
5.703577747617075838e-02,1.984904993664378219e-03,1.422913836057376326e-05,1.158957048215209296e-07,4.026754379770635107e-08,3.056018454383929325e-08,3.556258194217943128e-08,5.307206069520343591e-09,3.811584009940385983e-09,6.579067986085752441e-09,1.189945597264907562e-02
2.332925515084459112e-01,2.266044466055826788e-03,8.983072585223933902e-06,2.062225098585242052e-08,1.029448696789795336e-08,5.311562374190404152e-10,1.671900572537202079e-08,3.162889821681789426e-08,4.173194075340097579e-09,5.227096325502617212e-09,2.798735124265421675e-02
2.514503997155266846e-01,2.581592784161955163e-03,4.975849285627132504e-05,9.372969235502565484e-08,2.382809509892727469e-08,1.423024442971456184e-08,2.695988123135595175e-08,2.594362889640094020e-08,9.672959156522410741e-11,1.850458853818402568e-08,1.370390375310059569e-02
8.185940456532400655e-02,1.135504388525769570e-03,2.960913532882296897e-06,1.688336745685839918e-07,2.900728629886194495e-08,1.355201170645408495e-08,1.147128186585102580e-08,9.617433183427985816e-10,4.109979000669858304e-09,7.678706257670226092e-10,5.818049872256909547e-03
2.001375482291754132e-02,5.192181869509444186e-03,5.301925233816259773e-06,1.066277136165112017e-08,7.919795118233340389e-09,1.163884308114778735e-07,1.382885631686623069e-09,6.385907017409920368e-10,1.392643712175056578e-10,1.743476687566442290e-09,1.451244199941623819e-02
6.365314553393792985e-02,2.248937538513949043e-03,3.459649834281305252e-05,7.871640146480567732e-08,2.556043143660929713e-08,4.748507778312442993e-09,7.379396615622685074e-08,1.248670738463685616e-08,1.380212505836031472e-09,1.585399246816554730e-08,7.773082648364225758e-03
6.420727512572932394e-02,1.404441998163539866e-03,1.547588324653871288e-05,4.735056738302962479e-08,4.290423737832506660e-08,3.436347437861343096e-08,1.051663911785321774e-08,9.009871068090594218e-09,4.860549731871059766e-09,3.327558464539595946e-09,6.200294648535067954e-03
2.725012916097921054e-02,4.777832916947103402e-05,5.203473665879059158e-06,4.959093813381872244e-08,4.605022754428057645e-08,1.982309760949394189e-08,5.179526159514063709e-08,1.262221714684083614e-08,5.999053252900264884e-09,5.587260814153828984e-09,5.176064885049479203e-03
7.131965929832267959e-02,1.558630937455654638e-03,7.461797690339724072e-05,4.888240975318850133e-08,2.104561417106812203e-08,2.912971259224665859e-08,1.607616590698666137e-08,8.420392961975044743e-09,4.677214016988216718e-09,1.470881445496784242e-08,1.013569785377032954e-02
3.227842434288369922e-01,3.455685030183626221e-04,4.484989374996127727e-05,1.990266044501814403e-08,3.199973230979770392e-09,3.319234751203950823e-09,3.480403725879298414e-08,5.186636349802276810e-09,1.226285720391234708e-08,7.871705009645869302e-10,6.030921069428366553e-03
1.490148449879365455e-01,1.210863865742037478e-03,1.469445028795630217e-05,8.196576834542120028e-08,3.083452765063214827e-08,3.299104576611147451e-08,1.624469177012021654e-08,6.837693711041856703e-09,3.804324844182769465e-09,9.928337877063770349e-09,6.382741790119285039e-03
2.222327387885892347e-01,1.399429737869405978e-03,1.196027403587475593e-05,5.251469570241384672e-08,9.665088486632322177e-09,1.096385947078664725e-08,6.612392577481357777e-08,1.312086700024753656e-08,4.150716636227621556e-09,3.473745273407991305e-09,9.817905639074746282e-03
1.519704359775559122e-01,4.065610199682992030e-04,5.071010348962110925e-05,2.842398059732617247e-08,2.157769330351979866e-08,3.613453672043089314e-08,6.365959133831272894e-08,6.599738142850249104e-09,4.919528800162171963e-09,7.154469739982097420e-10,6.901348288903159933e-03
1.187668527133911578e-02,4.728153261051682571e-03,1.740572422235462903e-06,7.303231213948930498e-09,8.797805873649190246e-09,6.209148488293957256e-09,6.261107776091306141e-08,3.627333656598155679e-08,3.345204932071318806e-09,2.685313600842495463e-09,3.801066784490497730e-02
1.318662817080271388e-01,2.178718321553430211e-03,4.665695490498118491e-06,1.389378703365927959e-08,3.475938962617674480e-08,1.693404912998329748e-08,4.649809263673395638e-08,5.772501098512070420e-09,2.177341689749091440e-09,1.542199016261190044e-08,4.396104795975048531e-03
5.155966375505057625e-02,2.329633413245133650e-03,8.167959128188610889e-06,1.086248935989470759e-08,1.137597883987051443e-08,2.651464037957663345e-08,4.773431804024489570e-08,2.606020653241627290e-08,1.833202861240527065e-10,4.097044109467809423e-09,2.743275544400391834e-03
6.908130340982400475e-02,1.922240982662557982e-02,1.551926626861563100e-06,5.369763821503427494e-08,3.890314022393125763e-08,3.673599403474057684e-08,6.827299985184608126e-08,1.017519192693976055e-08,1.009762796710115450e-09,1.449595145762250886e-09,1.230981988836442331e-04
5.569334282278393111e-02,9.614042015173671508e-04,2.079001886463063110e-05,1.929582401672303734e-07,3.952825336660354861e-08,1.435751089560700244e-08,1.104070819984882185e-08,8.169929065498644331e-10,6.977901660715835709e-10,1.485545207200948179e-08,1.477243015830648903e-03
