8.209730446852352365e-04,1.813682138519845832e+00,4.433818748911472207e-02,2.712252315904284947e-06,2.502039354793504345e-07,2.357649613574621954e-08,1.980031810953318764e-10,4.600389788611294620e-10,1.710062353653750021e-08,7.821442229546760154e-08,7.143865353199930858e-10,3.158271064547745971e-08,2.711172929791731689e-02
8.672993095109921176e-04,3.494797293990552944e+00,2.828222739282059556e-02,6.583590065545925245e-06,4.540709712513834082e-07,4.688258311332336648e-08,2.294740899282032618e-10,1.022238779103947008e-08,8.892096081357362692e-09,1.572226029244950399e-08,2.308378872559266599e-10,3.927174899088834609e-08,2.598995473147865456e-02
9.890207783381363069e-04,2.720964830872712348e+00,1.676426321441564643e-02,1.627615515901832533e-06,4.574162819387032846e-07,7.195359736831323298e-09,5.900004673924383276e-09,4.414161205834526677e-09,2.265872012005382570e-09,1.545071890024496978e-08,1.710325079499325391e-09,2.185923740360328176e-08,2.113729923175474562e-02
1.293936827406336242e-03,2.651731421338025196e+00,6.006317620871771262e-05,3.930406502354537252e-07,1.251008366002542825e-07,1.160704255126657777e-08,4.238266637520399566e-12,6.152312484556617990e-09,1.532485985226140500e-08,1.460382526519994700e-07,1.684460705002708530e-09,3.447255784097432055e-08,1.175821119359261695e-02
9.788549102875052348e-04,2.712173609180490885e+00,1.941980993864673294e-02,2.630713499170188841e-06,1.759731847968798511e-07,1.708905053128436078e-08,3.329062134128763105e-09,8.809851847411741009e-09,1.368615160762745355e-08,1.293820913769983202e-08,2.527250537705064588e-10,3.721276530842534084e-08,1.320052158030664106e-02
8.549882154857736411e-04,1.240988467666003015e+00,1.427477611771546875e-02,9.345144693250727601e-06,4.577499488119785179e-08,1.199732067101418263e-07,3.125802039480904967e-09,3.251138655973748238e-10,5.581142737788296707e-09,1.333903309169507869e-08,5.253218434349861204e-10,6.003356727687039836e-08,2.834129584009296987e-03
1.376739486608347671e-03,4.286800640374595517e+00,3.158888972752943447e-02,2.353883262638379172e-06,2.326599682879151113e-07,2.916347635120401759e-08,1.920382584929544661e-10,5.098462737768059080e-09,8.202093183521097613e-09,7.196596879388458159e-08,2.891550712280697905e-09,2.232392149427149802e-08,4.657728028251139143e-03
3.014083954050459160e-04,2.022357665303057495e+00,4.365652915621669183e-02,1.312026338130697112e-07,2.224691680220868398e-07,3.300298144690263477e-08,1.061223846869193934e-10,7.203923595915334972e-09,1.084391951350390565e-08,4.156542047450746349e-08,1.206933204183256749e-09,1.475109244445412000e-07,1.414690407635582625e-02
1.754660611554566870e-03,1.159390271551037799e+00,5.744162798453869567e-02,2.095176908442251101e-06,2.457301827378627245e-07,4.635474699443763647e-08,1.009426713941082097e-09,1.416712161056405541e-08,9.465086149955533302e-09,5.030850638209008608e-09,2.922350187316273883e-09,7.352203440639042607e-08,1.136599947771339304e-02
9.508577683854020114e-04,1.342220356200651388e+00,1.963585734675405564e-02,2.582400058860655819e-06,1.183188224022655470e-07,3.043958863508864208e-08,1.193865467025864267e-10,4.661669902428448073e-09,9.878238824673336076e-09,1.824221065119606675e-07,2.126254062363045801e-09,6.705120418313559875e-08,8.244816685804992953e-04
7.577243851880429044e-04,1.635470078392606164e+00,1.528984012868832981e-02,1.600625844011386153e-06,5.396830119967685625e-07,6.756738079954941925e-09,1.692078569713167111e-10,2.573329601118244089e-10,3.686349129804949824e-08,1.163935306322555597e-07,3.114581132895845257e-10,3.732999423074467438e-08,2.418117075275574845e-03
7.955717232760560345e-04,4.330268247582394814e+00,5.312910831155603225e-02,1.269775453220833244e-06,4.105356273717967357e-07,1.914975025994490800e-08,3.063467118287039193e-11,1.511894257541914969e-08,6.196733832405474168e-10,2.815196917479760966e-08,1.725479584338566978e-09,9.722105842395448839e-08,5.714236651336583768e-03
8.856817939270046841e-04,5.350395028278960297e+00,2.265115488306378155e-02,2.918557832139201633e-06,7.562837200225903036e-08,1.861434742916927891e-08,7.508685269657627330e-10,1.934400093078614501e-09,1.079475060519479843e-08,4.182907019462503605e-08,3.575266692634756098e-09,1.349199566145674737e-07,1.693911581420633888e-02
8.019427223063240601e-04,1.174306907247023357e+00,3.014964757344183038e-02,5.343234399906312010e-07,2.486358725531711081e-07,2.607613847325231502e-09,2.540909744889741445e-09,1.836140067723090994e-09,4.787614374354774640e-09,1.155114934117822048e-07,1.271552943063274062e-09,1.677471261394167067e-07,1.352583907108818179e-02
2.660291509839633143e-03,1.367013323692633842e+00,4.393306151281009542e-02,1.577298032666561120e-06,3.111382974791754671e-07,1.621065932521910266e-07,2.342109642659877780e-09,3.897655937122075766e-09,6.079257894395717044e-09,2.446190162625969161e-08,4.939184190129037436e-10,1.586200012639610930e-08,3.432701025553247694e-03
8.707205688576758742e-04,6.392335887172868603e-01,2.170241382049949500e-02,1.860021734898025435e-06,1.588727355216823123e-08,1.562086113664741162e-08,1.506510673772269387e-09,6.872721115905402044e-09,1.865731392342744774e-08,3.407125950970141526e-08,2.187115674405039238e-09,2.780261046698075068e-08,1.359030777924599004e-02
1.564751617268227493e-03,1.892250567202877987e+00,2.870631209705587147e-02,6.370541529301147333e-07,1.608384926296692436e-07,5.112714398871430976e-08,3.715485120161759029e-09,8.487162431098011283e-09,7.300339268250002112e-09,4.963033386319352723e-09,1.894262350071808227e-10,2.056327687811647052e-07,4.910277817643596276e-04
4.083806274531283712e-04,1.950181621660360909e+00,4.486207460663160090e-02,2.500253235335593918e-08,3.254765996116570211e-08,4.299323358471366945e-07,1.134248795984253521e-09,4.830123127017163498e-11,7.597947027268329099e-10,9.639542766903860612e-10,1.150830311139360417e-10,5.976035441334977617e-09,5.767668309654076786e-03
4.192843588283165805e-04,2.338480381108151152e-01,2.200026792153355476e-02,2.724920386357336090e-06,2.404328680399380442e-07,3.275244328314115758e-08,8.453730349897552889e-10,1.188728086357271552e-08,2.176458703475930547e-09,5.945957040165328896e-08,2.995670832763131936e-09,4.055366674443101895e-09,1.092581083793425127e-03
6.286038006579613025e-04,1.138744009009646785e+00,2.369690496822129261e-02,5.360152442534496856e-07,2.518397182571758787e-08,1.651905914687156988e-07,4.415074078968770591e-10,1.049287759782294078e-09,2.989745766736843451e-08,1.840473921471332091e-08,6.021852376382929120e-10,3.178284504364062737e-08,1.005660492552652892e-02
8.502016993235553093e-04,3.369554101972165316e-01,8.075360555266640483e-02,4.635212096594171529e-06,2.742227154940668851e-08,4.595903316995554164e-08,8.433039618285380974e-10,1.978282460975864296e-08,1.107039889036662378e-08,5.839672386361820088e-08,3.222821842548136256e-09,6.489323206023282255e-08,2.430405827009898129e-04
1.119806906417690788e-03,9.655984697732930000e-01,3.290870711430638612e-02,2.429281351339323499e-06,2.756148631671343468e-07,3.345650162533030326e-09,1.458786019577933303e-09,5.552880848014403295e-08,4.727105956250277394e-09,1.597273655990773915e-08,1.402744114607442711e-11,1.515510295237370853e-08,2.721024328525012415e-02
1.337829038703308368e-03,1.969189802144448054e+00,1.422229360018742450e-02,3.161341096682197493e-06,1.092607904184201484e-07,9.788053210292626676e-09,2.322546498031660173e-09,2.794125767835581139e-09,3.440033294342430762e-09,2.383861873453210568e-07,1.669074855007278490e-10,2.664536713860970157e-08,2.030197698639457302e-02
3.606471521161632712e-04,9.717936365333743609e-01,8.246801043937698750e-02,3.355924188087130886e-06,3.536932476571295489e-07,1.179046381858582388e-07,2.761694714414706248e-09,3.509605771672836529e-09,6.618102550912729817e-09,4.602576847814927502e-08,2.901344729133774405e-09,3.077550858218089274e-09,3.446382397882875176e-02
8.618616947840871496e-04,1.466201697691864148e+00,2.314808105792814583e-02,1.961866842143212953e-06,2.892480932552569689e-07,6.364990336511565266e-08,1.413160608674724864e-10,3.065705313245038175e-10,5.334484979603043700e-09,3.306067373255769020e-07,2.027533648948862152e-09,3.899872475611104306e-08,1.258006292236828801e-03
1.846136304965177418e-03,2.188920535638287923e+00,1.563248833919007874e-02,2.689833433533992127e-06,1.902932045661332316e-06,2.608086197021237192e-08,6.378504723605530759e-11,1.659877021269412277e-09,2.399670678936435132e-09,5.149441702035653932e-09,2.031217754450266901e-09,1.123499992361876529e-08,3.935551711034816769e-03
