6.620504886684515887e-03,3.624056270691867207e-04,1.947857404787646463e+00,1.509053360172168956e-02,6.162518870318013653e-02,6.416620048148289658e-04,2.505262356426016463e-08,2.134279532122007811e-06,2.711051813173436460e-08,1.657984271084733029e-08,2.334336918861600909e-09,1.774429339382291710e-08,1.558947989127387132e-09,1.045257462920669302e-09,3.949864491567513662e-09,1.203208082361527808e-09,9.667577854648077627e-08,6.287418651336552748e-03
9.020477941073010153e-03,1.428927007315071213e-04,1.585187346859332491e+00,1.686819707282916081e-02,3.112793248989116635e-02,9.873116074900583055e-04,3.224335976697577206e-07,2.543221604005603203e-06,5.680444797448017530e-08,1.940270181599614211e-09,6.349330511971094918e-09,1.300785972002824965e-09,9.675995031901011256e-10,2.291416156329571516e-09,2.784138544960539240e-09,3.110997717378955690e-09,4.355419055918687415e-08,4.651536985651251108e-03
5.594993429797001303e-03,4.710747021296733954e-04,1.598297498783442405e+00,3.975796662137770499e-02,9.016365424983893706e-02,5.701698790623136457e-04,9.096248341448750867e-08,1.030174152743249752e-06,3.450948750239237481e-08,7.728480541280945529e-09,1.288161320654626593e-08,3.073779806693069109e-09,2.201537922126862164e-09,6.830913306216502761e-09,1.263232233387151371e-09,2.078112920580665645e-09,2.145177711596307625e-08,3.817965211890046728e-03
4.355181408779397120e-03,3.763755466966784606e-04,1.678742459436898038e+00,2.158195977207227195e-02,8.053803785944041449e-02,1.240016312515461678e-03,5.957872001165639468e-08,5.502536414193680435e-07,5.093685296755904599e-08,3.851955090580284829e-09,5.067968368937703848e-09,5.273029624912843518e-08,2.277119476232925037e-09,6.791745000576572081e-10,6.770693852173586530e-09,8.515293894854443663e-10,3.294095426635636811e-08,4.294417279396244881e-03
4.460142791593405681e-03,1.178362553585522981e-07,4.383106054426422205e-01,1.461261381962303263e-02,7.829120211820163322e-02,5.156133415507716585e-04,2.029979276861746959e-07,1.056502903987189173e-06,6.831806779662331157e-08,1.073143458050171002e-08,3.652814320245145454e-09,2.771623399596757555e-09,2.608887518326847495e-09,7.306825481269234010e-09,1.791516781840106865e-09,5.976499762284451949e-10,8.370543199469528363e-10,3.310411068626216338e-03
5.207266265015691141e-03,2.370116059868269866e-04,2.192983334819871732e+00,5.532566213903604424e-02,4.532762954367257346e-02,6.567134411858647092e-04,1.156613892688528772e-07,2.860986160469177470e-07,2.689355363849052489e-07,8.274171963245518636e-09,2.764263559061701180e-09,2.675034608414066543e-09,2.982004767682397286e-09,4.966482095916457723e-09,1.134440263050900162e-10,2.771869128940197087e-09,5.399468978005540337e-09,6.481830840835887952e-03
6.190126562828930819e-03,5.911429010616340652e-05,1.915820543419276767e+00,2.897199744317321968e-02,2.468720278822713818e-02,6.060137044612573130e-04,6.791379132878588846e-08,9.096164827838883470e-07,3.491287558957942654e-08,4.631962955405147511e-09,4.493386103399599746e-09,1.473578100880026211e-08,3.351490579891901631e-09,2.404347885944602068e-09,4.003726574185874708e-09,2.941776569854658960e-09,2.572528363832967335e-09,3.016721105431620885e-03
5.023536253806397227e-03,3.480390119997939328e-05,2.648450968816283169e+00,1.124953213288846718e-02,6.633141397007052964e-02,4.212824025668708257e-04,6.651970322248145956e-08,1.977264881417135387e-07,2.882244373596591140e-08,6.684905836559258598e-09,7.429000897183284750e-09,2.265571509410647183e-08,1.407287188334162989e-10,3.510555299803177413e-09,5.474031696227286396e-09,4.398652070665237490e-09,3.600158642249185568e-08,9.603143514459075783e-03
1.712959471723072939e-03,2.906824075378930871e-04,3.475858476239237049e+00,2.159430535050478606e-02,2.116726933186024312e-02,4.783110412288263239e-04,3.664647643873026227e-07,1.632789651948925614e-10,1.269111095436010119e-07,1.114743643404100574e-08,7.712881511121934275e-09,8.047617236824726679e-11,3.923045465637374896e-09,1.579032907573322997e-09,1.065102326515495684e-09,3.399702526448949257e-09,4.751097064149847504e-08,4.719997472282398167e-03
8.981814511388614905e-03,2.554766397605580928e-05,1.456091209788427765e+00,4.176239022776457449e-02,7.184472027731164667e-02,1.507472252644985813e-04,1.351058059251151704e-07,2.512728997098607489e-06,7.090607809433551004e-09,3.355907770036489871e-09,1.244010124615305767e-09,8.469473307787099723e-08,3.167936443068657663e-10,7.315089907058749258e-11,4.387998621491528446e-09,2.984408750582173076e-11,1.755216931113887697e-08,7.661079168069470993e-03
