1.244616422491341690e-01,1.705924194444131958e-03,2.318768616986938667e-03,1.919981820596072453e-08,3.380030952023622192e-08,5.277466612116304757e-08,2.029304524952472567e-08,1.000729501973448424e-08,4.408644418603398419e-10,7.664639837231211241e-09,1.085293250958948297e-08,6.323795208934401835e-02
3.322646918811159034e-01,9.460946403517408966e-04,3.584199951213098458e-03,2.007182319484601154e-07,4.131115037189434842e-08,5.322670596073109896e-08,7.544882483291876080e-09,2.013622245099986421e-08,2.483056569265350838e-09,6.283396941020665656e-09,1.109199359300143885e-08,8.705877969032207661e-03
2.857201913283992645e-01,6.735063530460040377e-04,4.046870133783199083e-03,1.440958979236101973e-07,1.410974212103034326e-07,6.020540070101436410e-08,1.215466615722563170e-08,4.512515086568366670e-09,2.343860035577363859e-09,5.115740133312196936e-11,1.648573293956956971e-08,1.578524278474010417e-02
6.857657474210971937e-01,3.997038870732541258e-03,6.307143899689861321e-04,1.790379239607236055e-08,4.196434442314008947e-07,3.374114374867272866e-08,7.353840467937275564e-09,2.451923014080965526e-08,1.861684990820382248e-09,2.319371880848478160e-09,3.704784937295970756e-09,4.240906379511220209e-02
5.383155993857813293e-02,1.213436350977051595e-04,2.611762212862839445e-03,7.812449656380407337e-08,1.126349937902543735e-07,1.598320550701442136e-08,1.359657194657246394e-08,8.995598460092422546e-09,4.167823701907385566e-09,4.191616207342508904e-09,5.421154714900073742e-09,2.927021685149552854e-02
1.795659543887285214e-01,9.414617047433400648e-04,2.182529790914308331e-03,5.429336183920907708e-08,1.327376798674043352e-07,1.272008727859514203e-08,4.736536552091761098e-09,9.811272585542985767e-09,4.987845599052306762e-09,2.086599646141024126e-08,3.242411804847500828e-09,2.402363615189789109e-03
1.962702078841920550e-01,1.331416523130768718e-03,3.003532798174076042e-03,8.137434588776692588e-08,6.649149982793860765e-08,8.182087295290002271e-08,7.231607882128398662e-09,7.098657599351894509e-09,2.258204098611925153e-09,2.378735071915342248e-09,1.930133445107376992e-08,2.875807398901275569e-02
3.255157347274639790e-01,1.150519120029660711e-03,4.867530005606530985e-03,9.719755418497356411e-08,9.327344205886788268e-08,2.531118581568615398e-08,6.423611851298920558e-09,2.822377515670063985e-09,4.934966264290478155e-09,9.797666781623616024e-09,3.150880416910569738e-09,1.057608279797069353e-02
1.447880519551592304e-01,5.763848821734052783e-04,5.087594275695023205e-03,1.519694731865311317e-07,1.438906907578235050e-07,1.092388102478594447e-07,8.647215290784594619e-10,1.376431898442648778e-08,6.853297031502088964e-09,3.842938129405769693e-09,5.698920766088731399e-10,3.486996428450041263e-02
1.860495872993050415e-01,6.250382772160213013e-03,9.967645942780363130e-04,4.751878044311285835e-08,6.316409967143398858e-08,3.708950354174000568e-08,1.126626151665814078e-08,5.387401131462781745e-09,7.469081225135957470e-09,1.097271538671554586e-08,1.254290490055467350e-09,6.617801718168964814e-03
7.600168490514845887e-01,4.858557340046962270e-03,1.072490519747029431e-03,1.257754248493200181e-08,4.604538133586253175e-08,8.247000630200254834e-08,5.619504649649362394e-10,3.264241459734604250e-10,3.276244224965390301e-10,1.051704409617375197e-08,3.756122259407593706e-09,1.675731613370589623e-01
3.453183483522683228e-01,1.941292658907776275e-03,5.684406025007789597e-03,2.161564844410648279e-07,1.371650890832357072e-07,7.851425129292871073e-08,9.517586948352310266e-09,5.800215919239043133e-10,1.396387391810774388e-09,9.138009864807302571e-10,1.088843138282160587e-08,9.591893103841432622e-03
3.296551538969466622e-01,1.012955332774613483e-03,1.571339518191378418e-03,2.975286511889633244e-08,1.684156404074816719e-07,8.885314353280855003e-08,4.428384897382215182e-09,1.018149280305790663e-08,4.624207079705659276e-09,1.267505752934122739e-09,1.216553291096841116e-08,7.583366197240572204e-03
3.876633719912986331e-01,2.740749763043947695e-03,3.217800438305139839e-03,2.212202338362257199e-09,6.717952797053906098e-08,5.883568780069193457e-08,1.045620981861344827e-08,7.128248631577083082e-09,2.509020573402265764e-09,6.852288794332368704e-09,4.123411920062682303e-09,4.793279784787830150e-02
3.515641459215433362e-01,1.131314416305388183e-03,2.983418818482332091e-03,3.797920421990345551e-08,3.108551378386656454e-07,4.604485482436253343e-08,5.449964391084019758e-09,5.740492473316275371e-08,1.958894131343997722e-09,4.521896869930800327e-09,4.889436416814916028e-09,2.351904839502490241e-03
3.292085910667074122e-01,6.561302957046907629e-05,2.358613853085871331e-03,1.068689535388314105e-07,2.172230247642326113e-07,3.390623780499526335e-08,1.127914604405728535e-08,7.008877279017095376e-09,4.656231120871983386e-09,2.244590294376734061e-10,1.977310696373022006e-08,6.896982966520830670e-03
2.513660850401929214e-01,3.709095845260982553e-05,1.512614644669170710e-03,5.776297223001540018e-08,2.229109238118518460e-07,7.226998508112186387e-08,1.131160602379898789e-08,1.172189318883822636e-08,1.199377798483200121e-09,2.404224754782588793e-09,4.773673057695801655e-09,5.382507613530686241e-03
