5.604886162595708043e+00,3.321727950362730528e-05,3.601674274689181822e-06,3.045515411761617721e-06,2.149707376998762510e-08,1.161004289838759653e-09,1.926033469181903574e-08,6.010898994451402408e-09,2.121212741063557650e-08,1.696465657177377161e-08,1.060089903671504114e-08,2.159019135656720795e-02
6.064204916972446568e+00,4.002657980408074996e-05,3.745054741725306670e-06,6.821781725756732612e-07,7.320245299218963966e-08,5.815405775349952177e-09,2.541960210741410506e-08,3.616574994708528924e-09,3.823159204317939886e-09,8.201727046429210951e-08,2.424436788072231931e-08,1.621066322591065839e-02
4.881676480990480016e+00,4.015535852121709275e-05,5.700374213201947940e-06,1.859804555822419093e-07,1.110913257300187996e-07,3.761984340734042731e-09,3.579926229997559921e-08,1.324425614479622697e-09,2.398745634793889244e-09,3.568113478254906025e-08,1.757602227203735148e-08,9.980572028063468271e-03
2.623619197417514037e+00,3.404658448277097838e-05,4.296161546655173738e-06,7.846997674231202124e-06,1.291160591016262505e-07,7.356903594987581628e-09,3.709078555517955820e-08,1.686020954672733176e-09,4.900399339397923470e-09,8.061810445337324787e-09,9.340600938920845526e-09,3.004999389751997554e-04
2.581317348345110396e+00,3.121147770458209173e-06,3.469155814226782251e-07,5.597009992304074008e-07,7.666716281086900750e-08,3.003230172371362529e-09,1.549155810122620305e-08,5.424559783957352388e-09,1.454755289350451830e-08,1.267873797904555940e-09,1.478909633570978926e-08,2.036563335242205439e-02
5.090263751319572982e+00,3.326016147012317791e-05,7.873640262367821548e-07,9.915089875214873157e-07,4.025916404537475035e-09,6.240941894637767707e-10,1.903383049469329555e-09,1.841394629385899433e-08,2.333238026094951271e-09,2.073278467179010730e-08,3.572787730098037079e-08,3.334348666395335180e-03
6.327838841560157412e+00,1.798814279758415957e-05,5.045118557820368841e-06,7.189141964213796717e-07,1.183854382335745083e-08,1.956171142285135483e-08,2.419082749533242590e-08,1.836332924534365876e-09,8.769493028826993509e-10,8.271624776121755813e-08,5.348688407449639438e-09,7.912737480728579756e-03
8.160710029403231758e+00,8.286074732212739513e-06,2.264900437715762225e-06,3.010129351816855754e-06,6.890069198999835121e-08,1.329075220380952584e-09,1.755698964073213987e-08,2.689838873580031095e-09,1.343475549513880249e-08,6.342216528026762484e-08,1.447073682841406083e-08,1.835068115768449543e-03
8.707272373098739138e+00,3.602306751912767615e-05,1.208311682558711996e-05,1.141360618099712999e-06,1.179386740769795223e-07,1.486018883181705494e-08,1.133817733808063820e-08,2.910285977343682931e-09,3.046658014064200906e-09,7.237237891281082853e-08,8.543316133247607193e-09,3.767471991706130077e-03
3.981029044023002061e+00,1.453108339585151089e-05,4.204822273908294362e-06,1.057631841897348350e-05,1.052544077499920797e-07,2.402932958550558757e-09,8.402372386420190100e-09,3.920600444564319115e-09,8.999863337090967882e-10,6.361270926448408412e-08,2.593740600151088638e-09,6.172037665043580978e-03
