9.137317330383782021e+00,5.548711724968343612e-03,2.307664859899610896e-04,8.069243134222058791e-08,5.929911355086949597e-07,1.604752327671891340e-08,4.822613356388605787e-09,2.153409660324732628e-08,8.051581860870738534e-10,2.826290737053922791e-08,1.650318470385614389e-08,1.438374714212608402e-02
4.339245951020322067e+00,1.013203937563822606e-02,3.501256906248789670e-04,7.668251997404474495e-08,8.029038194180656639e-07,1.792962308971424040e-08,3.008723839204659876e-08,1.877097974919925191e-08,4.506684720264014884e-09,8.133672064461539845e-09,2.096623790909009819e-08,3.718043701991191824e-04
7.464080396074123769e+00,2.075847936767182683e-02,3.013255766254135611e-04,3.347961694444191093e-08,2.911316433142802109e-07,2.123601283579957271e-08,9.576429419304562879e-08,2.497679527357684213e-08,1.331037473220617051e-09,4.469768128642680684e-10,4.789488109137405127e-09,1.346659242818682746e-02
6.883916195936128801e+00,2.878835680011219630e-02,5.403264364137270320e-04,2.375130978729665138e-08,3.111043559408657699e-07,1.745954666147802179e-08,4.130135385973497764e-08,2.997341634258422257e-08,3.447001104191693631e-09,5.216408545941301565e-08,9.779325693973698745e-09,5.804511174045012822e-03
3.674303853364816241e+00,1.275946481686517434e-02,7.956574602058004311e-05,2.260710646317976671e-09,6.285025434601920570e-07,3.967565394601260109e-09,4.465411440008064756e-08,5.403275321207106545e-11,5.668712328542137803e-09,2.611320250467035802e-08,8.286908280087543074e-09,1.940641186170124349e-02
7.927573238291552471e+00,6.652024145624459844e-03,5.542318474823743979e-04,2.456402716614665027e-08,1.172911443796091650e-07,9.375172518339183103e-09,1.274426056363291522e-08,9.125506532781424078e-09,1.216700533040491797e-09,7.720796738710932496e-09,6.537520224169140803e-08,5.934166679518595305e-03
5.587140862636180039e+00,6.670414483097704579e-03,9.787572808805683911e-05,1.810116964834338528e-08,5.861798541326154736e-07,4.290281334809764638e-10,1.651794039552719978e-08,2.607826658510218858e-08,4.650583298020750457e-09,2.183258609631126393e-08,2.366461503202671296e-08,4.021348323162436157e-03
1.165428808419168583e+01,2.390710161126425107e-02,5.001087526138100895e-05,4.573703898579613467e-08,6.342902979542704577e-07,1.605759546554213626e-09,1.738776685559093945e-08,1.319698061068012867e-08,9.562974588893536420e-10,4.661347075641414599e-09,2.360175116645416865e-08,1.148062465509162855e-02
1.118143200182467289e+01,1.806029986500815379e-02,3.504447670356931476e-04,3.519148118390926099e-08,2.964132104166869424e-07,1.368718557893013486e-08,9.215049828749082518e-08,7.595216194928154263e-09,2.476576670155028532e-09,3.225688868578319703e-09,1.480765123877091547e-08,2.429436349775002113e-02
3.451502072826922340e+00,1.897581680488663602e-02,3.712903966336195886e-04,3.256405543441770225e-08,3.374278535698493746e-07,4.133597239453557853e-09,2.217520592538918013e-08,1.180685319615284647e-08,1.748299566743938141e-09,1.043717692847343329e-07,1.728388926188094044e-08,2.592195169084741263e-03
3.622276243331715051e+00,5.845990676024527544e-02,1.506232166798226958e-04,4.706771275915781442e-10,2.078548996016514017e-07,5.390021075008521921e-09,7.292093291963061894e-09,3.876738750555875307e-09,3.936576588648122053e-10,5.741365718120023315e-08,1.349653287266195540e-09,4.587538274628275015e-02
1.328633364870859346e+01,3.523724638403967491e-03,1.463074367951080655e-04,4.484792321619837451e-08,2.076451321073019021e-07,2.221078533099156462e-08,6.359998899154551290e-08,1.119504401336061740e-08,2.686401859889129427e-10,1.499113170033247929e-08,3.050481827811775663e-09,9.014205764976777197e-03
4.003115100968692275e+00,6.259757909936145004e-03,1.932618904261811305e-04,7.752536679363447344e-08,1.139684427838466126e-07,1.982882476347207686e-08,6.625464832918347340e-08,1.987525680113563305e-08,1.203176798801529018e-09,4.217162238553230083e-09,1.180333455680254623e-08,8.035586656368359781e-03
4.940892759697135261e+00,1.598351927618574253e-02,9.705471062888965919e-05,1.198791009642887006e-08,5.375249278674398145e-07,3.906610151818942521e-09,5.722344543968038535e-08,1.613437175730391147e-08,2.243910120128984109e-10,4.872232591032637135e-08,1.003192599521369773e-08,1.323267920526334865e-02
