4.217276592400803104e+00,2.972162654635447307e-02,2.731076344423032039e-05,4.734344806099126404e-06,4.790788059758833134e-08,8.503929037614736487e-09,3.087206082021228693e-09,2.273798378793429987e-08,2.435049209886730125e-08,4.213674727104043743e-09,4.813837299421739254e-08,1.625160473712889547e-02
2.618917080852457779e+00,2.113995193773538298e-02,1.180669401240279366e-05,2.657141405241385434e-06,1.051489467816660119e-07,1.848396195616458889e-08,1.677573537828368699e-09,1.741749225926277376e-08,3.950633766174051436e-08,5.214411569569320713e-09,4.248056171129351272e-08,4.544732591178818684e-03
2.657877542606376320e+00,2.363895568450159745e-02,5.967356679402171995e-05,1.669321282738725134e-06,7.087305815786399277e-08,1.722317860796159565e-08,9.853104801723452006e-11,4.154209448919332969e-08,1.168481977701531649e-09,7.232121947733352079e-09,1.089947891255244196e-08,1.074865990438164665e-02
1.039125886117381103e+00,2.826634304971384001e-02,6.149012759432628144e-05,7.481325182076269311e-06,2.065062489255178912e-07,1.074529532063327701e-08,4.022024706864608104e-10,7.533522579292831891e-09,4.530149198900126507e-08,3.020950426628809333e-09,9.494132549555333094e-09,9.134245567681893718e-03
2.434089289811176560e+00,3.874236906167057709e-04,1.293204581482170961e-05,3.416307423590597686e-07,3.719947430765744098e-08,4.184689629174485243e-08,2.624676937345998547e-09,1.265046683830520457e-08,1.900466974868269193e-08,4.050768142987133704e-10,2.222178574768873736e-08,1.082896876314943559e-02
1.820782943161121992e+00,3.955448715460668091e-02,9.135311539257177043e-06,2.273149136368340151e-06,1.399375450904483844e-08,3.699313402887092327e-09,9.789600083776832778e-11,5.261458363520793651e-09,1.172087856642633429e-08,2.882296151171931580e-09,1.328056391291384237e-07,1.166832954960895716e-02
2.726317517027516679e+00,1.116484557167158990e-02,4.099375069652492018e-05,1.177829606328212144e-06,9.652487987844213024e-08,7.984570171245916806e-09,1.208594030614744732e-09,1.481704048928239048e-08,5.141986680208366507e-08,8.523625774490040009e-09,1.977734014697807835e-08,8.587553633087059712e-03
4.095655631184192735e+00,8.219195632228001175e-03,4.564412187297939912e-05,3.649281492082592631e-06,7.667468621833474870e-08,1.139612767723980544e-08,4.497642447387939346e-10,7.742558350386193341e-09,1.706019762001688279e-08,2.390191668359762666e-09,6.323230012123120315e-08,2.606068872817120241e-02
5.615783723719277809e+00,1.309987901748028288e-02,3.374158429891424609e-05,1.908315074118083436e-06,3.217068415989991107e-08,2.383461485135885442e-08,9.563074197586874930e-10,2.524383943308335596e-08,6.877786527638685284e-09,1.200940919721414498e-08,4.247792308924503927e-09,3.106715393116445123e-02
1.818027942708238420e+00,1.091253225592591844e-02,3.008943019799877511e-05,1.745637214436882866e-05,3.944228123258023596e-08,1.170231551075218576e-08,4.273402962492692336e-11,1.362256190379712291e-08,4.136941232129755039e-09,4.874113059349611064e-10,8.553458373379879100e-08,5.769844421839936781e-03
