7.908048922672471616e-04,9.889671765989330177e-02,1.590120640446080489e-03,1.803979963530057649e-03,6.711470879169362500e-06,1.404260372502388557e-07,6.783812350215934973e-09,2.050091150974511007e-08,2.393900636599844864e-10,8.361241814340540645e-08,1.056249735550565735e-08,5.225276276776734764e-09,1.554407485991063121e-08,1.678664812387609118e-02
7.019868113049376572e-04,1.216635512618706172e-01,5.700470068949021422e-04,1.977696420170653186e-03,8.481415271024829751e-06,1.454394865508768495e-07,1.727439964618691133e-08,4.677340581268934598e-08,1.480099484399880433e-09,4.845647740798898702e-08,4.160037806472373303e-09,1.198841973491670250e-08,6.335023419371719766e-09,9.164884975211576301e-03
1.529150680780896237e-03,1.313904109673275089e-03,2.380917748900273419e-04,1.749078935128359777e-03,7.038666133805240253e-06,1.370391417138441854e-08,2.101355666932641051e-08,4.403590747404567305e-08,8.371206765732133680e-10,6.314871419048344265e-09,6.557313175091562847e-09,7.849880341598615923e-09,2.103401359194068928e-08,4.525949978442879267e-03
2.430445556815792954e-03,1.715701272806541833e-01,3.284127288744066384e-03,1.438088863547465866e-04,4.168387904562782175e-06,1.359798661516520850e-07,6.089244135595161693e-09,5.175242335273716802e-08,7.516325010836621161e-10,2.368884228470016192e-08,2.644708318002092492e-09,1.541012787092287407e-08,2.424118096152421983e-08,1.517928819837285285e-03
1.715535261735696287e-03,1.046632543339682669e-01,8.848714977717692977e-04,1.493307389006262456e-03,5.616841785641588929e-06,2.121683431843880128e-08,4.280167055520334995e-09,1.252450905798075550e-08,7.340590227915122877e-10,1.556606898245274044e-08,6.052142446982476666e-09,2.182975265582038590e-08,2.218360332475584442e-08,2.380328302281226223e-03
7.920669739592614556e-04,2.888890037385429266e-01,1.275781236348672108e-03,9.208208915267098067e-04,2.025448368173163847e-06,8.099990668583449404e-07,6.446877446255603575e-09,8.871309407859886579e-09,5.274275357091049099e-11,3.409143287190182407e-08,4.969236715682557640e-09,8.997926899375394691e-09,1.266745174440028118e-08,4.873021667507738269e-03
1.344394955754117616e-03,7.293070318786429307e-02,1.923719205988798451e-03,3.072877483122259980e-03,1.287520029933979353e-05,1.845521028388120656e-07,6.820456613997369991e-09,3.652170836214705787e-08,5.339295809852256967e-10,3.229965611903254174e-08,6.382941553964168748e-10,5.904096476646501381e-09,2.981700153984118107e-09,1.698774159319969140e-02
4.449003084510790495e-04,2.420727138352499544e-02,1.668005320199862683e-03,1.400797569073395027e-03,1.649563481074901508e-05,2.475260962382993987e-07,8.397629363181814876e-09,5.687161071023304602e-08,5.139012685096182584e-10,1.497822299307334685e-09,2.427096029358005192e-09,1.650479172002787500e-08,2.356964031581954858e-09,4.584642191908860215e-03
1.276352627194488097e-03,1.066242438141273008e-01,7.932108192593470249e-04,2.498270724004099212e-03,1.783806017982331096e-05,3.459914222577711972e-07,1.002072980974198476e-08,2.161717326297483488e-08,4.726355789844087275e-10,1.234248010651173266e-08,3.196523564774780329e-09,8.434665814048638754e-09,1.422606126534522107e-09,8.826957276518075657e-03
1.582291129460959307e-03,9.708083503920093837e-02,5.462398674336952850e-03,3.137710612568554193e-03,8.899623886710491158e-06,1.324920305245359745e-07,1.138531170483413363e-08,7.250799785251986013e-08,1.141623607764224468e-11,4.047349727074995639e-08,9.485591383387894040e-09,1.237009579377399849e-08,2.082532897862846061e-09,4.258335183335374037e-03
