6.057126661293723690e-04,2.987164122118690114e-06,9.954122819186521573e-08,1.225612569405404185e-07,4.013135858097761431e-08,4.511402517889859372e-09,4.347670330560819938e-10,8.611925678519469218e-02
6.326279765931995102e-04,3.734896699615576969e-06,4.056678129107667333e-08,6.414062390897973638e-08,6.479015576074987446e-09,6.099878003426925748e-09,3.450084374433390266e-09,1.011598873289263623e-01
1.364227936433086864e-03,2.288231886431018441e-06,2.155613159591679018e-09,8.524770757095832681e-08,2.457459778285024058e-08,6.194684388198342587e-09,1.119196162539737383e-09,1.907278174771584733e-01
2.267847268491943007e-03,2.970765695932242946e-06,3.339216979170624053e-08,3.494547334182323238e-07,1.421601632431993714e-08,2.817906787928867765e-09,1.325209970927718510e-09,6.410024895127566791e-02
7.752082253275092505e-05,1.516905872322952225e-06,3.912696651020615920e-08,2.224367294168560202e-08,2.327991675224752229e-08,6.954852214320121095e-09,1.705713663306756929e-09,1.467894022260894105e-01
5.276917194188186257e-04,7.336912898475503963e-07,6.124230449491444680e-08,7.304851669401925022e-08,8.946380976462716480e-09,1.550534431269895066e-08,1.240798647480949326e-09,1.516530138163650621e-01
1.424709857933241508e-04,4.930567168734873267e-06,1.672669149601841319e-08,1.195223323055356795e-07,6.333789259949087690e-08,1.274851874552167079e-10,2.361918069427410621e-10,4.187120816256653666e-02
5.377003765891252320e-04,4.130722383258298133e-06,1.816021444939254985e-09,1.588638677702851775e-07,5.821548232308050503e-08,4.982929179085939723e-09,5.303104999874170071e-09,1.115505626927666000e-02
4.468238687842962411e-04,3.523673101977154545e-06,8.850889721516887344e-09,1.250335510497012652e-08,3.900652312573832529e-08,5.594649892454070380e-09,8.230083906956173893e-09,7.765431056548494082e-02
1.244912015820929130e-03,1.343667645451980375e-06,9.739755829957821020e-08,6.238245838297054973e-07,1.250874418354160479e-09,9.679801964762846882e-10,3.011847061752426619e-10,1.991995853027228244e-02
2.726748289358526698e-04,5.024302880814846307e-06,1.947407118377897569e-09,5.430213997513317178e-07,3.598057523893893173e-09,1.849227565151984969e-09,7.869372434963779705e-10,6.499245985097405753e-02
2.135661487613473920e-04,4.023070052524736767e-06,5.380179404460546452e-08,2.055174335328014410e-07,5.003490440046920365e-08,6.395611218132998411e-09,1.927696440939509397e-11,7.470671525331401552e-03
5.075366309116641130e-04,1.969170584955656609e-06,5.128368725917675651e-08,9.281307578394803050e-08,5.176282795092085611e-08,1.799692866269252050e-09,9.379962661165954708e-10,1.153862377944496476e-01
1.268240407369489826e-03,1.156391177061321508e-06,3.881033593226725126e-08,3.286270842476906537e-07,3.428908304713733075e-08,1.250764242909699413e-09,4.549921930732028843e-09,3.188260553499287775e-02
1.720071360140537284e-03,2.173814931200944486e-06,1.126328977453101570e-09,1.352868407970401769e-07,1.374903744154096891e-09,6.697539117257709143e-09,3.013520680758876464e-10,2.908945471691335993e-01
4.753247321588716210e-04,1.717394628205164358e-06,3.526571861313665307e-08,1.343341022536676170e-07,6.298491776973964353e-09,9.643167187945830537e-09,1.201001258089294384e-09,1.177273231203144477e-01
7.999775771666429308e-04,1.614632173677449852e-06,8.882220622234484405e-08,4.694349156497786447e-08,5.586832464120804896e-08,4.409186637673528135e-09,2.036503429316299165e-10,3.796253505245233972e-02
9.988200660456022367e-04,4.333372313202174195e-07,7.234656662858551246e-09,8.681671863144806561e-09,3.569132453118593099e-08,4.072236229342261080e-10,4.127307250681752997e-10,4.822760841672918963e-01
3.449436212400772378e-04,1.396513982555828732e-06,9.559624171035202355e-09,2.388104231141573880e-07,6.293775010041045918e-08,8.579270719007462871e-09,1.855491776594448448e-09,4.277443168318574573e-02
6.462650179920755283e-04,1.093144170983740563e-06,3.593789652247169048e-09,5.188220658673088872e-08,1.063827787130276523e-08,3.426847806101112281e-09,6.822386009697122919e-10,3.900662013918092530e-01
1.582913836084868468e-03,6.020600355318309181e-06,1.151115477591121779e-08,2.312430910917915715e-07,1.603961717146676254e-08,1.200234854742014441e-08,1.859757462650077462e-09,6.639190635534798768e-02
3.937369131111753207e-04,1.719067403328799559e-06,5.171955215074999928e-09,2.029938578837050354e-07,6.652723905124446512e-09,5.614838455042717947e-08,1.894335440690296541e-09,8.516894602487640187e-03
3.582604816717431561e-05,1.504535617659615983e-06,2.522667791214462579e-08,9.409892597453009777e-07,4.707907366315830815e-09,2.369977061800568141e-10,3.542180273627907902e-10,7.955308729198707837e-03
7.955346074475886254e-05,6.699370468385782630e-06,3.640730056924570564e-08,9.026955250647218367e-08,1.340151056448198549e-08,3.851473037644425812e-09,2.970057329910821943e-10,2.090376825432056773e-01
7.569146083709776427e-04,1.923028734135044046e-06,9.160566382290684326e-09,1.273124387608274463e-06,9.929927512151046919e-09,8.107360417876441894e-10,8.579914049105302886e-11,1.176397413960598992e-02
9.833931272134092353e-04,9.795063772196974032e-06,1.104598282018074485e-08,4.718141326114404949e-08,1.964468654378046212e-08,1.969872279018140092e-09,1.854632100220069626e-09,6.186829729345356271e-03
1.105426575697374169e-03,4.318307791094176307e-06,6.455794722928104009e-09,1.493190694190930301e-07,8.508021756796536752e-08,7.998044485124873505e-10,2.095464321846351842e-09,4.003272725485523126e-02
1.102109949637343576e-03,3.305248492762329086e-06,4.353914087092328184e-08,1.334125134757638334e-07,5.959485510007866528e-08,2.360323868616712113e-09,2.158056923545236363e-11,2.986618602974726311e-02
1.609143035480349723e-03,9.236376110527295946e-09,8.268824942592394869e-09,2.018509718759275698e-08,2.261307801880740089e-08,2.130479021536924787e-11,6.612096880199365112e-10,4.707290687650810823e-01
4.960627630341045641e-04,6.877420693894214162e-07,1.843783803256124090e-09,3.955049942437785687e-09,2.864701086115672028e-08,6.140662742478336900e-10,1.048823640204562784e-12,4.075077168360720092e-01
2.668628674243674493e-04,1.381039788945100207e-07,3.483144752403119629e-09,1.558455431604132052e-09,5.942719593554541464e-09,1.119768084134448341e-09,6.097147241495381962e-10,5.497427555541012367e-01
5.556419865346901498e-04,4.018936245716073022e-06,1.273535555392433382e-09,4.559487913024594363e-07,1.502494307382392636e-08,2.822422889390018519e-09,3.149088536348311138e-10,1.507303303057195010e-01
3.006700964751108382e-04,1.580240185074011731e-06,5.269660604671488823e-09,2.075493163223841901e-08,6.322738801562534143e-08,1.640080403242126418e-08,3.499042992383336709e-10,1.729079065850614438e-01
1.865369932974168159e-04,1.771141374164269147e-06,4.120351099739227262e-09,6.551691351165052214e-09,1.518873199496195572e-08,7.459524834125064217e-09,1.662886936358438528e-10,2.087358420829973360e-01
4.701426784679447481e-04,1.477017651200851181e-06,1.012380809213152407e-08,4.627858978834403780e-08,1.897618577334387347e-08,3.744115110053994653e-09,5.074125834764042893e-10,2.928668467098080597e-01
3.929317535686658105e-04,2.015709339305218555e-07,2.093428774054857704e-08,1.180411618688208512e-08,9.044734673952278781e-08,2.960039557256633734e-09,5.992335943868769755e-10,2.372555859733465888e-01
7.157523730182548810e-03,6.658995355188566782e-06,5.002060412272941734e-08,6.035245282260518727e-08,3.404296150542806685e-08,1.103812814415023211e-09,1.620395888568245073e-09,9.976832436680743710e-02
1.924501618473324323e-03,6.699392437742095052e-06,7.166060022928389821e-09,1.115813976418912645e-07,4.775153674155902893e-08,1.801106196570128084e-09,3.603130476351869435e-09,1.254990101021955240e-01
3.636949643761118196e-03,1.399329332858291269e-06,9.070216357035907102e-09,9.327803152393101505e-08,6.619622296797482998e-08,1.726111195638657545e-08,3.452387786498556239e-09,7.171717882288938806e-02
1.871429278391378717e-03,1.803546189796472193e-06,5.641865760942152153e-08,8.368225196196097665e-08,2.590890368748305136e-08,9.852463354626117535e-09,5.986353509795730058e-10,1.258153339067192011e-01
1.524718852740472846e-03,8.668050723259160888e-06,5.323558857210362395e-09,1.714425224989278386e-08,7.373233465668609068e-09,2.709614938796217493e-09,4.730290485505716098e-10,2.510515171483311825e-01
1.423446248563065399e-04,6.668086807554459138e-06,4.548891081773259761e-08,1.088543656090103930e-07,5.841240988528872235e-08,3.974295974323727919e-09,3.472953831829164327e-09,1.117132217644166842e-01
1.389132436475045730e-04,7.964753795838967244e-06,2.759894446578045459e-09,1.823517768605150105e-08,4.394525723279416106e-08,6.008415330439648460e-09,1.006060004199602565e-08,7.879034759460440754e-03
8.234880522691798025e-04,4.414012602168653768e-06,1.431368752832817416e-07,5.638352118017578621e-08,4.422377970554424463e-08,7.905132538993758484e-09,4.179351296253345022e-09,3.902923403412898729e-02
1.446119928316094889e-04,3.386903424722838706e-06,5.115048077637064034e-09,1.515504089491906014e-07,6.397670595722284761e-09,4.561120528103519521e-08,2.471852634434991958e-09,2.747451780724786685e-01
3.162579719185858868e-03,8.698664645558458147e-07,1.988707016362692679e-08,1.270488769317467655e-07,3.194528451364396589e-08,1.510993163896323418e-09,5.397293446221104310e-09,2.972215727361469106e-01
1.012129910382485610e-03,2.313991306261733825e-06,3.038964019107622064e-08,2.619191103580964990e-08,6.173831236920821526e-08,4.743363280225023916e-09,1.260111159381174709e-09,3.091131002576518183e-01
3.128935909212593458e-03,2.354049626338959774e-06,1.946217600003134256e-08,5.211228097540851326e-08,8.065082549611495202e-08,3.112832495822871148e-10,3.740927639723089355e-09,1.977242446501752959e-01
5.987987238255947260e-04,1.324070705866800841e-05,1.478989641301412405e-08,1.948800326715975667e-09,1.293910391496764388e-08,1.656544985224334615e-09,4.802058760702921663e-10,6.025279585931971049e-03
1.294851580633017436e-03,6.672700578101867419e-06,8.999186998028279453e-09,3.529005923344490206e-07,1.403270306772405305e-08,1.649132957948827438e-09,1.108901810947242740e-09,8.602709455896129231e-02
1.644774387352336293e-03,3.739518891602222179e-06,3.514850329418788634e-08,1.167323168189376824e-08,1.337329626738616454e-08,5.182047611593037168e-09,9.312476763331090783e-09,8.225949280924149676e-02
1.401824784877509747e-04,1.705098795493013368e-06,1.023280046742215661e-07,3.716853959619289030e-08,7.052099450658150543e-08,4.352054618942865229e-09,1.473018046859415394e-09,6.364027366576528733e-02
1.575486899663107974e-03,2.157960466504258915e-06,2.811874726690798352e-08,1.975256910582250932e-08,1.064459837616690763e-07,3.384779566093878527e-09,1.018833957303247322e-10,1.286389332606559799e-01
1.157633622615827310e-03,6.637213479339870316e-06,4.041029239720850509e-09,3.099018909667667347e-08,3.029882042350190968e-08,9.104490776941883105e-09,4.835586633027778339e-09,1.653618658049572643e-01
1.987568148798849431e-04,2.188329667385859101e-06,4.893857076538471600e-08,8.755348676082376622e-08,3.835054281500504666e-08,1.838061298287444965e-08,4.883338150969590552e-09,5.876646078706350418e-02
1.088189992735330829e-03,9.268735628242643542e-06,5.619946670737182110e-08,4.531348138129369569e-09,2.414675527871874803e-08,2.074032130087386151e-09,3.425632270239193613e-10,1.559973155638229303e-01
3.259777815630813484e-03,2.972711436701773483e-06,2.960905964258951782e-08,5.652293398633969594e-08,3.690160567265727043e-08,3.880237537072686016e-09,1.587162737454336292e-09,3.562905093045719562e-01
6.592455690076447477e-04,2.052969065345332357e-06,6.487663493600560731e-08,1.707233310953367834e-07,1.712848249424105892e-09,1.257575026253364103e-08,5.032378105735843001e-09,6.499329218103166994e-02
1.562379638428519710e-03,9.127180361516479035e-06,1.072153451806577066e-08,2.516663739422924446e-07,3.116080908087140923e-08,3.618924010155797841e-09,1.991163924570335081e-09,9.548966707677783439e-04
1.106140587292510228e-03,3.875362478671386091e-06,1.930046029417083201e-08,4.874747336363229800e-09,7.813057972385705352e-08,3.076329176706919465e-09,7.027813819696360205e-09,2.227992795219382594e-01
1.727744571848331733e-04,9.371733391785480429e-07,6.788733296505056822e-08,1.204345162978137641e-08,1.823625591913273967e-08,1.281858679040227743e-08,4.008344863912901760e-09,8.858012090224882951e-02
7.505943431320923368e-04,1.450082179743532445e-06,8.244135913575168955e-08,1.614112235163286300e-07,5.087192959074984228e-08,6.835498507546294032e-09,6.367986082682739006e-09,5.707013052821342802e-02
2.873847501063026694e-03,1.314823856605934576e-06,4.854969411196108930e-08,2.590284766817831071e-07,4.980013224133098759e-08,5.641244816937374347e-09,2.390419748835993950e-09,4.570864748504907538e-02
4.309719315410898621e-04,2.752292313046407516e-06,5.077971991152115733e-09,1.132648648969305317e-07,1.218225636517619897e-07,4.903067317020740858e-09,5.491344767277960913e-09,7.756890585102481361e-02
2.244005784747466967e-03,6.654922330164841842e-06,7.893783919565953206e-09,1.035390483500490448e-08,7.745403463105795958e-08,6.360225377551705615e-09,3.159312440825666907e-09,4.695467206371477242e-02
6.412834800188640461e-04,2.354026769403481017e-06,1.729087015345774392e-08,2.568677127396837322e-08,5.332428061150131943e-08,9.462759910083379306e-09,4.660806931264367415e-09,1.344814821860857990e-01
2.249561408673787267e-03,2.325973518721161011e-06,7.663511377970822481e-08,6.199102345038292248e-08,2.143759936188781985e-08,4.810776546306223262e-09,2.356746277795151449e-09,1.001238830802792107e-01
1.307122601147841980e-03,5.657716273973094433e-06,3.900230357586384408e-09,4.759394005273967063e-07,1.362268931043648900e-08,5.325472934878693301e-09,2.643977228507356379e-09,9.340273006100412341e-04
7.135225253687418542e-04,8.307759831308712145e-07,4.755183629210771129e-08,3.395760401299224619e-08,5.600388481322152199e-08,5.647421938075788350e-09,4.024838110816274223e-10,1.896700727062197445e-01
1.819516804889000907e-03,4.671620532167275272e-06,1.904857545948049753e-08,1.652693404926255460e-08,3.285765104668659000e-08,9.364504469249308296e-09,1.071429081891168897e-08,2.011815806676219703e-02
8.662833439838791682e-04,1.844241151569744796e-06,2.049639546100584140e-08,2.964124251440308595e-07,7.362991272106814646e-09,6.916244120206751564e-09,4.700167625746450247e-09,4.861097141063569493e-02
1.475039545713493312e-03,4.829907685007199723e-06,2.217363442468236124e-08,8.848927658351717357e-08,7.096416195952513088e-08,1.756575368884211936e-09,2.299021535461779472e-09,1.208295413280349034e-02
1.247825992776385338e-03,1.004457176229080864e-06,3.581070958648721946e-08,1.286387870155596904e-07,4.238970214241213452e-08,7.691992729833874825e-09,3.197883662523347021e-09,7.989901382236225258e-02
3.538120960284615564e-04,2.490274568214335094e-06,2.925576416635528802e-09,2.627166575042762567e-07,2.768581219798264901e-08,9.827182422132237527e-09,9.264399529448306466e-10,1.261786631890466359e-01
2.266649853168415014e-04,5.884478924022677338e-07,8.693989575485219050e-08,3.276878124321417527e-08,6.106824023683872195e-08,1.284339282908478114e-08,6.803027597304180218e-10,6.463107874685748711e-02
3.715069249059532210e-03,2.961416521847095029e-06,3.758019227079073364e-08,1.345627252532471748e-07,2.975686850495032770e-08,1.063733239504966116e-08,2.650212541879998555e-09,6.368369332146350814e-02
9.025853886909133506e-04,4.730133301013787395e-06,2.991568069887724837e-08,1.580899508482408547e-07,4.349261559279921506e-08,5.961447774606725704e-09,9.054091260801248022e-11,3.894642094478099892e-02
5.768430201678809892e-04,1.114780956544351501e-06,2.879909388227908192e-08,1.542724690404819948e-08,4.535390943257062498e-08,1.234890678964801860e-08,1.701855110800168912e-09,1.651545217461167225e-01
4.399522562603734544e-04,3.006996342278810462e-06,3.846220343151418429e-08,1.010362034922131096e-07,5.514970649637281459e-08,4.929672948431849303e-09,4.275567233867445956e-09,4.746135559858535163e-02
7.970615872836089551e-04,1.658653412157829643e-06,6.657205184939893050e-08,4.084772196872832473e-08,8.570009065357197405e-09,1.381685479546055914e-08,1.173679615237601702e-09,1.302834387015415762e-01
1.350105174766570888e-03,7.246749116966997039e-07,9.358649424396840538e-08,6.722546560292576856e-08,9.769713366473260124e-09,3.285768629935751036e-09,7.384727930745667834e-09,4.284647401046003112e-02
