7.261565270878893585e+00,1.880170656936085288e+04,4.736575825935662731e-01,4.806491813791968846e-05,7.284006820696091586e-04,1.788270938631020196e-06,6.989216896745146765e-08,3.421650901313133763e-07,3.362410296461655547e-08,1.547961072721654862e-08,4.297816735641868566e-09,1.575014309608041182e-09,6.612620368166859046e-09,2.695863932637931671e-09,8.225207229525228354e-10,5.093949967441609695e-08,1.798884347518912678e-03
5.487738419885960006e+00,8.455887174315039374e+03,4.414425037495825488e-01,4.680734744735032412e-05,8.818136477810215946e-04,1.417521964442722980e-06,3.836255450797343487e-08,1.342152719251998920e-07,4.415950392347855427e-08,1.319291887694344723e-08,4.766221111886235140e-09,3.376750785593684513e-09,2.207384743149003700e-09,1.360158247401457689e-08,2.180864058879330894e-09,2.275135798609791427e-08,2.388546393115256890e-04
3.894288907889608353e+00,7.610502827298905686e+02,2.397569145722942274e-01,6.489577862468125843e-05,1.206896405057178174e-03,2.906625340623759997e-06,1.536722644846070898e-07,1.241354410128064279e-07,2.324883826626305656e-08,2.898134471245850033e-08,3.907981841867588855e-09,9.554686780897040507e-10,3.510610946235840870e-08,1.186117315683207932e-09,4.759603521792974723e-10,2.753583277255675340e-08,9.323419854689934602e-04
1.715758926828470088e+00,9.722299294140848360e+03,4.910554464009861952e-01,1.141738208842251433e-04,7.469819055067846488e-04,1.808288335910346169e-07,6.317359164772640488e-08,6.696965404203178558e-09,1.620171023660400143e-08,3.626278935668915489e-08,1.911399098642740088e-09,1.788113594718408415e-09,1.051227362216563756e-09,2.566941679817680156e-09,2.384633327663711503e-09,8.382352903792457222e-08,7.650172421809430488e-04
5.892538388001836935e+00,1.464995497366903874e+04,6.759224723786328992e-01,6.194533402653388068e-05,2.675785014158186745e-03,1.467782501359280775e-06,7.243374267955824386e-08,2.344565606078278635e-07,6.327215400136393994e-09,2.621867935626079200e-08,1.471510442210535874e-09,3.964194964550827515e-09,1.080702931743869595e-08,4.158989234771652998e-09,2.716101291515149537e-10,2.156165485076176198e-08,3.903743620363318758e-04
4.136975015395461419e+00,3.326482804523709547e+03,4.145239169762144904e-01,1.635195551943873892e-06,1.372072222988376033e-03,6.939940814239664233e-07,1.068951907931478276e-09,8.306910774449609374e-08,6.699424733442296103e-08,7.538024034774559239e-09,2.242528361100191412e-11,1.773383201918900324e-09,4.104975067991135825e-09,3.708814735245818305e-08,5.611763368157882409e-10,6.212880180675039898e-09,6.570533758347473288e-05
6.512639675130363237e+00,1.881885289502761589e+04,6.200557244233826371e-01,6.897639576403401035e-05,1.081989503030096958e-03,1.137221215454912255e-06,5.593909398296163351e-08,7.808364233037781399e-08,3.428380458357147676e-08,2.183547290481576960e-08,2.881293838133885323e-09,3.559391467121571303e-09,2.377259948824205797e-08,2.611592459592633683e-09,6.125529196027465103e-11,3.980770923456171179e-08,2.426510053863227133e-04
7.989931570407934558e+00,9.609273471651344153e+03,9.862494810324097250e-01,2.797958461115312485e-05,1.346044375284077051e-03,1.241187007449281159e-06,6.140141542564488708e-08,2.786015482322610105e-07,1.600703451502715700e-08,6.673333813335005252e-09,3.276670801067468168e-12,1.334129297720310712e-09,1.686654781064272037e-08,8.819083019621279411e-09,8.293507850035809860e-10,4.252944418001249324e-08,1.062843368693156031e-03
1.152765599371774563e+01,7.858823746735954956e+03,1.876201529492535214e-01,9.330717983341311071e-06,7.338030051993118955e-04,3.497293797610447759e-07,1.026925819638691058e-07,1.065038885209618465e-07,1.735234242620362474e-08,1.149924208603743645e-08,5.610082907671976334e-09,4.916805693078091812e-09,3.381060368581712007e-08,1.746880188752515072e-08,4.266195064101603325e-10,2.366860951166749965e-09,1.780276810573080569e-03
5.219838215952940175e+00,5.848091669049589655e+03,5.445702561719374390e-01,3.192106810455366177e-05,1.681775143149183416e-03,5.699651896717855158e-08,1.885169193699989639e-08,2.492911703033341848e-07,5.154850327379746033e-09,1.072040636556871608e-08,1.809148163776581570e-09,8.811231450868702007e-10,7.245581232413517828e-09,8.685776096061492592e-09,3.204793463537325559e-10,1.617029658535459499e-07,9.205112333008731371e-04
5.204068401208690631e+00,1.342645973214148762e+04,4.319512222589360073e-01,8.235303059982899504e-06,9.198592741829160827e-03,1.726402256533431524e-06,4.126356726893812473e-08,2.347104759763569231e-07,1.507357917257396458e-08,3.033567581425036354e-08,9.404258781779180602e-10,1.416870943814674646e-09,7.720246751265676592e-10,1.003408686481422767e-10,3.407378974373280362e-10,1.437056153767780521e-07,9.692842783260683000e-05
