1.042406531173028123e-07,3.166310698689202359e-07,1.100722811360407124e-07,7.652096332798029476e-09,5.524237893759159612e-08,1.682449944855662072e-01
1.257932061347993640e-08,5.883545844633162784e-07,3.741324195751134171e-08,1.600996646423871565e-08,1.178869307494827961e-08,1.787293405470472551e-01
2.244521288756126510e-09,3.641175589881517496e-08,7.816464412460348759e-08,6.154834695094856793e-09,3.555413010132136351e-08,2.120252001144677934e-01
1.049414619253576649e-07,2.462487674558304088e-08,4.826833163020267265e-08,1.754158328444857802e-08,1.214313646665266470e-07,9.752688531876736733e-02
2.299261231787744097e-08,4.966310073305200588e-07,1.834621380643828714e-08,4.693368897134853523e-09,6.101547038336926097e-08,1.545972315074832515e-01
1.589839938388811192e-07,6.049055734979573454e-07,7.202929716626501508e-09,1.313780475623943797e-08,7.290109994418100943e-08,1.172260270274367577e-01
1.942201354899217008e-07,3.144564916305142806e-07,4.526333219841260375e-08,1.075220043484523836e-08,1.868387488876595281e-08,1.587030569775379762e-01
1.048245645887610813e-07,6.257178331991339467e-07,3.637129188774150822e-08,8.065540150138230867e-09,1.313717658830588876e-07,4.886716450849003940e-02
2.338706858798982879e-08,4.527076292033221167e-07,4.089156014771830937e-08,1.592972697310190797e-09,5.164441991548897245e-08,2.615591798006736690e-01
1.034046252857733866e-09,1.593891437230238708e-07,5.720202298481231115e-09,4.234983526115001081e-09,2.364775061607580552e-07,6.910591994019599227e-02
5.424468149490682371e-09,9.447717517476004191e-08,2.148601466587556812e-08,6.555886805867490289e-09,2.316615377349254514e-07,1.940970716145904995e-01
2.628171120468735587e-07,4.140516814936296672e-07,3.143069402391552568e-08,4.829929047064202618e-09,3.840729112014182101e-08,1.667821935941708189e-01
5.346088228156398242e-08,3.035053237472576250e-08,5.363994475868903005e-08,2.045097368627739592e-09,3.200544879038790835e-08,2.392869952949476520e-01
2.648239744391180541e-07,2.636531770373063936e-07,1.431069000206194158e-08,1.162395102254481222e-08,1.560044313033649297e-07,9.469381331174983943e-03
1.702837435070784829e-07,3.847217454431702290e-07,9.753377882877298860e-08,2.412942857051252971e-09,6.048824914664162479e-09,2.262652685378989392e-01
6.483860800736234079e-08,8.050013850834744254e-07,2.166138631323490991e-08,8.750099622329842465e-09,4.239898645964552929e-08,8.543185593896687746e-02
7.839369917951966031e-08,4.440946565104087696e-07,1.010433526196456224e-07,7.855810403597729544e-09,2.110167788783928118e-13,9.229281275465711643e-02
4.142357230646310809e-08,1.076721700423797260e-07,1.049131817648864340e-08,8.059642636852003984e-10,2.153471630199186530e-08,3.977508880409139636e-01
1.796588963094424447e-07,5.778299425849924868e-07,1.170505618210956001e-08,1.613466513600685377e-08,2.838018024527077557e-08,6.185425872561618743e-02
4.376535248043033939e-08,2.463427907476319139e-08,3.950078549054750961e-09,4.003460657330128773e-09,1.417603490358510026e-08,3.678486894409396801e-01
2.788499822304155666e-08,4.541357678302589547e-07,3.623910325745556591e-08,2.435436975623789024e-08,2.159376610578908098e-08,2.033924704233143199e-01
3.869584092466977680e-08,5.630364032355859546e-08,7.743521128717185913e-08,6.827055629520229175e-08,6.161034896856688778e-08,4.968687221415266780e-02
1.276306988756183268e-07,5.401391181352893147e-07,1.412540950709155895e-08,1.883245022870041926e-09,2.894716139693385610e-07,3.416909196473745525e-02
1.092326880559951405e-08,4.564133804851018577e-08,1.931569263243840256e-09,4.742717868180194132e-09,1.577520146094897237e-08,4.652191835217034388e-01
7.979482848051595995e-08,1.887168049582272623e-07,2.145465107162614873e-08,6.384562278231823425e-10,4.877166554145399012e-07,8.580471886080985600e-04
1.063146406811908053e-07,1.385558760131075836e-07,3.206164571461043232e-08,2.020195264075983021e-09,2.277291870430791401e-08,3.093943482305505643e-01
4.216243339762784565e-07,2.968360210162168382e-07,1.736807389418753664e-08,1.252539609167750113e-08,3.463473542253326393e-08,5.436126281943880201e-02
2.796405366956190450e-08,5.752699331007624148e-07,1.157716939810240080e-08,9.023995307121367065e-09,2.731490905162089188e-08,1.791129707296011675e-01
9.221965865479789816e-09,3.752121295159922252e-07,1.574550357146671721e-08,1.901421129338449591e-09,1.247629994374412320e-08,3.547482441162901345e-01
1.552863444332378530e-08,2.232367254576572590e-07,3.750681808079399399e-08,1.768485312712445950e-09,2.187109559902943769e-08,3.027133153578394076e-01
5.382487620791153668e-08,1.004296765680450661e-09,2.664507469483475374e-08,6.996131313047118886e-10,4.294120734092767455e-09,3.632173372181615734e-01
7.124091201321867131e-08,3.216088561595425849e-08,2.865607162939165777e-08,6.772139691255868836e-09,1.095186059475031773e-07,2.298048644170690991e-01
4.131392305761058245e-09,1.404954872040281958e-07,2.652626541363326395e-08,5.306594536847171248e-09,3.544290994646536167e-09,2.245204812442772035e-01
9.071633974580600050e-08,7.963552102469142934e-07,1.715450901057651932e-08,2.294087731631805153e-09,8.048168294189522114e-09,2.117451879820871907e-01
8.302978194773364638e-09,3.039017867846098832e-07,6.473030539144276959e-08,8.844331594825144330e-09,1.194273731364071828e-08,2.499083902752173292e-01
4.176045215813247161e-08,6.572429861929837581e-07,3.478453500763257167e-08,1.045044666448055949e-08,6.938808145756996258e-09,1.884076204153348200e-01
1.454949358557086253e-07,4.269061487281560872e-08,3.474337914084326919e-07,5.644850666764093317e-10,5.758513512855046065e-09,1.422082907552474351e-01
1.934760308131931152e-07,1.023692354255265495e-06,7.830711095377524816e-08,1.733255401612950962e-10,4.198973190805020745e-08,1.921504729646508480e-01
