8.773568023694206630e+00,2.834966392916283606e+00,1.574653785901519829e-04,4.640813428600164617e-03,2.220251557382404983e-01,6.194324097555492514e-01,2.009225008258860306e-05,4.691900274885632305e-07,4.267666906267732389e-08,4.648367289989034347e-09,1.601335182567140688e-08,1.307769045195088675e-08,6.164352842320104258e-09,1.889732433419357978e-09,2.488321289801702580e-09,5.327460351501891814e-09,4.301680765011756856e-08,3.920066740605067154e-10,1.006876190778147485e-04
1.196110982571348558e+01,6.343775919476689396e+00,8.339282140527892219e-05,2.971912942361247360e-03,9.761484771198669641e-02,3.792517253953667788e-01,2.778923815773437934e-05,5.431804047280998936e-07,7.599475319210745350e-09,1.860328208781363125e-08,9.308219359964410535e-09,1.190928907084884047e-08,1.522824334060198723e-08,2.514876159529945684e-09,8.771924182786584177e-10,5.366156964945473940e-09,1.497377378871986005e-08,1.326617956178265228e-09,4.616003540744176249e-04
1.296619126477403938e+01,6.666472915449809022e+00,2.344824739506043442e-04,1.004142013028573241e-02,1.652345562211134933e-01,1.872309636581122316e-01,3.240624121046164655e-05,2.332253406790726018e-07,4.450852770762583932e-11,1.015105920263851264e-08,1.489064020810185550e-08,1.629896173130655803e-08,1.976718087652225246e-08,4.527058667125660642e-11,2.847889692272744122e-10,1.003542118448465973e-09,1.188934343417154254e-08,7.668664778746058360e-10,9.537270697964510876e-04
5.604960832663570258e+00,3.256509036995499429e+00,2.915198033600357877e-04,1.281526559037206303e-02,2.478818829555508030e-01,2.115119572937590731e-01,2.757375324337038217e-05,1.698738075257212865e-07,1.081144025499552458e-08,5.284969067527677497e-10,3.104271309455686534e-09,3.408604151910434831e-08,3.223859724675449055e-09,7.023144987530593631e-10,1.300217060213394418e-09,9.807821256862450148e-10,6.636422787153332308e-08,1.521283492055381673e-10,2.154591548979280409e-03
9.511882574787438926e+00,5.421061341467424910e+00,1.506110654565190148e-04,6.072955129685213629e-03,1.556154639424225938e-01,2.565195376531700933e-01,7.978086656038321239e-06,7.086277468389344018e-07,3.220754470683487932e-08,8.866508947780149051e-10,2.938350522951844610e-09,1.509480929920589099e-08,1.061133798879935419e-08,1.087189217285636687e-09,1.586234748589434002e-09,6.246202408733330865e-09,1.411697821851727805e-08,1.417744013300680169e-09,1.791968302050950560e-04
1.091665451265773257e+01,4.232769117267734416e+00,2.928811586077985428e-05,3.764779402503356381e-02,2.472585420200153206e-01,8.685810560048549955e-02,3.414395949319738312e-06,3.542087537140472302e-06,4.022211662816488631e-08,1.455469207807665461e-09,3.971222361909627022e-10,1.020931244125050382e-08,1.451541033563677353e-08,9.116434289697483511e-10,5.714595549533839184e-10,3.907457901541877918e-10,7.354281874735923562e-09,1.357166462159630572e-09,5.973976923490213753e-04
1.293015469544717710e+01,5.227461533533332982e+00,2.497577829373990232e-04,2.658533744841535922e-03,9.470775981846876745e-02,1.012595491285612215e-01,2.143339848562797156e-05,3.231341998566701647e-07,2.429021562738926069e-08,1.058713106053500076e-08,9.811430067932547675e-09,2.818556613427490107e-08,3.145166154385558807e-09,2.315394320000159662e-11,1.978614433019411627e-09,4.804583922570151138e-09,4.295479339411750192e-09,6.044907220545528082e-10,2.170331786756427971e-04
1.409807564249934053e+01,4.164008938853624109e+00,1.081096780976670112e-05,3.199139100105253229e-03,1.630532412682154653e-01,9.785023788732676031e-02,1.524026285423026902e-05,1.434564113022359069e-06,4.291777087837867900e-08,4.846491680450609036e-09,4.505048971021438222e-09,7.975774051922193728e-09,6.293449265285593567e-09,1.528523611621126725e-10,5.539952804904121358e-10,2.619518608698723176e-09,2.393034556564808999e-08,1.356246221962671147e-09,3.667991443889978380e-03
1.289285344941200862e+01,6.748236287034712788e+00,9.340313587106773344e-05,4.151322037759918281e-03,2.053352132743829772e-01,1.356249898374502771e-01,1.189708881034148795e-05,7.884930901890855743e-07,3.318299205497386683e-09,9.967238657016935900e-10,4.452008922734274426e-09,7.161062265855577041e-09,1.007010333668064268e-08,6.568490577669436438e-10,2.870316314905474653e-09,1.532566628936015335e-08,3.239199418088837703e-09,1.826717523885706354e-09,9.265729836097033080e-04
1.062481523199687317e+01,4.597240398635024761e+00,7.245622150946887433e-05,1.597462363570265748e-02,4.604743802980232337e-02,3.915280365075478608e-01,4.440630199151990170e-06,4.661851759683428765e-07,1.548999476606238757e-08,2.709645711145495183e-09,4.413994710036040743e-09,7.436995215142655307e-09,4.721945738205103541e-09,3.353736183515386892e-09,2.600979568582323887e-09,1.559547338416703719e-09,1.052498769869497865e-07,1.323355409590112871e-09,6.299845021768889306e-04
