1.095552391184946472e+01,3.104168971642802717e+03,1.679034185919321616e-05,5.554615991213860404e+00,2.088030101205296418e+00,3.214419201756776260e-05,3.583684346016953426e-07,4.480685684493271506e-09,1.218505192236116945e-07,1.365838678008308945e-07,9.443963960194275762e-09,1.317344477800013096e-09,6.796941471277702501e-10,2.413543197782750255e-08,6.709980457880713232e-09,1.795430608646542577e-09,1.853942016500026168e-09,5.995649586579308377e-04
8.714983841482048632e+00,1.405965504535912805e+04,1.988837562424475834e-05,4.533679358605841259e+00,1.874498071475898975e+00,4.704447574796764468e-05,1.286576088218908592e-07,1.115853721290076731e-09,1.220799281634280147e-07,9.410621654124022128e-08,1.234154641069934458e-08,2.585522897632696432e-09,2.720143093475267812e-09,9.920492280954459470e-09,5.176468399055342700e-10,1.192088408135691315e-08,1.882307817283613412e-09,3.106471955678076578e-03
1.164927822209778796e+01,3.935928631752405636e+03,2.318472627051727447e-05,5.646501435257958335e+00,1.597504963544170153e-01,4.184431676161158434e-05,1.280732434530763281e-07,1.122406115767690007e-09,3.588523716690135005e-08,1.568783998492740592e-08,4.107688588948252707e-09,9.286791426436242777e-09,1.656027397160029343e-09,1.615566401130474579e-09,8.070736484336594267e-09,1.634086172898316240e-08,1.271051019585214898e-09,4.249702722733761893e-03
3.589136008524577370e+00,1.377372090536486940e+04,1.912373357393774942e-05,4.823769243350214175e+00,4.466511877830883770e-01,1.475096736867649397e-05,2.889960489882667457e-09,7.701129571513362713e-10,1.664391016600987528e-07,2.410320145738204403e-07,1.348222805370725091e-09,1.010169155317565739e-08,1.188023280089284355e-09,9.160129325764383623e-09,1.324470471674076809e-08,9.960425864671373745e-09,4.469358163882499626e-10,6.399189142887527337e-04
2.347151871844332049e+00,1.217370650181625024e+04,2.302943168019634207e-05,1.927788087169477693e+00,7.257564898524804242e-01,1.269019690476976391e-05,2.055636797143615155e-07,6.483998482827964454e-09,1.752992033587293211e-08,3.594079309069886612e-08,5.150496821315430430e-09,5.939209080803268727e-09,1.349642458763809080e-09,9.979815351046961408e-09,1.941377113516850108e-09,1.236769307713069284e-08,9.796528182701107460e-09,5.170662194752939818e-03
7.212117461673170915e+00,8.572304886091347726e+03,1.540921690976819708e-05,2.438762282178295049e-01,1.122774875830598207e+00,1.761276570161601079e-06,7.045914397405071095e-08,4.409980272284166068e-09,3.169481997948491739e-07,2.768142392605684374e-08,1.398435009690694714e-10,1.124082576968294159e-09,1.717686327845150332e-09,7.535819255943255878e-08,1.910616935364285648e-10,2.765999575103358731e-09,2.302111180468299110e-10,2.050013863081098613e-04
1.453316043995567242e+01,1.175328105547407176e+04,3.917203608210824547e-05,2.952210508876729200e-03,7.905347128809070423e-02,2.924953852180788683e-05,1.328314808315183750e-07,3.031651344623387629e-09,1.270651225467921391e-07,5.373798055936104493e-08,2.020583325512078039e-09,5.159881329722978972e-10,1.942311292862752411e-09,9.010597116311627166e-09,1.589409949856000779e-08,1.446987425181898454e-09,7.238157373556745343e-10,4.813865929421373702e-03
1.293907952490917346e+01,3.004070683733981787e+04,1.278034776353615999e-05,9.016583919123639657e-01,2.829375657227480856e-01,1.045221469598521717e-05,2.921958705284428814e-08,4.461454494011139906e-09,1.346145322397245791e-08,1.114545772309088463e-07,9.971834890082347849e-09,2.434010004490276289e-09,5.356760797641264978e-09,3.605774081129817488e-09,6.700485309893855649e-09,1.519480459790559721e-09,7.823518678974355805e-09,2.453498597240317235e-03
1.895773018092330631e+01,1.400323751832812923e+04,1.926212677248612736e-05,5.767207642218394881e-01,2.802631738867472633e-02,1.451795584439788110e-05,7.511087859183157927e-08,9.445480041533887033e-09,9.483438608495832907e-08,4.415960393577948316e-08,4.905331425590772492e-09,1.856685784012078411e-09,2.146423072632071280e-10,1.230740213952263648e-08,7.823795607576648971e-09,1.374354556167604353e-09,8.723442544111914371e-09,6.202432717193676753e-03
7.006559565594622008e+00,1.000926127537655702e+04,5.177085613528868062e-07,1.691339983612016873e+00,1.151350316902706616e+00,9.118781010470041647e-06,3.637333908134276072e-07,3.633318913440898390e-09,8.382137875552836311e-08,3.514498221260739489e-07,3.453819921937754985e-09,2.879149870752793883e-09,1.502522020956128765e-09,1.175900688048792786e-08,3.132798152059685523e-09,7.760069263586788391e-09,8.209551507298637761e-10,1.181659794963988569e-04
