8.033180167029604912e-02,4.061143675693685964e+02,1.646244231895106574e-04,2.144168554066584178e-04,4.659863163048345858e-04,1.695678762670302444e-06,7.806971541616233580e-07,4.273406808650083021e-08,8.481789784184126640e-09,1.683440886765214431e-09,7.533453412520454860e-09,3.318384917268910953e-08,9.717972454830959823e-09,1.741206559444582141e-10,2.385499876058664258e-09,3.270144536480229613e-08,1.661020146776627250e-09,9.468106245471586205e-03
4.752097408410268509e-01,1.999857223554257075e+02,2.360778424635689141e-04,3.542834904341409397e-04,3.356005466368699314e-03,1.292219626647040137e-06,6.349913367919396738e-07,8.728595585954948075e-09,1.862536858159569597e-08,1.296164522416377534e-08,8.625079376955886307e-09,2.333834385291312318e-09,2.305651030375855601e-09,9.793839971979435589e-09,1.605179865660714600e-09,5.163479247686178676e-08,2.237239515033691925e-09,7.944144268846337759e-03
4.337174348468698648e-01,6.480621494588035603e+00,4.311638761407075426e-04,1.011513856621292255e-03,3.533153450416777908e-03,3.442272968679182614e-06,9.678020241407029794e-07,4.035485641733713018e-08,1.458122745433912203e-08,1.484735288172355491e-09,8.873032825451197645e-09,5.998933898075733139e-09,7.927668721578460652e-09,1.250299868396184219e-09,7.000385680097627418e-10,3.908285001602584199e-08,5.264314174746214452e-10,1.654934726647526921e-03
9.232505763232258245e-01,1.422021077929329351e+02,2.345891898149352810e-04,2.712485738531885977e-03,9.915915786524284910e-04,2.611024691444405960e-07,9.136735319361863932e-07,3.372053485600059592e-08,9.444734108004776487e-09,1.097751418796607529e-08,6.582777995854126591e-09,5.062886592977513860e-08,8.993415230589777502e-09,5.203675207647035456e-09,2.920611356664411311e-10,1.342627922005912679e-08,5.179963383916773747e-10,7.214666645403951424e-03
1.994764023532624997e-01,2.415568322875331830e+02,1.723930425281481184e-05,2.220745192663763946e-03,2.953776826696887566e-03,1.932602917481013733e-06,6.087732058041900178e-07,5.884581419821681696e-08,2.050776052513629380e-08,1.362202102663011159e-09,7.764160059774634286e-09,5.272903456855600253e-09,1.058401515707603189e-09,7.389924684949463131e-10,3.675350265659209566e-10,3.815966118269797904e-08,1.300193138786973301e-09,3.940498491654168510e-03
3.204626252363351746e-01,1.477680206115121564e+02,2.018203564712989874e-05,2.583360754199709453e-03,6.503873839149301121e-04,7.419173048019688123e-08,1.519843045036042698e-07,5.680765513379424136e-08,2.183234312304565063e-08,2.583533847386653195e-09,7.936736476479923877e-09,8.026005294550473150e-09,1.016629892789184121e-08,3.629997891260540108e-08,6.996869587607591512e-10,4.368587073483936348e-09,2.140337328580104537e-10,4.845021514634796286e-03
1.864182208809194163e-01,9.584452520982948442e+01,2.509996387842619906e-04,1.931424101913499936e-03,2.427285798039669341e-04,7.453724734642339637e-08,7.560543032749473337e-08,4.095101267974401072e-08,2.557206692071840151e-08,1.101693400163257242e-08,1.421718908276967928e-09,8.426726407683482606e-09,3.771643138930733756e-09,4.806935642098314813e-09,5.162137245785581857e-09,4.926307618982202922e-08,6.262088703055185215e-11,6.326934694953221042e-04
2.981865488981506052e-01,7.865899068010125461e+01,1.104597360179189420e-04,2.878248786393151903e-03,1.894825763607081368e-03,8.615504856473669474e-07,7.365623178048969359e-09,6.102053813230542726e-08,1.556519446077469653e-08,9.503564929990168181e-09,6.678301038790922162e-10,1.941694665095377048e-08,5.076478377012004477e-09,1.070003984399498158e-08,1.377485786982926471e-10,7.800441948586370958e-08,1.081433027203514843e-09,4.250734326654968635e-03
3.012082336538685068e-01,2.504421196543207984e+01,3.242268071242873769e-04,2.110723989483560305e-03,2.803588215086563230e-03,1.262923724234938450e-07,8.260788175057112732e-08,4.327730837147389907e-08,2.251653403365861381e-08,5.360450197764748805e-09,3.295657557773597534e-09,6.639027333197227471e-09,5.095211195370547833e-09,1.765605581741502452e-09,3.711810567682948075e-09,6.255859688716411244e-08,1.275408951320710191e-09,1.591561427209103527e-02
5.423462158871412697e-01,2.300691048106507424e+02,1.650588060252721520e-04,4.432834855831925373e-03,2.527855739270557824e-03,1.849586078200393749e-06,6.849508272354180222e-09,6.980550401445478656e-08,2.357962910333429815e-09,6.410551684629552865e-09,2.032078252383966514e-11,1.079652486005242447e-07,9.742938174064021666e-09,6.534351259811252387e-09,9.469128342215116891e-11,2.490415711554443562e-08,1.415112335470695389e-10,9.436574219516389098e-03
