1.739154411183786997e-01,1.560322197001720221e-05,6.142905005788891474e-08,1.932051848858393657e-08,1.625780693821821795e-08,4.427860556169187847e-08,1.343837458127019696e-08,2.561775547541484437e-09,2.609439100807491724e-02
1.474664869365807651e-01,5.430092150158748808e-06,2.205115384669479502e-08,1.779973539531136718e-09,3.136857389973793199e-08,2.431009761689755156e-08,1.867288114765928617e-08,1.568354009804636879e-08,1.735295346850265069e-03
1.190653478025969075e-01,1.463007986976035399e-06,6.342146007467005412e-08,2.683504304949705077e-09,1.958922788752333614e-08,4.944656061606186381e-08,1.276306365392318643e-08,5.159640013542977128e-09,2.634041857499513223e-02
8.654687034718669403e-02,1.959737264737619207e-05,2.479352605799034187e-09,4.483290535683303855e-09,2.215677873135728055e-08,4.483180428916524044e-08,1.799067486099979999e-08,1.251153615457773994e-08,8.140929473011914233e-03
3.861322471176022869e-02,1.390756960310609554e-06,4.188734177635934641e-08,9.076810913464248876e-09,1.696541942792892428e-08,6.227630777026425999e-09,8.425658965972290301e-10,6.519861636893460063e-09,6.070002455186061796e-02
1.434556221142569976e-01,2.960302847201026445e-06,6.512670877384257498e-08,7.110839781212176604e-09,2.296118572143335237e-08,1.121905290545928755e-08,7.190165258371024716e-09,7.739426902597399510e-09,4.163922784899425078e-02
1.734588324402134563e-01,6.127020174824466796e-06,6.971580205071965472e-08,8.694023515544284609e-09,2.555349706534955822e-08,1.416080550013361556e-08,2.000902349703649302e-08,3.018613070483910179e-09,1.714513002555111826e-02
1.802424375311753035e-01,1.020807252339078553e-05,3.901227779673377949e-08,3.783361791053657251e-09,2.245415068015707248e-08,4.416703098958811979e-08,2.783067444554554884e-08,3.024249128259864102e-09,3.814847217383482859e-03
2.103713361899287315e-01,2.179464126644538439e-06,7.903012769794433337e-08,3.189742810253056072e-08,3.785711233245127201e-09,4.300622741592563335e-08,1.108955455716130771e-09,1.189199367933490528e-08,8.303805023797064186e-03
1.162290458090737832e-01,4.418872712676836015e-05,3.832365930032793262e-08,4.618453621032695193e-09,1.044613362984750143e-08,1.710388582244212353e-08,4.708729164699607329e-09,1.338124452385725474e-09,1.623366232663626951e-02
8.670662046655573663e-02,4.011932374854239238e-05,2.977057477047950797e-08,1.894236180806778831e-10,2.023562914585422711e-10,1.580907649274432145e-08,1.995475994657278667e-09,2.380946423292503165e-08,4.651383343597292885e-02
2.075123961881974455e-01,6.702656308974173983e-06,5.772021946592793974e-08,3.815334197171267703e-09,2.937784706516410508e-08,2.225218539157333495e-08,5.731407690894563996e-10,1.587469521778285817e-08,3.258715296775085979e-04
5.686408985676220940e-02,8.792285592170704154e-06,5.589642813765730361e-08,1.137253541568741692e-08,1.720723887773008301e-09,6.024111879066321014e-09,2.783054752788480030e-08,1.161860034726400964e-08,2.566875234932936012e-02
5.910435533173051537e-02,2.709498333658723131e-05,3.137846573276920600e-08,1.816280508434823833e-08,2.703863833068140804e-09,3.656882044647402809e-08,1.528595113854172095e-08,6.430800210154872682e-09,3.194464819556083746e-02
2.641657378898141784e-01,3.609912320946471818e-06,3.809291809445721929e-08,1.875700572277363947e-08,5.749659119915419525e-09,3.330348799391025055e-08,8.427466185835300961e-09,1.861990021835906715e-08,7.476649824226909088e-03
6.229698534907827240e-02,1.725702416398817552e-06,7.118556657040645268e-08,1.726762917633941221e-08,1.092169028574421613e-09,5.201233339857826169e-08,1.915274696512552102e-08,5.948909393192626263e-09,2.589275386157824030e-02
9.216775474712193827e-02,9.082596435668912890e-07,1.370602233769392827e-08,5.071554322143189129e-10,2.123839961643716038e-08,4.421013223913097923e-08,3.098897365392537182e-09,1.561653435358326678e-08,1.487471471096299055e-02
