6.923188393596884538e+00,2.557332442894302105e+01,7.058857235831645857e-04,1.082290255716147822e-04,3.557994301349126483e-07,2.142096275619510724e-08,4.381720415573041539e-08,7.570219949328785045e-09,7.303876662281331519e-08,4.448570433838348543e-09,9.376826619556279651e-09,2.186912415332591079e-09,1.554842732846109431e-09,2.219220903774988055e-03
4.223371152866601363e+00,1.465766308325706468e+01,1.827933096710160831e-03,5.454080818829996414e-05,2.600448690859078002e-07,4.807060699119107200e-09,6.860104603857059958e-08,2.805142351076610493e-08,4.093933597774117827e-09,1.275282141366407437e-09,1.598200894446388446e-08,1.921350233437218940e-09,3.623977568223628251e-09,1.896755884018816798e-02
4.850709588154002105e+00,1.057435801017716415e+01,5.218633841775253968e-03,8.430681494226407774e-05,1.547785051656336038e-07,1.004508977693889650e-08,5.349047761758346886e-08,2.523613479390397509e-08,2.428967035760643305e-09,2.065546294904418768e-09,3.982916930903732360e-09,9.227829462278064551e-09,1.544677793696960667e-09,4.515194688795429699e-03
3.224476739961147587e+00,7.319942341094344052e+00,4.328708180411318385e-03,1.060507085072909792e-04,1.113649997374240132e-07,3.889845037401519634e-09,5.903797834025796755e-08,3.066612748446767632e-08,1.030244750405725332e-07,1.349468349525242774e-10,1.165954779369994890e-08,2.495467596858085476e-09,2.707787812779974312e-09,4.348668080988861429e-03
4.004020462932337487e+00,1.266175980546840307e+01,1.913825387836249302e-03,1.194245718788623269e-04,3.078938600287235878e-07,3.412692454177135622e-09,2.487561894773965023e-08,4.985823206691744580e-09,8.602870298432063621e-09,3.168927983157288668e-09,8.986302004283907692e-09,7.773441946589587886e-09,9.284851909461214951e-09,7.112974331401017945e-03
1.938958512476429918e+00,5.814095898194159062e+00,3.996406228350653581e-03,9.978048796313220491e-05,1.738835236683765866e-07,2.222660241759594821e-09,9.487206317900018488e-09,8.832847914140040363e-09,6.998046975470217965e-09,9.631804920557209301e-10,6.640891772351861542e-08,5.349705622737349154e-10,1.154317453402351246e-09,6.871328340432070018e-03
6.506110037789353484e+00,3.953494391577788480e+00,1.138068693320790428e-03,1.988632618446070015e-04,4.114568130235940362e-07,2.981020462410094207e-09,5.599114652702740880e-08,8.727793006996319091e-09,2.019762101533681023e-08,4.849321819921115716e-10,3.654992421008719498e-09,2.988977586557806962e-09,1.210042470824125889e-08,1.721624892227510001e-02
7.803123140009465608e+00,6.803239169869864433e+00,1.231716532810031659e-03,2.005085308365067080e-04,3.919502535100975647e-07,4.066209183705045185e-09,6.967015857150051316e-09,1.680225775618158270e-08,5.034163627597114099e-08,2.381284282266124889e-09,1.298612172603932179e-08,3.186432511271870367e-09,4.021697907960775494e-10,1.068197144340162982e-02
7.328733235995215090e+00,5.548300621755068107e+00,1.456628522821183658e-03,1.176375910621909704e-04,3.323605423755220519e-07,2.478465657000388043e-09,3.289509298598418316e-08,3.252220186973546712e-09,1.170808917192603098e-08,3.421560404189648341e-09,1.621737999272959950e-08,9.240142924291217061e-09,9.820109544454806764e-09,1.315563578507742207e-02
2.887724582411240526e+00,2.114505681756704902e+01,8.883386855456096645e-04,8.581259508974511127e-05,3.388875829547438300e-07,7.621318390762316383e-10,4.365748368927791493e-08,5.117261672654547451e-09,1.671958805082091790e-07,2.517728747791988040e-10,7.972663098578761233e-09,1.995654566036152282e-09,5.665367790239410604e-12,1.790446008781510986e-02
2.888370625986313556e+00,1.397010734530825182e+01,2.580763724089208972e-03,4.559438652129927175e-05,3.903424900709668750e-08,3.911254589959684548e-09,1.482717312600930299e-09,2.131645450933024134e-08,8.846267785700846324e-08,9.264613146236939181e-10,5.932470851597490232e-09,4.868611061317412894e-09,1.219744373583675213e-09,6.613601585077411027e-02
8.422980663021000680e+00,9.244596129092094827e+00,2.533308491650952438e-04,1.330962569649122131e-04,2.567557564619536522e-07,9.768371995385883625e-10,6.718238504903753414e-09,1.946734031088331375e-08,6.609161108398929780e-08,2.918132765968913818e-09,5.888803898968257803e-09,2.761191982391179992e-09,5.193976877676879427e-09,1.990542367305711893e-02
6.238678589751376791e+00,5.516839540594393299e+00,1.265926910054209625e-03,4.384095857341576655e-05,5.975477617968635347e-07,9.731317864254566088e-09,2.502767700328259061e-08,3.421403543217713397e-09,4.266820594601194120e-09,1.139633891698834055e-09,6.975215626507004046e-09,1.775736040398854550e-09,1.713753181941834097e-09,2.183254845932914440e-02
5.082330513774373948e+00,8.732129248649346920e+00,3.267454456981261140e-04,1.036621475992994526e-04,2.550574992917213126e-07,5.523350976657615208e-09,8.679853602734402965e-09,2.106554929177156305e-08,7.297797546812551215e-08,4.245831910560515407e-09,9.960490000825495027e-09,1.385607127181271190e-10,5.680335538381635851e-10,3.886468684583326352e-03
3.612932168596376670e+00,2.310779304202111462e+01,6.310296841834634948e-03,1.107016286907721133e-04,2.857991276773562481e-07,1.996559482026554926e-08,8.516288153841674251e-08,1.236464800666265909e-08,2.548163303112445555e-08,5.294151597507566941e-10,3.539508626731337296e-10,2.879759661301912517e-09,5.596775417850648571e-09,2.283531040352002744e-02
4.623217359619310685e+00,2.462937016341220087e+01,2.657216633965495990e-03,1.282364154129799719e-04,3.949565785674229364e-07,2.385068206022229472e-09,2.147832424596199752e-09,1.084700085410243423e-08,1.810656820193867241e-08,3.384016871086830104e-09,8.724601007103162616e-10,1.984781339958976824e-09,9.775929274909451378e-09,9.532000423858487045e-03
5.355197749157286857e+00,1.853808503452627932e+01,1.162372422482662411e-03,9.376622181118287507e-05,3.125305156281261449e-07,6.286905110265972987e-09,5.310809827032586636e-08,9.414601065550948844e-09,2.234944789465741180e-08,2.242581529873167069e-09,7.585228218151702359e-09,5.806491439649760643e-10,4.921174734092624615e-09,3.874124658236072043e-03
