7.723193228893750033e-04,1.077500312289790856e-05,3.577942541365572778e-07,3.974587156679553699e-08,1.874092543116802146e-08,3.907006982163523900e-09,3.363183072470972318e-09,7.116248655391719748e-08,5.528354663594997609e-03
5.829482117364854577e-04,1.075878329501131412e-05,7.491923326375443247e-07,4.335444667065089146e-08,3.424591097094351660e-08,2.404417025170154090e-09,7.356405372801960678e-09,2.977605107408081116e-08,4.619106755989997593e-04
8.676049151900393219e-04,1.118387773427545733e-05,3.829575709476012839e-07,1.243397043212132358e-08,2.069506261211239029e-08,1.657891119447439768e-08,4.967113749745318307e-09,1.628581841959496844e-08,8.990466621563719674e-04
8.905862238893124316e-04,7.506703565022999241e-06,6.362782647236442613e-07,2.935442200003982695e-09,3.346753827465313699e-08,3.202716107475418425e-10,2.728918028170820185e-09,1.577715844950854286e-07,1.233487034657632618e-02
8.326865778049899057e-05,4.698951264118852757e-06,1.696155095641666326e-07,1.892036534524976628e-08,1.785128276996230221e-08,7.171386545250463053e-09,1.583859824730846569e-08,6.124873879595358218e-09,1.127783945473927272e-03
3.003035058919529773e-04,8.886972574959157699e-06,3.953940364357341016e-08,1.038154674465080251e-07,1.661816042141891650e-09,4.413522296693197214e-09,3.741846653604344006e-09,3.456233617792045836e-09,3.899169581433693799e-03
2.002785384931138378e-04,8.123794673049859421e-06,3.524520320621661522e-07,8.513536836949336327e-09,2.876186257795041115e-08,9.100226285011758384e-09,4.447771415704637975e-09,2.098069484051155735e-08,8.025858053271342496e-03
5.906469676697651819e-04,1.118841602666084643e-05,7.996132759474726514e-07,3.012075070013949620e-08,2.493684717611642820e-08,1.231249258631493033e-09,2.925155437870415875e-09,5.156642318918359694e-08,9.282276978866479955e-04
4.600079972608567551e-04,1.592439719857569839e-05,5.749611094837980690e-08,4.235621755907716697e-08,6.590199687282939074e-10,6.915768460090519366e-09,1.661098360025333933e-08,1.758245210775688791e-09,4.984611502695853597e-03
4.688602374194253267e-05,5.223358317636922326e-07,4.882483454893340833e-07,1.282896352935712322e-08,1.652110711613773679e-08,6.637582506052304887e-09,1.216019495669459634e-09,2.428586419302466675e-07,1.387625184601452497e-02
1.198097061656912070e-04,9.857860333009483474e-06,3.606053758029940127e-07,1.030652055063396721e-08,5.597269905525393215e-08,2.393702166943382001e-09,1.027353470584715905e-09,1.613791538887890290e-07,5.045204933818700499e-03
4.521319304479857332e-05,8.418106791386492337e-06,3.867439010350641434e-07,4.883845796717374012e-09,2.346966827090398767e-08,1.228177219600168246e-08,4.724559264727206590e-09,4.820299145117142969e-08,3.836020950712714164e-03
