9.520937950234051317e-02,2.595898491986092793e+00,1.390781796827552513e-02,9.444995703543339616e+00,4.179898181280764739e-04,3.248965161065819895e-01,4.161966659564884929e-04,4.098241098993164026e-07,3.280676256526991968e-08,3.286911099177593248e-08,5.646840835538234855e-09,4.543076726037806213e-09,1.968736131635723247e-08,5.341549610964743380e-09,1.271479459228933367e-09,3.342122971400623975e-08,2.378865593502034328e-10,2.451542797334125158e-09,2.343410183658632683e-08,1.497524735957043215e-03
1.724671371457863478e-01,2.248943110559368019e+00,3.410045586707147885e-02,5.512980469600958777e-01,1.463103037627999073e-04,3.693782347181880366e-01,7.039552744296773655e-04,3.641656543521296706e-07,3.031913114733933153e-07,4.845084383169043546e-08,1.531075277373924806e-09,1.204238596819669979e-09,2.550335574682280940e-08,4.047158532593466176e-09,2.085467609105914682e-09,2.872172443117436821e-08,4.669383199460003309e-09,1.528937442782794468e-09,1.585207481993389401e-08,3.841083742211795190e-04
5.060460535203167853e-02,2.260162118953993993e+00,4.889796901391151723e-02,6.549130390327405848e+00,8.288504220209185445e-05,2.590274146079956097e-01,7.008753574304146935e-04,6.793775467828692267e-07,5.832292765248783483e-07,1.342758755326565570e-08,1.160248080729007641e-09,2.024245300699556224e-09,1.799268959873139746e-08,4.283912142906265959e-10,3.544794562687841266e-09,6.397536467863189413e-09,3.010674178261146737e-09,2.002040840855345145e-09,3.164016364692629030e-09,1.619794218791382502e-03
3.824830080131245702e-01,8.686159851183739011e-01,4.226963213468051817e-02,4.334729006534990603e+00,6.587824467958968387e-04,4.920015337548340195e-01,4.869561860131928904e-04,5.379464610181156489e-07,7.579115230397148943e-07,4.879641249143829996e-08,4.472242026033582111e-09,5.105085027583764263e-09,2.999090934206231900e-08,1.345157374939213316e-09,1.265435266745180927e-09,2.085185907562097411e-09,1.409032376181567509e-09,9.513089333947360879e-11,6.076911223869800625e-09,4.945979389011209617e-04
7.968931795667059947e-02,1.072922366124815952e+00,7.023125118243859002e-03,3.523505590109182961e+00,2.529843445414155418e-05,5.697920649137558358e-02,1.063079513913439775e-03,3.226072650057640923e-07,1.165470172932259187e-07,4.151531657574989325e-08,5.464332124964201841e-09,7.920656265583959355e-09,3.648617207638761016e-08,1.265247009063514984e-09,1.949798316045473234e-09,2.403437366021223900e-08,6.835608702653218141e-10,1.741427195557074573e-09,7.620910449338755995e-10,2.267352483872483136e-04
7.090308135585665639e-02,3.022254871703847989e+00,6.020910028243210005e-02,1.228286334015845327e+01,1.592138979499059818e-04,6.202221008311137318e-03,2.786243444299260890e-04,9.988953083966812036e-09,2.455279213377311254e-07,2.417576976368500587e-07,4.763562460336201601e-09,4.351122051457913684e-09,1.676247998842263022e-08,2.551589234015257486e-09,3.017221522761259370e-10,4.373901724918692792e-09,3.181215779062964550e-09,7.260820888133614797e-11,1.400641548097745476e-09,1.077238435194725853e-04
1.635614568914511013e-01,3.206230148954487547e+00,9.765567059263921199e-03,1.179716418141739354e+01,1.047839506951357637e-04,6.534814753406643639e-01,4.865720811060252732e-04,8.888386781773427380e-08,2.923301488826268387e-07,2.365826798543684530e-08,7.524350749099595505e-10,1.201454086230833876e-08,1.627683843958408189e-08,7.865847463499705986e-09,6.574907156125065140e-10,5.718846727242037632e-09,2.399625948087849453e-10,9.670895687908019909e-09,1.641591530209189082e-08,2.777305869679396518e-04
1.586621377521350296e-01,3.663363185830005087e+00,1.850352019002997339e-02,4.887186939817795839e+00,2.771818264751272015e-04,6.381248539463957314e-02,7.143889768484029939e-04,2.050361519345585051e-07,2.844589858589315018e-07,5.649019176114091750e-08,5.627089811052453363e-09,3.586995223520851188e-10,8.811445182157464303e-09,4.479520424256357998e-09,3.847494349260031581e-09,3.979796959524460846e-09,1.778962331198703268e-10,6.625547835334942914e-09,8.644917525112322443e-09,6.767329077058263404e-05
4.616034588522777843e-02,4.044822393645501002e+00,1.093598157760109629e-02,2.481638282970725307e+00,1.310257754267184682e-05,5.532732592074952604e-01,2.293164212876558274e-04,1.778434437282950799e-07,3.136070084281612975e-07,6.407586371925867915e-08,4.120325067191316231e-09,3.349132762762278546e-09,1.808917715622742273e-08,2.482494704839775060e-09,9.114774434800270166e-10,1.339154243187599530e-08,5.769556111021543985e-10,1.177801984932119262e-08,5.327444861915451374e-09,2.055988420171110708e-05
2.272433199834416329e-01,2.371356082970102364e+00,5.106570887779344342e-03,3.325290668558119833e+00,1.032143033758911154e-03,7.759200644413200010e-01,6.551417389445024107e-04,1.237434914322106111e-07,1.270784636604803266e-07,4.076094773738946536e-08,2.371762820991893196e-09,2.946645209164585960e-09,8.633755824987511316e-09,2.658667174642213997e-09,6.849774511760794601e-10,4.388800410364549610e-08,2.254829822818692573e-09,2.543387520878408278e-09,2.146086211199958170e-08,7.448000312227581006e-04
5.122610903577221597e-01,1.861733701954954245e+00,3.458483943639324709e-02,1.858173181044716671e+01,7.446973723031864376e-04,7.529195200763931783e-01,1.645499790878606990e-04,6.642313514391701090e-08,3.374516383866956935e-07,5.840881598873975379e-08,3.218008228396388694e-10,4.284480292125742592e-08,1.879775340266271899e-08,2.767778839464650706e-09,1.104411916321657049e-09,9.829824353632552511e-09,3.172085068786370235e-10,1.407879761148484516e-10,1.077258178609456677e-09,3.629708861851434990e-04
1.357640196547355016e-01,4.411306070656499045e+00,3.667664620360958517e-03,1.153790847120237828e+01,3.006289579330022853e-04,1.185393283833522826e+00,8.910792178720022567e-04,1.888271238696782112e-07,1.863225538342633830e-07,3.251743610543433938e-08,4.263645246245215846e-09,4.975684848174098702e-09,1.943080207050019349e-08,1.821175552346419341e-10,3.624155787054733355e-09,2.313825032630549377e-09,5.148949770390567076e-09,7.480857724745017288e-10,4.180815467100845862e-08,1.692945628076660946e-04
2.726215502556993964e-01,1.851159268834505545e+00,2.781423366031850197e-02,1.039957801531899939e+01,5.161721346833848237e-05,5.074869130267213313e-01,6.103483100720670127e-04,1.836562220984550317e-07,4.190552547830049700e-07,1.043740349078017607e-07,2.838330141293281857e-09,1.497112063716858005e-09,8.348227251888625578e-10,2.305208308432917355e-09,1.249578688769554050e-09,1.883199086404451835e-08,7.150823796742974576e-10,2.365910028434500804e-09,2.088888567166960427e-08,1.079773670025791648e-04
6.754556671272295143e-02,1.842575994517277715e+00,5.896192902279075859e-03,9.690584945012750140e+00,4.960457431147266257e-04,5.751254349523738929e-01,4.816921196203373260e-04,3.433092007153342312e-07,4.135927624969881644e-07,7.120365281968916377e-08,1.919935320185899048e-09,5.149551388808102278e-09,8.570285495645248105e-09,2.510217221426782400e-09,8.882658309374207396e-10,8.838484173567372347e-09,2.098019375543607761e-09,3.012424472272071669e-09,2.232178687722347549e-08,5.920141797144017537e-04
1.274628177208849134e-01,3.979185966824895448e+00,8.792670711461937627e-02,1.344685261050396718e+01,1.003091336061382290e-04,5.336869475823565745e-01,2.609337453518491192e-04,1.904371794878178555e-07,6.315599783252696498e-07,7.313533541625547924e-08,9.942954261007308529e-10,8.618810240125977304e-09,2.055196773093233195e-08,3.804133981082545869e-09,1.275763926050737503e-09,4.056253802914488397e-08,1.051899454371032758e-09,1.469631431499927206e-09,4.820265019332945928e-09,4.730560357306688225e-04
2.692709161093917447e-01,2.283671534768457523e+00,2.169037505832532853e-02,8.315866342651300869e+00,9.217719027062500222e-05,2.362643699829472810e-01,7.102866748388966464e-04,1.120109920380955255e-07,2.685229155512739347e-07,4.427353914045336075e-08,1.760144258244999884e-09,4.480421957382660507e-09,3.549397102871790505e-08,4.826427890992497372e-09,4.735921802943757206e-09,2.510858913334138377e-08,6.792861070315611240e-10,2.988246139220206564e-09,6.215306865860434626e-09,2.558780263156098123e-04
1.226584304169963807e-01,1.955624128237375636e+00,1.481307043549849427e-02,1.600849907243624060e+01,2.211978186580779089e-05,2.377706095326206359e-01,4.601523989525780267e-04,2.593589633249868596e-07,2.821695529915875976e-07,3.632424846964664351e-08,2.656603367303419355e-09,2.540312999489622959e-09,1.017317423500514246e-08,1.441709123709399833e-09,1.487505075218565568e-10,3.348161620403791365e-08,1.540505801083536285e-10,2.513277448976054465e-09,4.947523443598021748e-09,3.528124601030410983e-04
2.129547128097787345e-01,3.793933929731625909e+00,2.893190653756322894e-01,2.224223051760465530e-01,3.514744215278966296e-05,4.867327360070924369e-01,1.243651887664266225e-05,5.988980510562706951e-08,4.524094047938865213e-07,7.135048242144955949e-09,6.095432884911553962e-09,4.400500890939801964e-09,4.732268278675786188e-08,2.120547921471590625e-09,8.624896732754828846e-11,1.438049797482245881e-08,2.728975211326333844e-09,2.698708839443576160e-09,1.583909746790142183e-08,6.967071073849754465e-05
2.064061850370287332e-01,9.285841929706072362e-01,1.283465960005572559e-02,6.901559260368578030e+00,1.283280372426920390e-04,8.205407414984160486e-01,3.270743832803547262e-04,2.377217273729905399e-07,1.527309299978467401e-07,2.447809169730096624e-09,3.121019487269722517e-09,1.502264925807885114e-08,3.209920961343443463e-08,2.544039450299207426e-10,2.274010605515982233e-09,1.002927094103985670e-08,1.199645107165219389e-09,1.182550620195310667e-09,5.524768998848718268e-09,3.217656772431009074e-04
8.245874033208921983e-03,3.306472530516216590e+00,1.504083353488555042e-01,5.183493099380751090e+00,4.634432588375253482e-05,1.492138242784107199e-02,1.987894525894229672e-04,3.036044568485120618e-08,2.526731960656244583e-07,4.251836589290564226e-08,1.267327404573015909e-09,1.983229795424501483e-08,2.526275737959220166e-08,3.132745431514729078e-09,3.912680806769550204e-09,1.056206767476871222e-08,5.587210718766019908e-09,1.941628658149787915e-10,4.084742841284350863e-09,4.275787921510705060e-04
2.012280239294007012e-01,6.900417374756622202e+00,1.939689879359353733e-02,1.546438900873055644e+01,2.513454968739506075e-04,4.980874689981035219e-02,4.418827040148781281e-04,3.431339852239690166e-08,8.110134154469112664e-08,7.540282625704969175e-09,1.539568620788075384e-09,6.831107873058944740e-09,1.624073907314143313e-09,3.329886281261929309e-11,5.706221461371500258e-09,1.687850436705212828e-08,1.017105138618994544e-09,1.120476949547237172e-08,1.787187565053171870e-08,8.229157856737893918e-04
2.289764018020801206e-02,2.961029433202042149e+00,7.447663006192291671e-03,1.810364554879361876e+01,1.145811480150662066e-04,3.714191637116731060e-01,1.345752451939755340e-04,9.385207138753545077e-07,5.458206701610312816e-07,6.564591528403013226e-09,1.476642842962527735e-10,4.439346734272905772e-10,1.395515929835775470e-08,5.085424068281819037e-10,1.828096676446188175e-08,2.501586633561881990e-08,4.075443324885849454e-10,7.004485545474520823e-09,9.922702214189287430e-10,1.669979372732953264e-04
9.735082255016845598e-02,2.351556192565878778e+00,1.337275817119299923e-03,8.716212135002257000e+00,1.064841793552860757e-03,4.495393746762757492e-01,7.472316190141252250e-04,2.870061897223821162e-07,7.923212584691569391e-08,1.452665630316372722e-08,5.207246163029311841e-12,4.811698157801026278e-09,1.965179972145528522e-08,3.732676878132800381e-09,3.840225349386468818e-10,2.522771244162295778e-08,4.485177352140854679e-09,5.964582200536083318e-09,2.692817717709494687e-09,9.797319686063285689e-04
3.874401815656363102e-01,7.538391228324993421e+00,9.511954925810416073e-02,8.276726639325286961e-01,2.469520914094910772e-04,6.831360074657266690e-01,3.158482474991302150e-04,7.969590931957265529e-07,1.190576160506568482e-08,2.615504811450031275e-08,2.029059792347884047e-10,3.032203762046882137e-09,3.645123331360740220e-08,5.892446205899969410e-10,7.183332918453329448e-10,2.546155718642347907e-08,2.325592452611550627e-09,4.169734821973525348e-09,2.420659004242958231e-08,2.298917194104934097e-03
1.508464720929469927e-03,1.864533838790969122e+00,3.647338485255897933e-03,9.652489993455983353e+00,1.552248805341186529e-03,4.894184440747428311e-01,7.641891552400748890e-05,3.797915285439938067e-07,6.012978514328903797e-07,4.073732902282866794e-08,3.715916097821881373e-10,3.382401195316940323e-09,1.176754181620363713e-08,1.673877711151046170e-09,1.473178769667411846e-12,9.265713277695622030e-09,1.979044022517511726e-09,1.512235672322340761e-08,3.741830328107440903e-08,2.687130060674500502e-04
1.438753143869722306e+00,2.506836937035909152e+00,2.610303974125808071e-02,1.148195010032419106e+01,1.371549542558873707e-04,3.464363963330620577e-01,1.638990752521482736e-04,2.538503122799397107e-07,5.285697012234871036e-07,4.511349966923304078e-08,5.076557173557825928e-09,8.078390842986851870e-10,1.955568146401634891e-08,1.094580464323510666e-09,4.329828168817795582e-10,1.932446612306013404e-08,2.702544305540155251e-09,7.920571555116338897e-09,2.774941604699360740e-09,3.416670636558688046e-04
1.212779212262088541e-01,3.237797431296961737e+00,4.447709971217504721e-02,7.053809423402165990e+00,3.373711376083661956e-05,6.802494789311092083e-02,1.181422579336777884e-03,3.457408803892348667e-07,4.417752579154497864e-07,2.614852023755028809e-08,1.053357066452317217e-09,7.596556223986744812e-09,3.342304829628242013e-08,4.678355238083804943e-10,2.151512789364761238e-09,2.643849940671452806e-08,5.728716537101310914e-10,7.014169912901759099e-10,6.102703578542218508e-09,7.266642758608887320e-04
1.126852429755563767e-01,3.066780535964991561e+00,2.200580295233733885e-02,8.657251947706544826e+00,7.476865424097804312e-05,3.738167988189708413e-02,2.212919949136284582e-04,3.051194816862949908e-07,6.356056322292338988e-07,7.988993198250022406e-09,4.761732339422320984e-09,2.527026053889649008e-09,6.578638348044548250e-08,3.397500570616792351e-09,1.514969282883771117e-11,4.079747833904479424e-08,8.526830314607282220e-10,5.611995314885173654e-10,4.053757047017801058e-09,1.803239499514567180e-04
