2.919811788137213933e-04,2.324001801579548276e-01,1.021370799295068243e+00,3.759835038339109882e-06,1.441778297441035074e-06,8.267104340233400278e-08,1.235959434459940289e-06,3.162255165196229561e-08,1.266211144376641433e-08,1.561011205137514042e-08,3.535296652287072658e-09,3.554608291108385236e-09,2.776046432052641414e-09,1.941264229559708716e-10,5.573520588002994782e-08,1.634596760027429325e-03
6.797490088450283338e-04,2.120494658968416768e-01,1.443170637688245828e+00,1.425918663476652691e-05,3.473863364311930451e-06,5.820351517910146636e-07,1.839066254934412899e-07,1.165073439986837996e-08,9.708150968557113083e-09,3.147268876722412633e-08,6.399364775266562455e-10,2.211885829542487121e-08,1.721983300133982270e-09,1.152927705581379635e-09,1.558411052601113072e-08,8.460352402984734968e-03
9.949223166827454289e-04,3.206627943697056837e-01,1.113205160722462006e+00,1.686910157397708774e-05,3.732317868371860435e-06,1.366508931083603752e-07,5.476906752500617180e-07,9.408163081412157754e-09,3.439741123190588216e-09,1.320855110706520872e-09,1.265607730315017257e-08,1.084698804049549768e-08,3.551996289289605661e-09,9.856780077171857801e-09,9.900559795128686141e-09,1.582759836245516832e-03
9.597004890779396767e-04,4.259389713360410834e-01,5.972826411618752385e-01,2.277516992660946353e-05,3.008462371993472720e-06,4.404499270872926776e-07,8.316256951237638389e-08,1.328096664527245772e-08,3.551622630950090672e-09,9.764262426236233311e-09,1.031624307934690080e-08,9.713789685481915795e-09,1.890554211828223205e-09,4.328223770028899843e-09,6.768340917196480033e-08,4.260862294546802556e-03
4.205154906883710607e-04,9.358514555845889871e-02,9.030446904384913376e-01,8.017437980216464834e-05,5.003173889158242965e-06,2.369490472628121665e-07,1.152108408947872888e-07,1.391547412536547672e-08,8.191387376304406927e-09,1.705677080975085125e-09,5.320244338913513280e-09,3.724691360759279162e-09,1.962174557278541977e-09,1.742314796807655900e-09,3.044217569755951310e-09,1.029298114690342311e-02
2.492945195265427734e-04,1.851902458581505817e-01,1.037332247823962605e+00,1.479118803771297861e-05,4.743179415350572684e-06,2.605437059107954390e-08,2.314247795615182727e-07,2.159767596189573833e-09,4.092361970177942688e-09,7.149400840593472395e-08,1.825549601750284361e-08,7.456454299884775351e-09,1.197119073635985594e-09,2.899491585455954167e-09,1.619310483049659918e-08,1.144863807089582537e-03
5.324967081751693634e-04,1.031500620332096441e-01,1.836210175852680981e+00,3.904005134891691835e-05,4.514493958797994013e-06,4.977911251664479205e-07,3.317649952892024740e-07,6.285768650828566018e-09,1.146555406268712007e-08,2.540068732589141312e-09,1.018441572809512390e-08,1.322169161054546937e-08,1.720365997500024538e-11,1.936684228477198129e-10,3.111359924471901958e-08,1.498851200879192883e-03
2.587354933016942069e-05,9.374813563884243361e-02,1.726287233903544660e+00,4.848071657969632711e-06,1.105713777354722743e-06,3.234344443664538282e-07,2.132667947792180274e-07,3.558719509325074945e-08,4.376876093195729207e-09,1.618181039836678617e-08,2.917655495822922209e-09,9.242198809830176167e-09,2.560658222202917274e-09,3.435997842062153015e-09,5.246084182090540998e-08,9.515964427747901138e-04
4.171644355131870702e-04,1.380439424604046617e-01,2.815712219520085657e+00,7.060824383862406863e-05,2.791876463132159762e-06,1.024575618532317187e-08,5.289072266529663552e-07,9.717464915777273641e-09,3.580371269678652104e-09,3.211579363360462423e-08,7.201553826593494166e-09,2.118397591513528124e-08,1.739296214103773561e-09,9.047578908810604650e-10,5.095209723775828674e-09,8.346537644567247893e-03
9.522246606676436896e-05,1.035797668570699326e-01,9.599450554386083079e-01,2.953069532214379887e-05,1.738526330362151232e-06,6.184632488455295401e-08,1.333666232283397895e-06,2.165587413006611612e-08,3.743583293610626815e-09,1.037728847831560436e-08,5.474842135398764526e-09,6.225498956461657565e-09,3.015287300721711160e-10,6.062947483896193958e-10,1.325818949456841763e-07,2.585806074929359547e-03
1.373782602543517726e-04,5.470819979683072543e-01,7.730565951384250623e-01,2.682576561609042467e-06,1.085392976769134453e-06,4.211899513069757077e-08,3.423053194479160115e-07,4.191951935780779318e-09,6.545064689976663234e-08,5.205760784189830051e-09,1.891433627777281106e-09,7.622737985938279347e-09,2.187485652570469048e-10,6.994568076880424286e-10,8.204716963499805925e-08,2.973604541143693575e-04
2.234252038650753165e-04,1.185329298711913643e-01,2.315910648938166894e+00,5.315758342325829891e-05,3.194050698070992936e-06,4.060470022902130127e-07,3.340090288780453437e-07,3.351982598020715862e-08,1.927000410899112684e-09,4.744771274736223619e-09,1.530133813315095860e-09,8.466174878216478824e-09,4.120423490467526784e-09,4.492703931615760363e-09,2.866557686210681894e-08,7.319549730602401775e-04
4.133913901051094976e-04,3.301578531038051878e-02,1.014096432799955982e+00,4.729163884190750036e-05,4.388297709915313155e-06,5.563214540320442638e-08,7.595347612016644477e-08,1.412232635568462634e-08,1.208824718551781597e-08,2.171810112355599664e-08,8.424578567000910606e-09,3.056567083393690921e-08,2.125781043078504184e-09,2.833640848300078091e-09,4.930115673751738337e-09,1.090187519778567250e-04
2.483224499838631986e-04,3.385869982753928475e-01,9.926510098011169791e-01,7.261077396288778164e-05,2.012347109348222324e-06,2.111436275210377838e-07,1.045201389536368392e-06,3.332427630680790974e-09,6.083286981176914829e-09,1.278548001602615534e-08,8.665550030245305015e-10,4.018410429090833831e-09,3.988514476683182361e-09,2.172816930589132635e-09,7.915019014387025839e-08,4.138530887630547696e-03
3.842504560717669836e-04,3.495375352524676127e-01,1.461338330126314533e+00,4.621509792314313595e-05,1.193209759158081972e-06,3.205866439762574180e-08,1.000457244396324712e-06,6.444850700783206395e-10,6.119296532632246911e-10,7.492595346023971638e-09,4.199523200610865042e-08,1.884814482738749109e-08,5.380427208551058719e-10,1.133566244815827789e-09,1.666427502707670965e-08,3.659362734652219038e-04
1.783331546989682368e-04,2.345368657730324546e-01,1.498872112139054247e+00,4.495681111801359689e-05,2.355841095395220550e-06,1.218679053522390110e-08,4.950831167843834101e-07,2.071987481658111269e-08,9.066659612943882775e-09,1.136647469730271435e-08,1.262316600601010069e-08,8.761047801550364953e-09,4.245872904712766450e-10,3.834528567516188412e-09,1.270311017789926933e-08,2.419156605006174063e-03
6.368415677562383687e-04,1.464127887085796831e-01,1.156569749930016489e+00,1.479670614811943164e-05,2.674694225083225332e-06,2.440255022451615478e-07,2.906873707806793571e-07,3.215598155076558142e-09,5.255949457904511941e-09,3.269602202928342038e-09,1.479096540069216699e-09,1.518627080049759026e-08,4.267526950871466525e-09,2.044401091798670109e-10,1.207171526693840891e-08,7.097829665679275535e-03
1.570795909571805074e-04,5.207055482151727588e-02,1.386775525930125763e+00,7.993257598017057455e-07,4.932287943699825582e-07,2.676666191572549802e-08,5.108357846953732264e-08,4.476982255224482133e-09,9.698144240771747145e-10,3.662045133993453259e-10,9.056600456597508681e-08,7.583982123823955923e-09,3.532855930830569576e-11,2.182141583994031746e-10,3.166039154659255373e-09,2.204437531769729008e-04
1.467777537946887310e-04,1.614508003868732888e-01,6.414811489174014891e-01,5.020534053003522523e-05,9.181557254047379265e-07,1.368911371598012345e-07,8.955755686942253910e-07,6.065273562248986855e-09,2.188847377931719516e-09,2.835215663637404485e-09,2.110166096537060686e-08,3.087686988792388836e-09,2.199084222352361042e-10,2.122094251980370237e-09,5.342382001702478454e-09,5.961598523324569687e-03
2.749363279951095185e-04,2.079924301374707074e-01,1.339128351629416347e+00,6.472229495065165211e-06,4.241813123553638572e-06,4.678721835670000410e-08,1.632936009627657169e-07,2.596912626499794555e-09,3.330336383492729505e-08,6.793400799191363514e-09,3.731436887867772493e-08,1.587588236182456744e-10,2.137869933437661378e-10,2.119438686158367712e-09,1.957552335911475825e-08,6.725996939837644052e-04
4.392688439730412842e-04,2.611134953505317990e-01,2.674818741460956328e+00,1.674312252154830935e-04,6.046994290960396571e-06,3.707632133860580044e-07,9.746749195303956550e-07,1.725511300702059051e-08,2.756973737027165773e-09,3.379641992328312108e-09,4.980366263688621405e-09,1.098124266886866106e-08,9.420623821208197519e-10,2.603208113092104327e-09,7.878918906709385264e-08,3.629126807351508444e-03
3.740891907361702145e-04,1.506501954235767160e-01,8.710708873142090081e-01,3.229073291192074632e-05,2.406688695883710851e-05,3.329254452642118882e-08,1.197078515753557815e-06,8.635885882042786107e-09,5.707631683535705882e-09,1.381325988546576610e-08,4.983918961911995736e-10,1.905037323536170487e-08,4.434254779671005723e-10,2.374099269831812836e-09,2.761606632523472637e-08,2.074244755512441238e-02
1.127661556263564850e-04,3.029913006158361233e-01,1.022602240092872483e+00,8.259494467775026650e-05,2.113620208944089380e-06,1.292012684792216610e-07,1.347427538332368058e-06,6.001554893925171656e-09,3.268457238664493958e-09,2.186833372281748256e-09,6.458153149988709654e-11,6.609777196746913134e-09,5.681688881570059554e-10,1.000295116414521244e-09,1.723219784388637568e-07,3.338030031917262313e-03
3.349974615585035124e-04,2.358347618089086106e-01,2.882207750874076879e+00,7.877090070198569210e-06,2.307823762998891307e-06,5.484307784121626434e-09,8.703335210622869907e-07,4.490899873649422750e-09,3.224159847652376340e-09,7.646397360536493845e-09,3.632648498731497645e-08,4.665186451166503957e-09,2.857583375970169339e-09,5.092701809512842318e-09,4.459076937129232759e-08,7.092837933253923199e-03
4.096086457422703640e-04,1.340646642795185195e-01,9.464558078039252420e-01,7.710908830136338292e-05,2.818344417788761585e-06,1.853554259351620809e-07,6.184385430606247220e-08,1.856919617109664384e-08,1.507297670669657215e-09,1.181714957440644016e-08,1.086147571535309905e-08,1.404464439552871176e-08,1.515238170105243582e-10,3.069675499806963657e-10,2.641321341545415140e-07,8.535235653695218139e-03
5.566996244457508760e-04,1.296391509400593112e+00,1.216648425434585512e+00,1.328720554983503521e-04,3.080964731465091270e-06,1.179700465151155810e-07,2.688867934544930850e-07,2.633361338011127128e-08,5.822342007480856637e-09,1.594054566024749578e-08,1.283955872120854474e-10,2.134472651766118361e-08,5.765151440837636480e-10,1.365211825354860531e-10,5.980437840517374562e-09,1.260481229664965272e-02
7.369149430708172655e-05,2.472147439228627175e-01,8.159402688231425227e-01,8.495384114301264826e-05,3.929299571302157873e-06,3.662542698990175975e-07,1.243783518428970506e-07,1.069519919440061073e-08,7.495394641892249782e-09,3.612489440992810491e-09,6.362130182485783420e-09,1.352063424668528626e-08,1.221981001758139730e-10,4.955159985970138427e-09,1.166808521235786297e-08,1.022223596944594505e-02
3.436682622275658234e-04,6.333435274184925912e-02,1.070442325439821207e+00,1.266313179098035451e-05,1.367520648559316370e-06,5.253214280051725525e-08,6.252754963761330452e-07,2.088984038146473787e-08,9.791343124555182369e-09,6.433349566612954988e-09,1.701649157016446501e-08,1.005638565368666842e-08,1.667605968117449661e-09,4.665307898124777875e-09,2.171079099417541222e-08,1.884266688001270430e-03
5.736746819219704259e-04,1.968641645340732382e-01,8.071362705585276576e-01,1.288798500839104201e-06,8.303437381164712287e-07,9.764678992171311886e-08,2.948616514687740675e-07,3.835878812873630066e-09,1.730109821520359165e-10,5.162079129079313315e-09,7.531403529331767927e-08,2.382287353358408743e-09,6.813051863787681712e-11,1.194748125512801167e-09,1.388296738979565396e-08,1.394896284802965569e-03
3.353414247580879283e-04,1.945765668745718172e-02,1.648543015908195075e+00,5.339309163733248296e-05,1.443113427454025648e-06,3.080250462731012779e-08,3.413137964445673428e-08,7.896734281258927042e-09,2.403018794724327946e-09,8.912744724908264256e-09,5.237808150247633266e-08,1.479634434288003496e-08,4.507920674099417540e-10,8.218095362212252355e-10,1.442396092828079867e-08,1.492008756540224744e-03
1.913334190634526056e-04,8.213687046090822896e-02,9.800085281360186862e-01,5.288710276497686361e-06,9.732007583180139170e-07,2.777268926015876159e-08,9.448977982783175599e-09,6.480109887671358773e-10,1.471490919115723469e-10,1.045233801905409393e-09,9.179017779333206116e-08,4.871707088826563222e-09,3.796606842566152249e-10,3.239813060749905592e-10,1.709636514639579817e-09,3.227777041457744606e-05
5.285301266785620187e-05,2.612202623124024181e-01,4.195986579216972601e+00,1.331909565792541389e-06,1.704963791096927703e-06,8.300251730860643592e-09,3.544398103375570705e-07,1.483552539385154886e-08,4.077662976700501232e-09,5.372110929343964895e-10,3.207880381460807504e-08,4.517637581635424681e-09,2.238369801732403786e-10,2.797161601415167040e-09,9.537213121780713801e-08,8.536817158083324355e-04
5.714198084355157818e-04,2.027259052654569738e-01,1.049351656192965221e+00,2.143088337635239019e-05,2.258684329655639798e-06,3.277985463551132991e-08,5.249662997984418070e-08,1.683384529608339026e-09,7.716276013275879620e-09,5.967727760939216413e-09,3.801525664810828743e-08,1.864419893333176251e-08,1.283137527090625600e-09,2.840633564551847607e-09,1.008972268897757412e-08,2.721367301782926483e-03
1.819905539216643258e-04,9.950483891020966976e-02,1.006438502702040827e+00,4.941030826014424730e-05,4.220695096534209373e-06,3.851428540878694472e-07,4.582275878797796408e-08,2.039875422058335618e-09,1.216027778215023672e-09,2.562075319512383796e-09,2.621121301833554750e-08,1.211472673748556404e-08,2.519412418760113456e-09,2.141098228542876842e-09,7.271870850771239108e-09,1.272863633742042297e-03
5.343269959353234757e-04,1.631425496078972026e-01,1.127450536958427785e+00,3.299443309698896622e-05,2.876396823016001847e-06,6.946800628064265425e-08,2.925062331688017123e-07,2.155882001597818488e-10,4.759039725805941565e-09,1.975614391528606568e-08,3.641784731930900432e-08,1.244406359503521486e-08,4.793156441685679816e-12,3.233554499571220645e-10,7.745076647798111037e-09,3.588205579816182173e-03
