1.493188869474175998e-07,6.451818202928539077e-08,3.405157478297448082e-01
1.569376262327144858e-07,5.338334590219715554e-08,5.001173297569330156e-01
1.513214586356963502e-07,4.940185218007990147e-09,4.771993855855030109e-01
1.007335677568419096e-07,1.656499285537716199e-07,7.469560201439491565e-02
7.463911622460412155e-08,8.820036918159971888e-09,4.787128810263992507e-01
9.221597283413489966e-08,5.062409024362705020e-08,4.422298738831140774e-01
2.408626813565855565e-07,1.492937585763200417e-08,1.223859447428791297e-01
1.765885466563457814e-07,8.980322364572568266e-08,1.677941534053711270e-01
2.578139342400270950e-07,1.684051563562847835e-08,2.838855891023590594e-01
5.421178042830962661e-08,1.298824973070859196e-07,2.796299932125810295e-01
7.721369691854629931e-08,1.167740923815046322e-07,3.918095510944515913e-01
9.651031675896312349e-08,2.039047831885676117e-08,5.543176456826131027e-01
1.166203216242020917e-07,7.426057595999701904e-08,3.064180351858561968e-01
1.329086403076674666e-07,8.248631561868437182e-08,2.078226000736334567e-01
8.969855033390735949e-08,9.416048007659746561e-08,4.450541826664969336e-01
2.113989164150602647e-07,2.099492357646784236e-08,1.437215286322975349e-01
3.231026425357578449e-08,7.332673739247994662e-08,2.133440157740884024e-01
1.076241695251421655e-07,3.052221932908427984e-09,6.615001951348185028e-01
7.073576690552184655e-08,9.231288800042832556e-08,2.869537795318001239e-01
1.598473297100808397e-07,2.998832355621091871e-08,5.146194968757006327e-01
2.663075735870700035e-07,9.326957076964295085e-08,7.440029387206320566e-02
4.978102530222967130e-07,2.006820614095811202e-09,9.807205412710665038e-02
9.432010691664424658e-08,1.652759856194450698e-07,1.212045431266040446e-01
1.051884653660337685e-07,6.464343319973502857e-10,1.050990129693429420e+00
2.214560834525251464e-08,3.041815251707614065e-07,3.779714425483904350e-02
9.414316191568961279e-08,1.477189702234258686e-08,7.903834583515287893e-01
1.399336463204267676e-07,4.686160087903381020e-08,3.350664700469072610e-01
6.260343361900768476e-08,8.781905178513234870e-08,2.840013006764299242e-01
1.788365339609416752e-07,9.664646371100200960e-09,4.335838667964095894e-01
1.676201816432192802e-07,4.662839065538381949e-11,5.175540127241222699e-01
9.735338259435996941e-08,1.240967290558697629e-08,6.129604602842922967e-01
1.514560619450587064e-07,7.969807226242975924e-08,3.405682544057894168e-01
1.850702645634043688e-07,3.274503702606035327e-08,1.894980639887292040e-01
2.296629064912983129e-07,3.508887284142248189e-08,8.208925668599334480e-02
1.355037881848889146e-07,3.989035636318050644e-08,3.645323348280105624e-01
1.420744604194412988e-07,8.682808614010774558e-09,3.763902036418997898e-01
1.799846901060358266e-08,2.939809444607333800e-07,1.955569455660324460e-02
