4.852439963182206273e-01,3.761377491884281277e+00,1.682551736542591669e+01,6.619340812875582070e-02,1.603140957820354032e-04,4.036704343311773359e-06,1.043192161482627966e-05,7.589379833542040660e-07,5.452215684703821495e-08,3.032454635848835246e-09,5.981602711911957653e-09,8.377324291423879404e-09,4.885563983032191193e-08,1.920027338554981413e-09,6.818043263848697482e-09,3.176141534889065224e-09,5.126153226410502755e-08,2.171539291017052964e-09,1.043417785698490252e-03
2.100435086196994927e+00,2.693631755893203472e+00,2.311210675684112203e-01,2.663492414199399028e-02,2.603845400475971426e-05,2.736107948796555265e-06,3.073395247018115468e-05,1.110674358674869436e-06,2.242529335812322199e-08,1.002653927712425872e-08,2.958763312698658268e-08,4.588432439866694216e-09,1.784582289762798804e-08,1.508471539792205921e-09,1.917262924597626838e-09,3.544687379109488786e-09,6.140908776771115934e-08,2.365363442951442266e-09,3.774315081595103205e-02
3.439300108849002946e+00,2.652565239541950337e+00,3.700319506925075075e+01,5.962190647898317486e-02,3.072090872496705747e-05,3.705377563911086759e-05,6.855475596039544578e-05,2.251622501287760340e-06,4.783318008184011827e-08,4.722998475743462755e-09,3.456833691015243642e-08,4.188662132742199338e-09,1.266820969325459558e-08,1.743740396650460883e-09,1.328036386374400005e-10,2.751487598888826816e-09,1.717715594887770597e-08,7.713870465578616418e-10,1.685302147124453920e-02
5.390732752771630665e+00,1.466241788106876331e+00,2.947707231128740091e+01,9.362966772616287264e-03,4.293210632337591897e-04,3.440972327864017498e-05,7.503775084815203869e-06,6.210485225440424903e-07,1.379014848478667128e-07,3.545208647316814676e-09,1.477476269057645116e-09,3.145030758838904689e-09,2.399308652835517696e-08,3.679018053091856557e-09,3.287255807848832680e-11,1.391225980699866187e-09,1.472065690078431586e-08,8.039024361830008274e-09,6.847572866580017847e-02
3.028666689435740578e-01,1.799817225811167765e+00,2.418165221654345487e+01,4.093181869141514911e-02,9.579648798869146360e-05,1.380056453993345727e-05,1.109559709789315464e-04,6.310796482644864123e-07,1.100197810280875611e-07,6.629227238733734525e-10,1.158156457212890457e-08,2.963107467311921727e-09,1.042041402006071766e-08,1.186570259680418655e-09,1.001214257798131539e-08,1.595606591505356986e-09,3.460600698886326828e-08,3.197150900863836857e-09,2.358774995639547137e-02
1.131038754513354005e+00,1.421706135619482003e+00,5.162862301387330710e+00,2.749500548628299942e-02,3.810509561426633681e-05,1.921068114917673920e-05,3.811586757264544853e-05,1.038340264375095435e-06,7.054111045674306497e-07,8.702542309469975099e-10,9.914045427030318426e-09,6.289090832979597850e-10,1.019905041417603644e-08,9.922961705472820029e-10,2.358785751790150128e-09,2.353449874281775345e-10,1.196939609403634877e-08,1.566308089432430553e-10,5.633236488163614886e-02
2.003168942412008047e-01,3.072090337108709601e+00,3.041984597088100539e+00,5.203896345204740703e-02,7.238424836190911302e-05,2.830771639435431897e-05,1.140447771900288262e-04,4.096405764831526545e-07,1.707759038712546077e-09,1.649297737867208619e-09,4.880977105225850975e-09,6.470606614033373041e-09,3.149761883431454327e-09,2.355070940102573566e-09,1.100255610827261190e-08,3.024274086850620827e-09,6.805044215081952262e-10,1.168552639658700560e-09,4.061416995219823550e-02
1.111628578172508375e+00,2.983696469502117754e+00,1.787061924864986295e+01,3.722565127397903240e-02,2.782171719843951323e-04,1.682303126355024544e-05,5.990993395293773150e-05,9.692685431860828735e-07,1.642112387991500724e-07,1.922530642727175949e-09,6.465387791995160488e-09,3.915929495242717193e-09,1.979569869062655039e-08,1.105325896422724972e-09,7.898686740601570928e-09,2.712554577819101751e-09,1.498429044483919814e-08,1.414367385629230275e-09,5.313075046733838763e-02
1.522294232419421522e+00,3.758833250003420723e+00,5.664331124159529551e+00,6.375079367750208226e-02,7.215599846471801239e-05,1.427835794384657805e-05,9.974699722578864375e-05,2.700834467506647916e-07,3.713128205493972890e-08,4.160038838281105288e-09,1.038982278489520108e-08,1.943513445860716566e-09,2.175000989192846858e-08,1.563068362025034501e-09,1.891590112975428751e-08,1.775341183494449806e-09,2.935012870305796622e-09,3.971746483588061028e-09,3.527020894405954315e-02
2.737254520817228531e+00,1.040699577867149284e+00,1.136508209650507695e+00,3.855889709888792732e-02,5.995230190083166485e-04,3.015479830413397890e-06,2.816998377509990391e-05,6.534086894641761013e-07,7.626477515010798209e-08,7.637222120722115598e-09,1.380183262606397440e-08,6.182155498153184756e-11,2.425083608527364956e-08,2.128117356394066711e-10,2.499114393895141371e-09,2.407451456372357945e-09,8.032107931749503094e-08,7.775187318599872078e-10,4.389525319978515583e-02
8.581996390416243514e+00,1.915630869695899463e+00,2.379162146585792925e+01,2.159906119514920508e-01,5.440182219939738301e-04,1.494395424393076609e-05,8.284825243112445541e-05,1.622735791977955828e-07,3.492601025570691029e-07,1.557582897523507693e-09,3.747607628232677374e-09,8.185781337354374075e-09,6.441495473927261664e-09,8.132288172372372363e-10,8.348661392560203182e-10,4.442348885887694628e-09,8.199509556605929522e-08,1.583289828419020538e-10,1.070308727261180815e-03
2.318957556462386549e+00,5.053912900764774285e+00,2.928209706901099718e+00,2.297194350216226477e-02,1.153633303521251581e-04,1.173457441934735880e-05,9.879643113462892746e-05,1.027649940369735825e-06,1.142855294387590504e-07,2.591962102269124812e-09,1.798583605874105368e-08,7.934198903669597180e-09,5.917299389068808663e-09,5.345293717172215125e-09,2.212327083767371115e-09,4.298296441807660330e-09,2.897651682896456311e-09,1.396129029558607778e-09,2.759418774807207222e-02
2.896680193332505038e+00,7.658773882881591000e-01,1.200847042664243469e+00,2.771755253997747886e-02,1.837965218036881354e-05,1.835136524916689747e-05,4.491317419109898575e-05,1.168883254577950029e-06,1.352043411767179566e-07,3.250395443164064917e-09,2.175335898526167627e-09,2.489878309606792052e-09,1.879956718923857108e-09,2.908343753653157009e-09,6.489521312136172411e-09,2.646519235211748808e-10,4.613127214061429709e-08,1.023449036761553327e-08,4.180798612502435729e-02
1.061199101761321817e+00,1.617383231468223492e+00,9.656932892675452962e+00,3.599478736021116676e-02,3.281639971452729497e-04,2.635850223314220760e-05,6.720241651728858009e-05,4.026320014057389515e-07,3.289268277301350409e-08,7.792963384064294971e-09,1.266062543042585663e-08,4.081896085392201867e-09,5.022680130115249244e-09,5.473689565996203155e-10,5.246545839828273086e-09,2.225618608897255152e-09,9.859753367440439722e-08,1.946623070806807434e-09,4.834463771006101626e-03
2.179674729385031373e+00,2.051814545686271529e+00,1.431943699618782873e+00,6.075680369448489132e-03,2.960305910410072772e-05,3.921683931340145900e-05,4.009740470968378094e-05,4.140772754300839710e-07,3.804912188602964366e-08,5.213258969463016276e-09,1.966618333056129226e-08,8.369926310466884899e-09,6.663946326843759939e-09,1.498772010711953366e-09,7.454551375946996993e-10,1.793735595322660382e-09,5.310357556348818883e-08,3.431451415378272559e-10,1.382906332962442753e-01
2.969948167566998976e+00,2.882799852720625999e+00,3.643206649926837848e+00,4.229316285454573499e-03,5.616343978305494787e-05,5.144274063673114704e-06,8.041675845829902511e-05,1.126070817287097394e-06,8.273601367095139540e-09,4.517799471971273937e-10,2.052858756008001445e-08,3.731402295128139113e-09,1.341849457226710761e-08,1.955621427046613533e-09,3.104873069539176521e-09,4.586987554489520440e-09,7.208641718080056399e-08,8.756838085503856572e-10,3.178168130037790917e-02
1.837991008300699391e+00,2.816702540198363636e+00,4.386162714565858600e+00,4.191028135952854644e-02,2.777176832046905050e-05,2.665004527076407021e-05,3.788590844112326415e-05,1.746415419836349158e-07,2.025743663896270251e-08,1.436531684504401726e-09,1.711927775590927671e-08,2.444942999681452499e-09,3.047154578535461568e-08,3.989560158683866324e-10,3.986905726310536696e-09,2.872759740208015238e-09,5.276261434140489797e-08,1.329360611489353247e-09,3.178231739298549574e-02
6.759062083605240634e-01,4.520089750381369065e+00,4.206630967432358759e+00,3.019917068822989756e-02,6.364617915633255778e-05,7.959182193945134667e-06,3.799407773826668630e-05,4.685919963889080079e-07,6.779066368446373659e-10,3.970142074248308244e-10,1.368324089947403542e-08,1.150162759998243045e-10,1.149754643490216708e-09,6.473091161261491200e-10,3.186477920026388076e-10,1.057338400572209941e-10,2.376856939244562847e-09,3.612862900411755584e-09,3.541507871098013016e-01
1.797678325623491169e+00,2.169179429616840959e+00,3.859635487646291274e+00,2.674555153192747711e-02,4.733383706296946463e-05,2.064049008121644562e-05,9.579985079049626337e-05,1.733425919510512155e-06,2.821561838581408754e-08,5.792410347411734457e-09,1.765607872461386723e-08,8.427121582668019117e-09,2.102139631922676021e-09,7.626093857720123873e-10,2.531270617799246646e-09,1.619270493749853987e-09,3.674608241688674340e-08,2.245065002247080431e-09,1.146511407011020431e-02
1.349549406486916681e+00,4.860626528016546821e+00,3.564661132095109153e+00,1.734035587802134626e-01,6.967303673686955012e-05,9.910398706209332527e-06,1.006080523344916221e-05,1.526714111629348207e-07,8.334740165862846487e-09,4.533124398861167421e-09,7.998721921979886300e-09,3.558145913376884760e-10,1.926866090560029544e-08,1.898248881832998850e-09,1.519410794748482245e-09,1.709234397363406938e-09,3.058954197788810982e-08,6.605281903659600006e-10,1.797101602287278777e-01
1.450243120409308251e+00,6.137406818645255946e+00,1.063983294008994207e+01,2.262098162584897515e-03,1.456413623779220052e-04,9.415073944474032036e-06,7.935446768618016102e-05,6.194835551959815243e-07,1.417575068380308656e-07,1.716163435520254518e-09,4.725580206676483876e-09,5.004223519574233056e-09,1.187485849801539686e-08,6.633345022031283645e-10,1.275807042997053378e-08,4.065796795425525337e-09,4.112554278546846188e-08,9.695107021577387928e-09,3.115408434144729954e-02
2.299101487930724552e+00,1.149714254492601340e+00,6.563252896227480448e+01,7.322058191069419353e-02,2.609431995673994155e-04,1.919365223995375550e-05,7.015836284244677721e-05,7.120777420901925671e-07,1.431281342256092299e-07,3.252200498278294850e-09,2.680550202076607019e-09,1.376381469158362225e-09,1.000473338894058890e-08,4.285057173937793610e-10,4.354110112775060101e-09,2.308270065255869496e-08,6.292559142466822911e-09,6.414081231168157842e-11,1.459198081025593272e-02
2.314486622230580881e+00,2.223821355411982559e+00,2.906546129284009083e+01,1.316206663948820549e-02,8.005523387625002041e-04,1.798579447709487531e-05,1.062848220140937298e-04,8.899947117552941243e-07,3.023615928491949792e-08,6.813097376901147631e-11,5.466620134469871702e-09,2.904804145734576395e-09,8.870847474495051989e-09,1.484171214418690541e-10,1.309854693480438845e-08,1.446787082265611658e-09,7.956513119851173687e-08,3.372308867332908359e-09,4.076693970627428415e-02
3.743412359190938510e+00,7.005602851204822734e+00,1.235459940617238850e+01,1.983769675385743322e-02,2.153652476678871979e-04,6.686974862989044127e-07,8.448508457457323080e-05,5.240526609600814568e-07,2.874760803678346570e-08,6.827615355029817929e-09,3.627458059161437222e-09,3.826358896006046993e-09,1.140399332208351569e-08,2.461390649629571272e-09,2.957445185414263542e-09,3.979505436242229729e-09,3.494010236408641192e-08,9.486080135321717697e-09,1.497377170022690107e-01
1.250097606757755830e+00,7.049638857664793923e-01,4.227888300589572168e+01,6.457313326963587397e-02,1.092699450312922945e-03,3.429067418638860636e-05,1.245128532159983311e-04,2.246586441446828682e-07,1.270047600881832181e-07,2.153252817221738068e-09,1.293797394286446930e-08,1.148206595874399741e-09,2.222934011286884347e-09,9.904923770191949120e-10,2.062578450531719109e-08,1.102324383214004940e-09,2.055409834125847841e-08,6.203718179855164310e-10,5.928840003439200118e-02
