1.941570988813737797e+00,4.489970647646700584e-07,1.199194008028940747e-06,1.438908165116812235e-08,3.794830091984845525e-09,1.065881343038094738e-08,9.405030664339931485e-09,2.502332548710781907e-08,1.082112410638494654e-07,3.324862480121031777e-02
1.297345593006635989e+00,1.509227069066972491e-06,8.928682731037788566e-07,3.235096540670231548e-08,3.929372582380582752e-09,1.866057640774186271e-08,1.090894000235945264e-08,2.501690408632826204e-09,1.933881995093840332e-08,2.433169419887983714e-02
1.455485541163886065e+00,9.275306305791057888e-07,8.611732134386474829e-07,6.394663292550187960e-08,1.751623497726940924e-08,4.932652643215753651e-09,1.113239594267071789e-08,5.534068369681227832e-09,1.679961527253200829e-09,3.663537118821572069e-03
3.980584756009541425e-01,1.719031386434512768e-07,2.926533051374170549e-07,5.624491007829036807e-09,3.876582144901371335e-10,6.390350806044216811e-09,1.402415620126642729e-08,2.624347345092937549e-08,1.226796216870553290e-07,3.614038178431654841e-02
1.321609991035599396e+00,7.037897172025905975e-07,7.507033952151115334e-07,3.214490421627794852e-08,2.232398097663296080e-08,2.046244217267049870e-08,6.271423398172005798e-10,6.575166064282105558e-09,9.109517225815231716e-09,2.875352536162965184e-02
8.785706440810023832e-01,9.665822698951236024e-07,2.787882901942057698e-07,2.317779827684983951e-08,1.584673731332215093e-08,9.691800549146199207e-09,1.254165324981428535e-10,2.155592888205332078e-08,5.441548889338767027e-08,5.102015166151639691e-02
1.727587267437442176e+00,1.026568173293540436e-06,9.419619035111412048e-07,6.788569146538235485e-09,1.725657570710931199e-08,1.070546327688485735e-08,9.154626463213923213e-09,2.682642597878345085e-08,4.119031923724534506e-08,8.850514212636535413e-03
1.319534574835325103e+00,1.536110878908424801e-07,1.444614852065758756e-06,2.089438072499904812e-08,4.909273751435733978e-10,2.606941277748009974e-08,6.742235170456903412e-09,1.315091916054868492e-08,3.929500438611112489e-08,2.517559980665531882e-02
1.861040139061454379e+00,2.238510692899110724e-06,1.981215721885452606e-06,5.825604836476036341e-09,1.810397477311064561e-09,3.391800357129865009e-09,7.076156667994084480e-09,2.464782382154578203e-08,2.869842021636462515e-08,2.762311328125137758e-02
1.202157192502673055e+00,3.358199295760306910e-07,1.450381752799103003e-07,2.821934879389520668e-09,2.239276493361879582e-09,2.069146487047300462e-08,2.546596575319991117e-09,5.112954852716474888e-09,2.621277231864513581e-07,2.501778460606133778e-02
7.758844105303834837e-01,2.920781717789013110e-08,6.309507813385360363e-07,4.549815390482524488e-10,2.176720851591440665e-08,2.784810594877964272e-09,2.674605809511483052e-08,1.187835022677106163e-08,1.869034545015543555e-07,1.414094247695656462e-02
2.661910392044583240e+00,1.199227140925952781e-06,1.165551236066874775e-06,1.336531109017553200e-08,7.554726765486063726e-09,1.449759710731821160e-08,1.060211162262040901e-08,7.109380806400455529e-09,4.066619630736800512e-08,3.833243190598205254e-03
1.320635614542410297e+00,7.006334195260345743e-07,1.339243027953305448e-06,3.616395205570417881e-08,1.463366070201195463e-08,7.810373359337278467e-09,3.064492687480355971e-09,1.805146116024013987e-08,3.996301885834316249e-09,3.978379891699868748e-02
9.946752785663668384e-01,6.655480572950206954e-07,8.053622667099366092e-07,2.607064902972519814e-08,1.935707715007182227e-08,7.435213718582014773e-09,1.021254315396079156e-08,4.367019130813529788e-09,5.934212873643638211e-08,1.572575571901774216e-02
1.040522889735719936e+00,4.755389134945517365e-08,9.280936897254987896e-07,1.665653428971652898e-09,2.944777340595744141e-09,5.074243593558168392e-09,7.190675151804503123e-09,5.620709243998195158e-08,1.388277165894306664e-08,8.258900290798334987e-02
1.494113726344664439e+00,1.121629025525927524e-07,8.123885733228126164e-07,4.199796667747406295e-08,1.315472044217618867e-08,1.687474949102656120e-08,7.559962075486091301e-09,4.391604452911430275e-09,3.637843980930154124e-09,2.586524337025697395e-02
1.514242657684071514e+00,5.758174029499481679e-07,9.172051869725342717e-07,4.133183811606717488e-08,1.237475276849306493e-09,1.145928674899054170e-09,6.014935653752081924e-09,4.898089511248738154e-08,2.478159955380819435e-09,1.628958343528347577e-02
1.202765281753634286e+00,1.535346127343071293e-07,3.823661053189586815e-07,3.004969240876357059e-11,2.772630039524855815e-09,2.859732582949975794e-10,1.227669768040912644e-09,2.184733722577225324e-09,1.282429800308119344e-08,1.756848680943621233e-01
1.110099734977191499e+00,4.656703849904496312e-07,1.142705098257418129e-06,2.385050918561122833e-08,2.141913806322138186e-09,9.622676018543722227e-09,7.090966718341773606e-09,1.420242223223243853e-08,3.966465766059161004e-08,3.296580781740805766e-02
1.439834876166923738e+00,5.114797387457171930e-07,3.363983009457961373e-07,1.467979668487823791e-08,7.540219277215758801e-09,4.163338321894084556e-09,1.325111908074828958e-09,1.249261962173566376e-08,2.355263909502087727e-08,1.401723410155025773e-01
3.036583880532953028e+00,1.805824876261282307e-06,7.104520186417119760e-07,7.191229348729874914e-08,2.646178161008312207e-09,8.119100038323307779e-09,6.019315194775933783e-09,3.410820938046739443e-08,4.939026886672328719e-08,1.621458453341829628e-02
9.078275365312353795e-01,3.126435794989698361e-07,5.997337486576090381e-07,2.107778632153634895e-07,1.310322781469473265e-08,3.651422266483462660e-09,1.300057613504256593e-08,2.938832518724241255e-08,1.778149654725144178e-08,3.270350274917807696e-03
7.056992348744453025e-01,3.279878837865845577e-07,6.644577872470128348e-07,2.490054183585500503e-09,6.367100248589061219e-10,5.975506757349603113e-09,9.448027417440481272e-09,4.013949318754589890e-09,2.891452992576635170e-07,1.600206636279815839e-02
3.267703497046866801e+00,1.158206201400438773e-06,5.690071177590533905e-07,3.090149428831029050e-09,8.526596305168568122e-09,6.297101420397954749e-09,1.506994757124247883e-08,4.960236024588082047e-09,8.076423703421780890e-08,7.915176460795561586e-02
1.107591286778156769e+00,1.317730053308043928e-07,8.710519461552617739e-08,6.278939324140953520e-09,4.144853106899344298e-09,3.181543064742955342e-09,8.413593017955749580e-09,5.899235036083702038e-09,4.025728874359813325e-07,2.132506289180707490e-02
4.430165094974328754e-01,4.231403136838248784e-07,5.062651323701289562e-08,2.395667047490969948e-08,1.158770253931610005e-08,3.528148705355602446e-09,5.730770419598548839e-08,8.857580997285773331e-09,3.830470033017893023e-09,6.024460912515093580e-04
5.956853072724381803e-01,3.651942541840938521e-07,9.570179335521931088e-07,3.825832389603042630e-08,1.360686170542065974e-08,7.206530864130348996e-09,1.911986590348462779e-08,1.609705333680676514e-09,5.487539570267306106e-09,2.313345509098066813e-02
1.201734151833712794e+00,1.326295376160416466e-06,1.126958768583599883e-06,3.022923550722397296e-08,2.215902584429462105e-11,2.248953583520894523e-08,1.005511831674202578e-08,1.423762189937509326e-08,1.039743557877900096e-08,8.274146629119849550e-03
2.068354405640112081e-01,8.349339535814416031e-08,3.973211653265504755e-07,4.567430765401055429e-09,4.380497320951629495e-09,1.367352406154982880e-09,4.806989919927240592e-10,1.407330433687831806e-08,1.987446158795734685e-10,1.459213155867934431e-01
