8.887630772839284852e-04,4.957863459073113405e-02,9.327758500882522032e-07,5.765717335623412897e-08,5.423165397672641093e-09,4.212298325148312642e-08,1.410513465381330790e-08,8.078814669592710888e-08,9.112299684994662162e-08,4.157594547325983714e-02
9.074641137057134349e-04,7.368346963451859188e-02,1.300589701563201208e-06,1.010630108278378237e-07,8.667781632922170660e-09,1.019310724908227550e-08,2.753378195455339375e-08,4.644905749536485508e-08,1.819787752919335537e-08,2.696414959188707383e-02
1.006191431011962045e-03,4.778748744830996903e-02,2.508180707391604058e-06,2.551542359533145206e-08,4.880433378567401794e-09,2.479337033304268875e-08,1.659743207704345838e-09,4.353168458252617122e-08,3.665431732896414151e-09,7.668959159998867126e-02
1.309681055025638816e-03,4.159621393522203864e-02,1.042532302330738246e-06,2.285562424090204871e-08,6.246153071480500486e-10,2.096676473660663103e-08,6.180664988915376104e-09,8.590334448601397459e-09,1.967984111561873913e-07,7.062833465735869620e-02
4.778641397572610389e-04,5.080630853318728740e-02,4.140797861769121260e-07,1.887505243304067948e-08,6.996558189946094793e-09,1.008773244867431633e-08,4.254915119568685654e-08,6.347539396435259606e-08,5.664633775034594424e-09,4.679567943376587019e-02
3.305843962781903071e-04,7.198626378293639105e-02,1.797261982998131850e-06,8.334825297552727018e-09,3.452704210818308497e-10,1.422244999101592957e-08,8.482305120823877949e-08,2.679950819567521570e-08,2.053088408017099655e-08,9.246409238480121640e-03
9.682583959408197884e-04,7.855634222831577029e-02,1.175046453160210169e-06,4.959445739898654243e-08,4.061061491800844008e-09,1.903046183993760079e-08,5.872531978607189890e-09,8.032630495804063018e-08,8.758876369850621451e-08,1.110741056689225695e-02
8.939011306615974326e-04,1.004468955166947786e-01,2.004361220307327020e-06,6.469919230767103075e-08,4.326736877500855397e-09,4.601419861854576793e-09,1.322978316099654192e-08,2.383711570969864218e-08,8.490223401237322236e-08,5.090071716498736909e-02
6.202125890265300021e-04,1.144126370944843485e-01,1.836008628058691376e-06,5.851623643416089362e-08,1.528877489460257810e-09,2.710815224766276148e-08,3.537077090017306701e-09,9.519295219950936820e-08,3.075906383905085410e-08,2.848148256080614699e-02
8.475340347164688967e-04,4.889325436256484331e-02,6.473955826981499675e-07,5.109402719391431099e-09,1.617423000617817383e-09,5.455181620904088096e-09,1.066753932481753135e-08,3.624743467381987740e-08,2.284531535518161969e-07,5.880419726773945116e-02
4.183366867751373572e-04,2.584164079877918768e-02,2.020361131794874029e-07,2.273296246243680733e-08,4.091307263225299015e-10,1.142840654511882364e-07,3.910497113928670578e-09,2.427939902045989558e-08,1.547374702403024022e-07,3.365293991434011034e-02
2.787204982579635760e-04,1.457610303937511564e-01,2.246113885686811422e-08,2.437895163152185525e-08,5.771423190138583621e-09,2.107036650516265136e-08,1.112337997327291440e-08,4.666620819858266173e-08,6.917034265619003161e-08,5.136002398795178753e-02
5.453310771284661847e-04,4.239166910585021042e-02,7.820761586375701817e-07,5.465037157516913221e-08,1.780748612369144835e-09,1.042540254223991674e-08,3.986281506745134614e-08,3.326945036250689024e-08,7.301194110032892506e-08,3.487149277888727111e-02
