7.373090620563169060e-08,8.733487409645135369e-01
5.231893238465212543e-08,9.730530515751059095e-01
1.218462030852119776e-07,3.556590287221448321e-01
1.097960315404357989e-07,5.225804849688571174e-01
6.081764368656248697e-08,6.258787398589670259e-01
1.091742538298578057e-07,5.767489200674480454e-01
1.092371446542071478e-07,3.286399900767825177e-01
7.386335042866903142e-08,7.777742250891799269e-01
1.112631813980953505e-07,6.319327099701125272e-01
5.018422365328076762e-08,8.926783007533659609e-01
1.842192510483113983e-07,1.905805826230985989e-01
1.520463101990616066e-07,2.968904303060757033e-01
1.400343428763634135e-07,2.910310416915574683e-01
5.198822009425936761e-08,6.110994928003938842e-01
3.740021873760456300e-08,9.161756676087735585e-01
6.675888710973736289e-08,5.773320740507577042e-01
1.004704542975701833e-07,4.096657918301347401e-01
1.281812542064007763e-07,4.867642034664615980e-01
7.725514435705287421e-08,4.843943876503523094e-01
1.667086942848825804e-07,3.078707902859509349e-01
1.915365606363267206e-07,3.523946840534568636e-01
3.129236483986225694e-07,2.733939313956959549e-02
1.115863168432085792e-07,5.916607482594602452e-01
2.147173630292310238e-07,4.325390911303556574e-01
5.818942232921350435e-08,1.120867867677902474e+00
1.108242991908119190e-07,7.143582416804807877e-01
1.758862913813658519e-07,8.791029237103947791e-02
7.184179808141988813e-08,5.685502330503570123e-01
1.065137101836747836e-07,4.255077223314606139e-01
1.642328334841148141e-07,1.933426125996179634e-01
1.066692753935686498e-07,6.446523969508330953e-01
7.329407473652590369e-08,8.126111001270920342e-01
8.517670548088744212e-08,4.737500808044226019e-01
2.740636821561716230e-08,7.438998073640120667e-01
8.354723232904252957e-08,5.828820741871276745e-01
9.846714009515755652e-08,5.137629830735037650e-01
1.711513446866259296e-08,1.389874919241635087e+00
7.914092240637434196e-08,9.429920374048543774e-01
8.837756299935518491e-08,6.594126676019742561e-01
6.251482183543175915e-08,7.839535383622669995e-01
1.382042048945683404e-07,8.570664023417097210e-01
7.803805559139287296e-08,1.151800822415707026e+00
1.893730767586997148e-07,4.313403088109935557e-01
5.909782546368720107e-08,1.390575268315396018e+00
4.055317523128415688e-07,2.037242568408620391e-03
3.834637852975438935e-08,1.297111030354903827e+00
1.161054088866707051e-07,7.905775896892343058e-01
4.039914194393469954e-08,1.066399166550012545e+00
2.459590040312522338e-07,3.190263252081290135e-01
1.013082847651633161e-07,1.015832411599584928e+00
6.995681255537193720e-08,1.108126177175736915e+00
7.694496566714019304e-08,8.369516715504452531e-01
1.114946417891321852e-07,6.250408887189845553e-01
1.499843057691449817e-07,7.598867388193759620e-01
2.286017549112330473e-07,6.869685942844923343e-02
1.122959107404345188e-07,1.140849987058171422e+00
9.352513765859673630e-08,1.083728942664593964e+00
1.140463342946644931e-07,7.886337946746108107e-01
8.313107927232531490e-08,1.164029243979939565e+00
1.026354231654994694e-07,9.634836783771172364e-01
1.261295095807351300e-07,4.605567230628179742e-01
5.695484813565961957e-08,9.909753689942272237e-01
4.267711749984754233e-08,9.965498700846293634e-01
