5.215936959577527343e-02,5.224768446533890887e-03,1.154162880961789228e-05,1.480574069455930432e-08,6.450594019230070163e-08,1.197410532694785760e-08,1.919193128054278003e-09,8.444078955662450551e-09,3.012498366747658249e-09,2.568611242017110143e-09,1.202132985821130484e-01
3.441304345699235795e-02,3.207515202511091422e-03,9.380267092403376841e-06,6.020748042394024012e-08,7.071733180395557150e-08,1.597621016931045223e-08,1.012802310085321581e-08,6.323608507222919789e-09,8.563363286379351528e-09,4.104902203859760022e-09,3.697000458900828734e-02
1.603656335017553669e-01,6.707676474238999723e-03,8.885802971655534882e-07,5.753775885802867013e-08,1.458709957592916677e-07,1.449836452727742361e-09,2.410933152783979995e-09,4.100240624854133824e-09,7.178621648948815858e-09,5.741497590301575050e-12,1.139396259851357257e-01
2.206172009802008782e-01,7.284214315301799220e-03,3.453656055273838135e-06,5.369216106872562985e-08,7.370249408960981160e-08,5.215109245599870597e-09,8.752853181263063315e-08,4.824589421678554278e-09,3.778581355892474044e-09,1.294459461692300038e-09,4.117218112182832734e-02
1.004548627341190076e-01,3.251639679261252892e-03,1.135402324931763905e-05,1.897021824897244784e-08,3.405777198250868337e-08,1.557482054746230951e-08,3.676736199008972166e-09,1.491015045394310627e-09,4.930905950893238673e-09,5.044710553408100151e-09,1.123133206017550290e-01
4.421832059007792248e-03,6.347138580091154364e-03,9.887338706275336726e-07,8.783495049175307329e-09,5.881934306092273120e-08,7.596498006313746451e-08,1.418970831851169793e-08,1.537852629122284184e-09,2.330635655980356997e-09,1.906839434242822927e-09,2.114620901680585446e-02
8.855032565006637491e-04,5.770193096321755109e-03,1.039839311435447529e-05,8.243549991278657332e-09,7.500246564000662512e-08,1.004501708606644742e-08,1.592737725538941216e-08,7.487243436100669255e-09,1.143552563182782708e-08,1.654725968165200874e-09,6.689122393862274862e-02
1.302639224636014670e-01,4.257355414709102989e-03,1.437212827078439259e-05,6.363909830542183460e-09,3.976404601673618587e-08,1.555874532575696210e-08,3.151594284454975484e-08,5.043840934750147982e-10,4.891979664950420399e-09,7.690031717687569837e-10,1.537061954633964778e-01
5.110865124059216225e-02,3.143191138328979822e-03,1.099561606613415632e-05,1.788985604871546923e-08,4.727660182988408591e-08,3.023313663752761341e-08,1.529394306814038388e-09,4.456005796039277771e-09,1.138301023660010839e-08,5.927937061011639653e-10,1.317564630063692288e-01
3.336317735285465602e-02,4.353673381144168054e-03,9.493814792526592689e-06,8.487722459703855617e-09,5.734262376056760724e-08,4.575430142684476116e-09,1.165164170303156663e-07,2.652077437654739454e-09,8.274893972988521926e-09,1.297062142998704965e-09,5.619849440325959400e-03
3.245067972582442173e-01,8.824708297577247684e-04,3.567210009687035317e-06,9.683019740794901137e-09,4.335550455701885379e-08,4.252293040329751315e-09,8.743791722057171574e-08,1.452208607956971735e-09,1.106722277835717892e-08,2.321994580443131712e-10,1.553003248919275769e-01
7.981592031502107720e-02,3.748683470644945375e-04,7.905107540625028742e-06,3.600735247383159964e-08,8.449759622786148152e-09,1.419361297128899054e-09,2.440125007048738348e-08,5.279510024721878415e-09,3.957074528710030428e-09,1.128659078736801883e-09,1.717804640604735089e-01
8.878342683339594810e-02,4.928541369132793601e-03,1.463440144493476159e-05,1.790918426399919982e-08,8.645956714721035468e-08,9.589303594748837311e-09,9.439822816067131653e-09,4.730624441185274416e-09,2.934204831798645791e-09,5.786500026989836970e-10,1.065368376927252891e-01
5.683713788786289023e-02,8.670767496321198781e-04,9.216903039741718289e-06,3.430404860223673568e-08,4.743783569252030856e-08,4.314166256722504951e-09,6.142765600440350798e-08,3.883977739195784326e-09,4.196303421216668127e-09,2.551103564844707665e-09,7.864672893503391049e-02
1.563214649348147745e-01,1.676959654521150908e-02,2.515797122073476777e-06,2.319325785202522759e-08,1.541737207718541986e-07,7.677124377118246806e-09,7.713547436105641404e-09,1.137486059016187975e-09,2.034835762739622301e-09,4.942462563351227685e-09,1.094321446166845319e-01
5.011222007241239451e-02,6.813106922556863565e-03,1.572074462946778167e-05,6.572058025311747436e-08,6.401767884749866434e-08,6.069970467893531738e-09,3.578650746677920728e-09,2.704612792840921260e-09,2.759276300173986345e-09,5.043614071428190455e-09,5.055066290607315715e-02
9.564744491844411056e-02,3.083164291814251799e-03,8.403550480654751637e-06,2.471414207091576994e-08,6.929893856593845034e-08,6.470094198780549282e-09,1.081629132382777557e-08,1.722735010045515293e-09,2.648268005055335179e-09,1.126114942878073028e-09,9.991082692730163251e-02
4.298666091836025188e-02,5.007510538189223481e-02,1.427409407138737574e-05,1.479742190368847833e-08,8.187012165017697806e-08,1.543934520020501605e-09,6.526194312691630565e-09,1.763364457929409777e-09,3.029806506521288489e-09,2.642864540440658625e-09,1.017764538669826690e-01
3.566059339753967217e-02,3.432228067843106842e-03,1.034850572318782766e-05,5.654334109789209897e-08,3.508481355993446774e-08,1.811990062616665434e-09,9.737540664503388704e-09,3.182097133934837622e-09,3.076587867173623776e-09,1.339821816751773272e-09,7.193134402149981010e-02
1.234460857459143412e-01,2.334598917275249041e-02,4.465922779909191222e-06,3.333662085934042925e-08,9.203338330304929121e-08,7.186484292365995941e-10,1.956629647480204354e-09,5.278068608203861222e-09,2.382666098899466595e-10,8.632455809387890416e-10,2.097653627408279098e-01
1.529242171711239773e-01,5.102588030608150478e-03,5.551452580394764422e-06,7.561663187367391312e-08,3.735419931188785977e-08,6.574305366829935426e-09,3.684296533417573955e-08,5.796761010323193010e-09,2.158000291693737961e-09,2.131572630871107049e-09,1.245792792886461081e-01
1.255634695903611597e-01,3.595234519051323943e-04,6.793938674368164328e-06,2.675573965981268882e-07,5.170894501911265889e-08,6.756988188664391430e-09,2.840624420785230129e-08,1.113013656969006991e-10,6.003038907397030413e-09,1.037931398073492821e-09,1.056770046855171341e-01
4.407221790705934117e-02,5.566090766486467278e-03,2.424319136445546724e-06,4.737584535803380610e-08,1.644501045853625266e-08,4.627987241345929118e-09,1.048521177047690049e-07,6.536274897592488058e-10,1.375654760187316712e-09,6.124647413994321363e-09,5.364319710649829986e-02
1.416345296537671605e-01,8.256414965939685990e-03,2.884790640164119653e-06,2.252247325322908903e-08,7.676975852502348341e-09,1.635451184028526062e-08,3.460636478569693164e-08,3.712632431990637130e-09,6.664173568638606021e-10,2.989580830813537618e-09,2.685681747474794601e-01
7.533441390877547439e-02,8.033261370042250188e-03,1.511142671056211264e-05,2.906809736182616785e-08,1.125792519333786743e-08,6.133720672589094836e-09,1.962787106275738975e-07,1.069431104798496278e-09,2.927582182002523332e-09,9.059505982367296363e-10,3.309013752602907310e-02
7.565824085379633246e-01,6.708818161849974468e-03,4.435411419351035807e-06,3.109125419756712475e-08,7.593128176973491121e-08,1.353125156956146208e-08,7.684837406019214755e-09,2.733719594655574712e-10,2.180724975645696593e-09,4.288275735203024582e-09,1.608837436206097815e-01
8.933352887957421440e-02,4.122154012574596148e-04,9.101099753350876879e-06,6.466972619645692550e-08,7.911316642859567532e-08,7.582043018823423075e-09,1.387420976173597621e-08,2.352559143153040323e-09,3.855909337281432176e-09,4.442657798647626454e-09,6.295497039374348125e-02
