6.019096143347061256e-04,6.086751669713652113e+00,4.713423362670630251e-02,2.875507612960319349e-04,9.920245847826024291e-06,5.978426117050366421e-08,1.891111667660755863e-09,2.238756199993368431e-08,6.540868377947847160e-08,2.851661972225394961e-09,1.655412390626856981e-09,4.699909186095192410e-08,2.482124324597040453e-09,5.196495996932500334e-10,9.125080087218646191e-03
7.768834860962642828e-05,5.179055581466155189e+00,5.623502246721594211e-02,1.711010466134368793e-04,7.680768078590285235e-06,1.572151825160848071e-07,5.382307504530419646e-09,1.291790499463999512e-08,4.553229912543629492e-08,7.632643985630069769e-09,5.698842792122185586e-09,8.390748296856218685e-09,2.356539990001525289e-09,1.135724165547546796e-08,3.232108554978338488e-03
6.998305136280971121e-04,6.443765972072522885e+00,3.675042777588675980e-02,3.743692828401423727e-05,7.211420058614474780e-06,2.317061318750959652e-07,2.671488392808736757e-09,1.490782347169296147e-08,2.110717287405040669e-08,1.013838447786938043e-09,2.045093049509738072e-09,2.588856620505621108e-09,6.194489027339466824e-09,9.087311682500218916e-09,2.490607507737738723e-03
9.735362912014883761e-04,4.570955599927732926e+00,3.994646888714471766e-02,7.057240222834721809e-04,5.150837137834464059e-06,5.494433990004656267e-07,1.361331016522589663e-09,5.808459457298598201e-09,9.264066652527184680e-08,8.039144352410476016e-09,3.547615222762853147e-10,1.157086711529489263e-08,1.325591091882772123e-09,1.530759346084605086e-09,3.861298496466089147e-03
5.595236111908195560e-04,3.426584137397067575e+00,3.552946054196507580e-02,3.133159229805900327e-05,3.554448196816631805e-06,2.257025385171094431e-07,8.376386501281968631e-09,1.530158786910663017e-08,1.936433114305257892e-08,3.126027126469086957e-09,1.911086297727795576e-09,1.561392039196849761e-08,4.882980823348748023e-09,3.781494686135867896e-09,3.172586140864686044e-03
2.960860965480153887e-04,5.480541185422512562e+00,5.647946053218356327e-02,8.966657650681878334e-05,2.097910506160867709e-06,3.792229967490156503e-08,9.238341777671038075e-10,2.551536709539808495e-09,9.552390603043290655e-09,5.296229268317717827e-08,2.635251372726813376e-09,5.066531154760333676e-09,1.715650334075063502e-09,1.351863920271315997e-08,1.571913268602913218e-03
7.129095121477606843e-04,7.572388961195064105e+00,5.804310007978007169e-02,5.017982071006219392e-04,4.281083792032031446e-06,2.140455364688257424e-07,1.791506931242699204e-09,3.369834676684288181e-09,1.509094270356721626e-07,1.028213343093684627e-08,7.406627725038611748e-10,1.634918315102582738e-08,2.064562233741050011e-09,1.402497726605692900e-08,3.242295881675347387e-03
3.231447955536904514e-04,7.735235230121777050e+00,3.936678148221361973e-02,3.716161558702741133e-04,7.923138325238242422e-07,1.869197518962689928e-07,7.628192977267259478e-10,3.569386608105072123e-09,6.026590197274919679e-08,1.843111155214001689e-09,6.585611527092264064e-09,6.977025379380183168e-09,1.309362332020322837e-09,1.264648623527301356e-08,1.032205520009856110e-02
1.301438140027365168e-04,7.902972645963765252e+00,4.841735944554121512e-02,2.191575973612153053e-05,9.749528582942358164e-07,1.869931278692383888e-07,1.077602131929619654e-08,1.546186039206379255e-08,8.822695360351881137e-09,8.414269681195845458e-09,5.131243213147145316e-09,8.644770462019689783e-09,2.992882773260834734e-09,8.322809000465791833e-09,1.188070912765877389e-02
1.800274131003405046e-04,5.435666957755596940e+00,2.180444534435246190e-02,1.222335186458970617e-03,1.435030205340457490e-06,1.045319909951611850e-07,9.650720867169878351e-09,1.259537262253513714e-08,1.249539791974856638e-08,5.319695945791557845e-09,2.005953474923647876e-09,2.127848176491295229e-08,8.848351789864128414e-10,2.375056804802158333e-08,1.033510510711515033e-03
9.350433201593019413e-04,3.700887572618482224e+00,6.354397813223394351e-03,6.629793523266981538e-04,1.265052278909663907e-06,3.632370512501869686e-07,5.801028338931471476e-10,1.267864063864591974e-08,4.690706903534335292e-08,2.586256870885504741e-10,2.190310694522340370e-08,2.830656198812597381e-08,1.763215366864980815e-09,2.173092941470215782e-09,9.311474008821991888e-05
8.952928686079104307e-04,9.721213282680635004e+00,2.986572647988167475e-02,3.790214736385807233e-04,1.079845316548089477e-07,3.522192093116255945e-07,6.781164285025339170e-09,2.469392207448951428e-08,5.397318580844954338e-08,8.957900496013174329e-10,3.556232429754372130e-09,1.998981217364132930e-08,1.673090318775901980e-09,9.862234073862269965e-09,4.165998065254742332e-03
8.548115104176343994e-04,3.060868244350651857e+00,1.894007303177690227e-02,2.924008887427896543e-04,4.436157841659658079e-06,1.013302406087784000e-07,1.696473825258394695e-10,2.754855383123642518e-08,4.495912998276485238e-08,1.259242122681439938e-08,4.101849824127132343e-09,3.254819894860555323e-09,1.571707489355414059e-10,9.665712214034857402e-09,6.386402661200033318e-03
4.328308772561969804e-04,5.992648176565698925e+00,3.321150025482463158e-02,5.403506619938784313e-04,5.762476350421301339e-07,3.251793100548030475e-08,9.454004561946753723e-10,1.787899175108105294e-08,5.280027509655140097e-08,1.019294506653362210e-08,5.275705831718829622e-10,2.312103837831110402e-08,1.438521067693758539e-09,1.434632463504984116e-09,1.450079978854124790e-02
7.151963928177672205e-04,4.658393268348596017e+00,1.970317917856246118e-02,1.473828471527355408e-04,6.037656399812516925e-07,2.851217231626832106e-08,3.786349841358958454e-10,1.854244656802339240e-09,7.739047628564732923e-08,1.293831429182411280e-08,5.079291835388478084e-10,1.195825857031666010e-08,3.173950762587967990e-09,5.439013027644094275e-08,2.753004556091671277e-03
4.566941024589044268e-04,5.525066461245025096e+00,5.739496883217083678e-02,2.364261298410196119e-04,2.801911216489902514e-07,6.201994843431019342e-08,1.573263247745533102e-09,1.802968252937395417e-08,1.117192636300970599e-07,7.700344468610822708e-10,1.029279550729751400e-09,3.868558207031222370e-08,3.156724760247240502e-09,6.494529993009928751e-10,3.123457744369515302e-03
8.958218567951839418e-04,6.335787476436070875e+00,2.598056023180344426e-02,1.928826579402073352e-05,3.357842970356298140e-06,2.661687027136248712e-08,2.272991894446144150e-09,3.743397080833556870e-09,7.673331062315536551e-08,5.886882474774179079e-09,2.960634590822894903e-09,1.249841004311817792e-08,2.661354199425923225e-09,1.604596264220373246e-08,6.427338103032925395e-03
6.885538226326921960e-05,3.647460553817595930e+00,1.495851321825451830e-02,2.449864134659746084e-05,7.060095538592657178e-07,2.274154099998502673e-08,9.251961853732130707e-11,1.457605796105528417e-09,3.167559189597419715e-08,1.677756771514456124e-09,7.289717139391641342e-10,2.842408201755738160e-09,1.130148515244151429e-09,1.135408047409122138e-07,1.328449156583623447e-03
1.879349527794513166e-04,5.691359058166683305e+00,4.723734433578059833e-02,2.342569025173370299e-04,9.636106897098217579e-07,2.011910370572147925e-07,7.367756304628940201e-09,1.724853501990840280e-08,9.802587545110009192e-08,4.422272859217132894e-09,1.920656024675262372e-09,1.018539199845003966e-08,2.170406652608889934e-09,2.423695160922761501e-09,9.281071030520593543e-04
6.852074196990961836e-04,6.171520720535791149e+00,1.585717744504508767e-02,1.340139330581507546e-04,7.407860049585111799e-08,6.671828769134217482e-08,2.111977417641153930e-09,8.610304954288070650e-09,2.950668636345794656e-10,3.482647995716044788e-09,1.157770682318886731e-08,3.128373983884021159e-09,2.719860437130163504e-09,4.914993974293364736e-08,1.958048327544656755e-03
2.566033196446540574e-04,1.128653122593618718e+01,4.338816568902055526e-02,2.446982652934069874e-04,6.318138500108482918e-06,5.517182756479857194e-08,9.498993781108145306e-09,3.388794005033918080e-08,2.072341854082609048e-08,1.108946745811399514e-09,2.579742829468646491e-09,2.262504610539564842e-08,3.105991893007373818e-09,9.698780409652406143e-09,5.019450350423766347e-03
7.558022484045834408e-04,3.680017722925895018e+00,4.222031048436354107e-03,2.440001326191840755e-04,2.096785566855922570e-05,1.432480600866264227e-07,4.068917583107540980e-10,9.979862977210337713e-08,4.810350449178006242e-08,5.428329128471987989e-10,2.445019284329377297e-09,8.187665850174307259e-09,3.506897700818364572e-12,5.454630058015309233e-09,1.241892885292254084e-03
2.556892644346060728e-04,4.860355490452447746e+00,4.827263582194357694e-02,1.342009630600340085e-03,8.231057384335762432e-06,6.858918926337491946e-08,1.208713708796619961e-09,1.685978304602806854e-08,5.947802525797579845e-08,7.032256833494403833e-09,1.208265592856739803e-09,2.966130620639728751e-08,3.295418194579935458e-09,1.200245687520632301e-09,2.237739963788155494e-03
3.233156516979323442e-05,1.167611591999441600e+01,1.303916154473956646e-02,3.823814061053356630e-04,1.499024266159823028e-05,4.114524767859794777e-07,5.369863179540542533e-09,1.714061455545312845e-08,5.490538289693204561e-08,2.674991575023202177e-09,7.139668415882497993e-10,4.231458385883479278e-09,8.287176498585548902e-10,3.445946068522031799e-08,6.953474284452223347e-03
1.314860313020544107e-03,5.239657820660494458e+00,3.498128084168201923e-02,1.853379640171103678e-03,2.085683933315620494e-05,2.436959791138539506e-07,2.907732757443758313e-10,1.636613810545048674e-08,1.570431609640917460e-07,1.379617819751794993e-09,2.676268433569208800e-09,2.919718620398448744e-09,7.774045979140581607e-10,8.547566502268131520e-09,3.113942497080128546e-03
4.398010785491666551e-04,4.340563267762659549e+00,9.020288192723668191e-03,5.361279105867410586e-07,5.294076174791432037e-06,1.300594005863348970e-06,3.798501609014928393e-09,3.445009006339788461e-09,6.746282455979643513e-09,3.636060318972463973e-09,6.423714824288454715e-10,1.259581262898385337e-08,3.233837235273129516e-09,2.311792989533410803e-09,2.726364826189668113e-03
4.703020182591212362e-04,2.382287484262690658e+00,1.087482643229924564e-02,2.106396276326741589e-05,8.088679749930840368e-06,3.322180704773668909e-07,2.798368829081453654e-09,7.639683696243871449e-09,8.053226623636461822e-08,2.409685112915187253e-09,9.034461851023219125e-10,2.511210879967476424e-08,3.100018961644232121e-09,5.458350692825216614e-09,2.237088921799734124e-03
7.256900977201114888e-04,6.194894464906728793e+00,6.543782714871604345e-03,2.443576998021804560e-04,8.614037621462229287e-06,1.547092542406329885e-08,7.866090490175891672e-10,8.491640178584630101e-10,4.187989126507163877e-08,7.031567279607661854e-09,1.096964048282354860e-10,2.786791495266627806e-08,2.087695485331203309e-09,1.274707435320525668e-08,4.724242283549263087e-03
1.178836315373579195e-03,2.544069054595373469e+00,2.796019129274385315e-03,2.516581394983453111e-04,1.249974538389382382e-06,1.007250208346805500e-07,1.699441319838677202e-10,7.126825570567646286e-09,6.039310117903371378e-09,7.025225213988081451e-10,9.915123734999926974e-11,4.740362579889012081e-09,8.788607308822118508e-11,8.812120895713365029e-08,6.505002356008929981e-05
1.076830708414750881e-03,2.737496713620665378e+00,3.304566741898449025e-03,9.118699645509068582e-05,5.982669176483788491e-07,7.471278713364976557e-08,2.801034737253089746e-09,3.931081659043436746e-09,2.612311728983437153e-08,5.667920511923139507e-11,4.886831403936192091e-10,7.342570095046625605e-10,8.044983462149583683e-10,7.755843368084470691e-08,4.365077429693556103e-03
