6.188381810778848099e-05,3.354294326137760240e+00,1.107116897564302182e-03,3.580398784342648427e-06,1.971557069824970613e-07,5.983977878234451220e-08,4.400698301623382265e-09,8.201906719900949391e-09,4.393473479487057776e-09,5.933265468228938489e-09,2.222900684054637754e-08,3.717798161205714794e-08,7.454509015764529661e-04
7.691163727575086977e-05,3.284696451561655461e+00,2.516282421850155829e-03,2.846842329972927161e-06,4.502958472844585967e-08,4.812314651909883494e-08,1.225480937937139270e-08,7.594137533793703776e-09,7.178576124163178023e-09,7.013595059933138757e-09,2.142606732147003465e-08,4.931853453007285786e-09,2.386643127711400407e-03
7.736226725385217948e-04,3.828022627974903891e+00,6.395590411814314896e-03,2.937477995086552523e-07,1.484895030515536796e-07,4.497157420519255074e-08,1.605130137849927571e-08,5.646430998710230851e-09,2.422609749404240633e-09,7.839369367566534598e-09,4.736610830703254915e-09,5.448544308557597038e-09,2.492945522095304373e-04
7.246090668687059670e-04,2.156697720388364381e+00,3.094563649189575189e-03,2.034682433911888450e-06,2.345903095391545175e-07,3.448947679029455598e-08,1.088156807254188257e-08,3.908819837570763545e-09,5.036266988794569187e-10,3.641047928000737585e-09,1.039373920575443567e-08,9.809803317820893924e-08,1.169580121701671235e-05
4.752824245225360962e-04,3.356893250138706541e+00,1.753726500865821630e-03,2.877196159430149058e-06,1.240330202307827583e-07,2.405050012445776787e-08,6.595734455676059289e-09,2.091247784351866093e-09,1.219578991405398689e-08,5.056190604783145707e-09,4.691351383048099638e-08,3.094650464320057291e-09,8.721151944278519863e-04
1.108749741757273055e-04,3.525252020146247833e+00,1.773167856720736426e-03,1.112130720848111941e-05,3.572106495387263272e-07,6.583856535454755385e-09,3.622949172562446315e-09,1.094057938667465975e-09,2.505993916142169040e-09,1.366614920462060294e-10,3.138826950359708532e-08,2.123383375766193499e-08,6.384549560770995391e-04
4.309516132883452937e-04,3.729399185231071279e+00,4.212663353952053602e-03,4.747276221185559388e-08,3.592969164135362327e-07,1.948532087333459896e-08,1.031534083393357866e-08,3.857283247484641720e-09,5.041457201020359150e-09,2.380094109174549958e-09,2.322486989449179213e-08,8.318162247671314564e-09,2.911680709945973795e-03
3.899663378154811003e-04,5.297558285461751559e+00,2.103935535682624480e-03,3.046989960274087378e-06,1.516311596952613827e-07,1.003150863947204533e-08,6.796249837107336667e-09,4.541285581689256147e-09,5.640617322465460579e-09,5.125495354759536342e-09,6.345936347223175304e-08,2.863236365437261453e-08,3.906809141964930066e-03
5.543756236512036679e-04,9.082720995119490937e+00,2.320512926449750952e-03,9.543232854396786993e-06,8.817804106190028141e-08,1.451514640317891626e-08,9.372635072299511407e-09,7.057110627560193930e-10,1.017012942414554697e-08,3.285065479878659052e-09,9.243780934287906174e-08,6.539667937752264428e-09,1.555757137559267422e-03
4.978481907182249122e-04,3.874004438569414788e+00,1.484549426592618373e-03,2.408197903067805194e-06,7.565364632742991305e-08,1.513383145715673532e-08,1.276212122200309957e-08,1.504604096307973241e-10,1.712487751174080985e-09,2.385475215066321896e-09,6.083120449395988538e-08,1.624431662324722827e-07,6.884167437165595455e-04
5.208561425183563711e-04,4.849462926803538743e+00,5.310932695774413757e-04,4.236498222033189841e-07,3.084220676353169682e-08,5.141378534814742967e-08,1.796601043072213171e-09,3.123539238196369810e-08,6.774738661363400799e-09,4.869465890774348826e-10,1.573283867150116872e-08,9.057359826580421809e-08,5.667663176695952876e-04
4.125436917479043163e-04,7.362134839849580281e+00,5.980093724175924649e-04,4.162338579491904452e-07,6.362057021970564220e-08,1.045892308710292565e-08,2.086829804108052985e-08,7.667093306462664579e-09,3.707291341019221861e-09,1.267932651417233733e-08,2.615844183505202025e-08,4.135233296963982677e-08,1.840351033289015694e-04
1.154874432391360959e-04,4.044342316383120917e+00,1.135615932625528212e-03,9.054121210731961108e-07,1.618567658957801559e-07,3.875403206720021359e-08,5.961738341386228334e-09,4.012394522974228302e-09,7.161630461465243948e-10,1.961432501088258551e-09,3.063382455782397488e-08,2.558796446204382580e-08,5.264587006767467922e-03
5.265021175226156439e-04,4.108849267687753937e+00,2.274393751566028583e-03,1.788974680814755269e-06,6.047855078987082684e-08,9.870174102188298981e-09,3.769674863962566134e-09,1.773466821438326855e-09,4.495048639377683739e-09,5.150318926848949802e-09,6.662637883721965885e-08,8.872155566286383653e-08,7.467122611595683468e-03
1.035873417376780145e-03,4.569326340888963500e+00,3.388099305729718987e-04,1.508944123861923507e-06,4.520843817400881746e-07,6.468575728437682609e-08,2.413443524558664173e-09,4.334185770731270135e-09,6.653864461156602842e-09,3.306643209592932114e-09,5.462472388186723229e-08,1.011506165619962990e-08,2.178931487255925115e-03
1.674548545293259210e-04,3.650673560392938555e+00,2.624197951065984635e-05,1.105064215250385812e-06,4.456708858589871106e-08,3.169873634204063256e-08,1.612530787192857474e-08,3.290712056283410690e-09,9.942659510661831097e-09,8.731581682449155432e-09,5.856402738045149831e-08,8.650464520681443177e-09,2.300404771450311001e-04
2.810152865802360692e-04,3.712907764052040704e+00,2.184857655739141924e-03,1.251689833820059484e-06,7.721093041689908151e-08,1.928398119389062577e-09,9.633330966471228735e-09,3.962524285848310572e-09,3.933011148195705467e-09,1.597236937162826514e-09,1.071405943440800853e-07,6.289558543611508245e-09,4.611965849988110266e-03
2.439482586958017488e-04,4.231645229472632330e+00,4.038636510015456045e-04,1.145986776995203585e-07,1.597381458205293492e-06,1.427638768796988992e-09,1.242218296974147421e-10,1.113746792036161094e-10,4.516825639708524734e-10,2.063922292783970349e-09,1.319118209982314443e-08,5.116084598005384436e-09,9.688491328024243648e-04
