8.422261010419927892e-05,2.753916700035973116e-03,1.596733532697816850e-06,2.109009305152856125e-07,1.906806354469066116e-07,5.437716602899523922e-09,1.398018277361386208e-08,1.488933528092427493e-08,8.771177914975506166e-09,9.138031279605890109e-03
7.121595530898050985e-05,2.581602987333757836e-03,3.795861375437206765e-06,4.341879778127098810e-08,5.581893292163119508e-09,3.688753540958669405e-11,2.685874101373216033e-08,3.657011414557827880e-09,8.565140174343478856e-09,4.321719517021718748e-02
1.310393674077200553e-04,1.655843262971346246e-03,3.751641960684273408e-06,3.902207630445259392e-08,4.557462285741674541e-08,5.317501233399180637e-09,1.685478955695487434e-08,5.933597269248847110e-09,4.411323737353671104e-09,2.350957765763061341e-02
1.514965512392828857e-04,3.920234030200525979e-03,3.399063919872941858e-06,2.325047123028760630e-08,2.580767901192540809e-07,1.491017659598989462e-09,9.567540876564515037e-09,3.231135295505052970e-08,1.642647191499630063e-09,2.312622709175240002e-02
1.615904761228282595e-04,1.634492113024958509e-03,1.268420845517711322e-06,5.672885079633687702e-08,4.384364266228143325e-08,8.522130215232712007e-10,1.963006819517674590e-08,6.596332586767179919e-11,1.582544790556819600e-08,1.494520340864119792e-02
9.641937622006937982e-05,3.831642932913635353e-03,7.839836615337183738e-07,4.690117265672931728e-07,7.118203544898023251e-08,1.074134172705120131e-09,2.135118495079304681e-08,8.425910307584933548e-09,1.518312128580148696e-09,1.761791074380181926e-02
4.406818685924294857e-05,3.973686570932565693e-03,1.465644847553180430e-06,5.178895475945048823e-08,9.165625298169956355e-08,5.114545658724608663e-09,1.839287859649972800e-08,1.890125948076417953e-08,5.826385964815873622e-09,1.706722475649809570e-02
7.196938690581047859e-05,5.338318279258147739e-03,1.292096133252368104e-06,6.286470799932208281e-08,1.600055856769804293e-07,6.423089267776315847e-09,1.409765587462161845e-08,2.500864701637039975e-08,5.066192256193824772e-09,3.269316890174715773e-02
8.396512651773475162e-05,1.607013658751599511e-03,4.677615620207708810e-06,1.219934059443736685e-07,6.750875117955642238e-08,1.661127295772875872e-09,2.353099653343084322e-08,1.421858194653621895e-08,7.517129661833402203e-09,1.048980572460604839e-02
7.020680097780744827e-05,1.362551118555019574e-03,1.568160944177352252e-06,5.637647522768963342e-08,6.384578650503390079e-07,5.185044957040933293e-10,1.153455265722423571e-08,5.613656803244762822e-09,1.396702607029695533e-09,8.539703645350948946e-03
1.052909635266262864e-04,3.551017721310587710e-04,4.919147957592761544e-06,7.309184111261385180e-09,3.646270815349965470e-07,2.473522143882231972e-09,2.003647268221777413e-09,1.670070567621353371e-08,1.839843165452441804e-09,6.643365917541477206e-02
7.780028776611453345e-05,5.053528984292339314e-04,3.653986403543150977e-06,8.807096378175231628e-09,9.727527705918274936e-08,4.948745547566597722e-09,1.473905717649665769e-08,1.558656389490743691e-08,8.536948943413769639e-09,1.948782992267491382e-02
