9.632241187520157455e-02,3.421783507558126894e-04,3.633718574151262981e+00,2.077865656397427305e-02,2.265983665594078697e-02,3.460325494489552727e-07,3.247762368031205673e-07,2.713785877758347740e-08,3.620465891511091995e-09,1.977072419284354196e-07,2.485608756971285548e-09,1.629262532183054082e-08,1.102062849776354243e-08,7.920780837117623849e-09,6.565656631032923521e-09,2.712273428476264614e-09,1.214458424355049871e-03
8.396403528225115931e-01,2.322700711182543762e-04,1.031622290090684846e+00,4.842468149014004380e-02,3.415598708963351465e-02,1.545852955034712377e-07,2.730293951554487366e-07,5.057706560487122486e-08,2.445841915346235650e-08,1.344777114241630033e-07,3.286722511573577746e-08,5.132460014575569535e-09,5.085841299508118587e-09,2.265929354749969742e-09,1.872774832754129102e-08,1.624457656020206920e-09,5.770197842393937071e-03
7.765557356149156432e-01,3.759548851858647242e-04,5.459565973263278416e-01,2.631544551177357819e-02,3.860035102395625167e-02,1.019033055371786111e-06,1.329231120191888046e-07,8.502503053801448809e-09,1.684128141488068351e-08,1.829908920887416625e-07,9.049761641839003912e-09,3.204074026573381195e-09,5.000466998818138481e-09,2.670556905583406035e-09,3.165549604550717648e-08,4.240083138569157071e-10,2.979551036814980739e-03
9.049507444241990939e-01,5.336957225406686184e-04,7.250475069606079348e-01,4.531971205632497057e-02,3.569422234818232093e-02,8.632838713430677971e-08,2.694030206106747165e-07,5.592702096187359637e-08,4.945326212672942037e-08,9.460776847183413935e-09,5.202747329917512253e-09,4.357456421995163754e-08,5.039698686771845805e-09,1.809315069425913777e-10,3.528154964122182443e-09,3.723224925305282389e-09,1.684821250463418643e-03
1.841341520788507269e-01,3.963450331735606739e-04,6.779955656471750025e-01,3.047017766618240198e-02,1.177401523821850794e-02,3.808745651130280611e-07,1.044988209815162066e-07,1.653085953790524466e-08,2.385157594746498301e-08,7.739043037056461084e-08,2.047388186111265350e-08,8.798392121439914016e-09,6.638762495525313027e-09,1.323808632370263607e-09,3.214108301464206934e-09,5.711475934578376525e-09,5.675883627742236287e-03
2.293857426377231279e-01,2.796798813891291247e-04,2.316065918003366253e+00,8.874130958388991297e-02,1.547454692342370083e-02,3.384083785593282706e-07,6.207369306196927643e-08,1.299209197589522011e-08,7.253832859653567128e-09,6.608697097552037936e-08,6.685800820691771295e-08,7.465976072738210985e-09,5.390316528333289903e-09,6.296083000968973185e-11,8.350885552751128814e-09,2.886908994093925053e-09,5.162436326247230034e-06
4.927890403956519672e-02,7.246274957354084927e-05,1.834442361090792506e+00,3.736199602524632735e-02,1.738016358652373985e-02,2.060798334302275350e-08,8.375860854280619807e-08,1.547042573794973685e-08,5.418817953896461196e-08,1.611162007940865414e-07,9.188548824137450091e-09,1.031883011258603450e-08,6.034178624645792077e-09,1.751270654011711295e-09,7.287389510317608495e-09,2.833466973530954535e-09,1.176048107059655262e-02
3.286471409069522398e-01,6.532971397943851638e-05,9.883861260182912334e-01,1.128447031377860163e-02,1.839196363561512726e-02,3.301278937000758929e-07,1.098085829771902996e-07,1.886006604470085288e-08,1.832001608320821514e-09,3.575894237747947607e-08,1.458188281844784506e-08,2.415548744939782338e-08,1.373329988113327674e-08,7.727706953699328555e-09,1.421454583824819397e-08,6.304240533029975633e-10,1.402874922193372148e-03
5.962933128420978834e-02,1.464819035527491773e-05,2.732954846785437653e+00,5.477797069681236003e-03,1.291527414157145857e-02,6.184482012642034676e-08,1.335521220610071208e-07,3.830773852640642319e-08,5.360770653042818964e-08,2.378326130740013729e-08,1.263589357603482630e-08,4.787925240190703100e-09,1.458869672825965294e-08,1.438131434509745518e-09,3.481720258808777787e-09,3.885267442846703134e-09,7.953420877907764822e-03
8.123320115458064761e-01,2.453436240852875433e-04,3.942401741215925348e+00,1.366572643154100736e-02,7.650389289502495388e-03,5.682352800053870128e-07,1.089417044867914051e-07,1.902907040503452608e-08,7.059006793573426427e-09,2.373245867480966366e-07,7.369394775679639092e-09,6.758171354369473284e-08,1.442908535835543742e-09,2.225458969367949689e-09,1.460263326047383026e-08,7.129661182310385607e-09,2.799767898854100406e-03
2.550673468625604290e+00,4.073238378438609301e-04,1.443159444062801811e+01,6.952293474510456983e-04,1.152760999641267922e-02,4.035504642169089113e-07,2.577551937653649748e-07,2.566833067013986497e-08,2.774559520449154351e-08,7.104651173440522667e-08,3.539053948459220716e-09,5.707905993076274972e-08,5.803285033699224608e-09,2.946615603169999038e-09,6.739649118337543773e-09,1.467040700379251297e-09,1.257982921699214067e-03
4.929518768160975895e-01,3.904120908792542378e-04,2.600147357954381455e+00,2.381938874356653163e-02,1.846199701197061976e-02,3.529533105664676668e-07,6.704685816700926701e-08,3.321051817436179566e-08,3.646772930219398816e-08,7.917965884688380506e-08,1.858587115795564901e-09,2.529104307238765580e-08,1.013933183977753960e-08,1.834306329461181410e-09,9.935630168864579299e-09,2.310684148554050452e-09,5.054825639510250081e-04
5.947096143888905839e-01,4.950349690200744586e-06,2.005648549967762317e+00,3.685652134177914291e-02,5.041280244873743224e-03,6.264438338631559257e-07,1.496810221200585318e-08,2.903454177223152147e-08,4.916715496290981616e-08,3.159721876523773996e-08,2.175380923470300884e-08,1.025820299063873427e-08,2.936273108805446385e-09,1.155618728944211187e-09,1.725134021427417872e-08,3.279722935854592414e-09,5.241858409793712266e-03
3.176789444345827773e-01,1.958938606837369709e-04,1.724930819647310543e+00,1.815545432173752520e-03,5.489060822693569985e-03,1.131061273783154252e-07,2.928465840624757487e-07,6.318927057208031288e-09,1.556971692913528364e-08,2.018545638238180568e-07,6.415381392711489793e-09,2.474926088359119925e-08,4.344484273015647469e-09,5.300218876487455386e-09,1.737036557758951341e-08,4.111209852691687761e-10,1.178889052338999432e-02
8.152275549108665142e-01,7.574024730771611140e-04,1.432742697417419997e+00,2.001025462962826018e-01,1.565635416545058112e-02,1.642910974437314400e-06,1.202531883854682419e-08,2.535805552895968322e-08,9.514227185155896151e-09,1.219955826469418962e-07,2.467807344290547085e-09,2.568602917327365567e-09,1.117412933303840879e-08,2.520203033557662143e-09,2.131781400095058237e-08,1.232788733785906783e-09,2.906028469642106191e-03
8.886723745279649922e-01,1.398330674535317613e-04,4.739775909734410542e-01,1.598945741691646522e-02,9.282740637140768358e-03,1.634090866980193575e-06,2.374814256258289305e-08,3.766626721438910493e-08,2.550384450936304893e-08,1.899572043867603362e-07,1.158265098143739561e-09,9.887509575858966868e-09,4.653168229444155871e-09,1.550362461741825864e-09,6.832566399735651897e-09,5.855706336764993475e-10,1.702590541657519538e-02
1.087490980583520339e-01,3.985492953376921230e-04,6.586434556338282009e-01,6.765609442717911148e-02,2.734202012842706919e-02,2.389726845823094461e-07,6.693442821192597561e-08,1.747026367551110285e-08,1.117032989453655581e-09,6.292613636140665198e-08,7.138672669360903532e-09,3.964217046896503207e-09,3.980037406601728715e-09,3.677699898251313091e-09,3.288763017673152285e-08,5.400735729272937512e-09,1.970286264179186252e-03
