2.071739079976034889e-07,1.083840145557051872e-07,5.965920850679576553e-08,9.295503903148666369e-02
1.564933406637677735e-07,4.981684826301484729e-08,2.146711575643979886e-08,3.941958174587940622e-01
2.232753865777976121e-07,2.819180014499570974e-08,2.138944403650898589e-08,2.525125091368821129e-01
1.397645117402514550e-07,1.141116172780598831e-07,9.176863999488398431e-08,1.610418295256018650e-01
1.178740280612982883e-07,6.759148850501599487e-08,3.333216125920276109e-08,2.408366437451734954e-01
2.390293709764886798e-07,8.422866032956417818e-08,4.744526000064925986e-08,1.393900719860863280e-01
1.483248310798999781e-07,2.228389910409996586e-08,7.613045496540564272e-08,1.848162507486113826e-01
6.679965961378117969e-08,3.423241704387047239e-08,3.890234301007560251e-08,4.060548036669564542e-01
1.019816761142252605e-07,5.447478702593263963e-08,4.218940568665766944e-09,4.496030592782298552e-01
7.511391843576569548e-08,5.876303105254593518e-08,1.884629501280988991e-07,2.297761210986765112e-03
1.403781822789749465e-07,3.817871090492741840e-08,2.018577455978594733e-07,1.320007320976294279e-02
2.066611640232240150e-07,4.323472746982213566e-08,5.575421140499632514e-08,2.355695330366039397e-01
2.163575133003675887e-07,3.599868274791580684e-08,4.076704042973432730e-08,9.285943915995020781e-02
2.064890475573311377e-07,5.270762858983898808e-08,7.433613809415740900e-08,8.747775265551707702e-02
1.079058520863041797e-07,1.096123708579277840e-07,1.626068166551714506e-08,3.580169676937164369e-01
1.738711180536726532e-07,3.845768044305264987e-08,2.783268101262273251e-08,2.025987378689494411e-01
1.830742792678819202e-07,5.041769837613305176e-08,1.133662788300410826e-08,1.797526565035373058e-01
1.307383297496698367e-07,2.259018301108282183e-08,3.506933020137851694e-08,4.630664502003969951e-01
1.445707943354564388e-07,3.563350627772595156e-09,7.287580624570776195e-08,2.177078189294703314e-01
2.067985257104308538e-07,7.652601646971319888e-08,1.392084301095515253e-08,2.611126040992596820e-01
4.167586382383311065e-07,5.820774101646351568e-08,5.847585788592836706e-08,4.308320636078429022e-02
7.779186947607749708e-07,1.332672913025202208e-09,2.731029222356911018e-09,4.196741153659824808e-03
5.877707293401216057e-08,4.254536265533392406e-08,2.460489536763832543e-07,2.651076473300873967e-02
1.188123290666595154e-07,1.366981951007569979e-08,1.959086132033109062e-09,7.274051831243747435e-01
1.141127701256965894e-08,4.012706790750090628e-08,3.362232204192393376e-07,2.125784841145921672e-02
1.545360629591862387e-07,9.619990270930239202e-09,1.849175333176145766e-09,5.492544361340688797e-01
1.288483989368472963e-07,2.646924297648123523e-08,6.883714182762954484e-08,1.671018063493429073e-01
1.598041041021051891e-07,5.435998412830497073e-09,1.886747076979865711e-08,3.411790886852114069e-01
8.459265502787352601e-08,4.153618205484479499e-08,8.806563125302917676e-11,4.627058278765792676e-01
2.717590553893670759e-09,1.359452111218399870e-07,1.924951353118261046e-08,3.587397546837883255e-01
6.600614306881596575e-08,1.381130117124816354e-08,4.682116651856657970e-08,4.116472067497431442e-01
