2.676874761762171570e-05,8.244644658710841290e-01
1.668724964330781755e-05,5.301665932611906440e-01
1.574083370770158692e-06,6.350634372500819635e-01
1.362820777864426964e-05,3.936835151241240283e-01
1.456934282903283929e-05,7.866800770095594419e-01
5.828390745252502808e-06,3.414904176007512726e-01
1.973831299381341293e-05,3.483411369380060574e-01
1.111787340037943345e-05,9.517300842520104442e-01
4.652945825539606211e-06,5.321071158404289125e-01
1.529279187042307335e-05,6.103673064110642921e-01
2.440883005919081944e-05,8.628722887909253680e-01
6.008257307005712351e-06,2.448090435619744987e-01
6.373409146848974954e-06,4.603510289056472193e-01
8.825095675858477302e-06,3.232682052490180591e-01
1.133964088133724298e-05,3.864062952726292077e-01
1.325071578175748759e-05,4.711024049387207424e-01
4.266589936402772495e-06,7.108308849555355913e-01
1.799762709810472726e-05,4.790871642637291594e-01
1.571056833889896041e-05,8.527272271377440704e-01
8.695123579677926275e-06,6.087708815009078567e-01
9.835921671629273985e-06,5.468391424609861939e-01
1.344437449418909883e-06,6.427636227866377894e-01
2.477284469389731667e-05,9.207863212922386964e-01
1.421252911490834651e-05,2.683254788501362453e-01
1.292457948661003928e-05,4.733424684634762181e-01
1.606373781981385647e-05,8.791798889184292420e-01
1.522488205306877032e-05,5.769904303063280171e-01
8.494378070506362866e-06,9.665565889124483334e-01
1.497556020720970206e-05,4.731639943860477260e-01
1.723223991637505974e-05,5.665768248676570362e-01
1.415191255356744440e-05,4.725375762771491517e-01
1.399678893355251447e-05,1.092094822557342804e+00
8.839266644140445614e-06,9.422741713261535423e-01
1.696363699015650736e-07,1.326024155673136140e-01
2.242272740895114426e-05,6.042827674826535267e-01
1.990883435405568032e-05,5.650357002929180528e-01
1.947305471294071225e-05,6.077851572655549317e-01
5.349866091462286166e-06,8.778050152820796592e-01
9.023003041486668885e-06,8.812286254210554004e-01
2.042278799709073070e-05,6.807902944791192068e-01
1.233961719936972036e-05,5.003431840074327175e-01
2.268015543041449348e-05,6.660674044357755008e-01
1.114292679078038210e-05,5.860329002836150991e-01
5.855263947969670883e-06,5.311968964654990577e-01
1.009667688379715407e-05,6.806200193454148284e-01
2.004553966356260538e-05,7.027321323093954630e-01
8.758058561138605907e-06,5.702832501030797863e-01
6.220497392213973074e-07,7.266137663260788804e-01
1.063726039545969940e-05,5.573450381033575596e-01
2.929183866314743776e-05,5.893524340322203736e-01
1.637425468038205506e-05,8.913661332305821139e-01
2.880946571484461973e-05,2.138105024657268316e-01
2.191078392900183718e-05,8.886730784257035332e-01
6.062903305934874107e-06,9.113029676772491650e-01
2.170398196597996690e-05,3.508445390754872384e-01
4.147761457007761962e-06,7.185172928787608715e-01
2.358089851276357261e-05,3.208010032478790796e-01
2.542515593820982207e-05,8.584536396970066097e-01
6.331225496652114356e-06,1.017150393670178898e+00
1.461458089958775624e-05,6.210472885022362277e-01
1.999563203008017502e-06,7.391575121411882998e-01
1.598615203172130074e-05,5.456520955226447089e-01
1.790808792599682801e-05,7.340386986014464377e-01
1.916059714442244731e-07,4.642809755773855129e-01
9.638320366832634322e-06,5.810205549397073899e-01
2.061062031226518109e-05,6.550362550279678064e-01
1.156115543644097559e-05,7.076033789082215586e-01
1.963615571828843231e-05,3.158667674393774716e-01
2.040320010886152624e-05,6.797377418694063866e-01
1.027752960721725442e-05,6.734143039024688138e-01
8.299650207814923442e-06,8.062321136397537780e-01
2.558920803918513407e-05,5.469522667293932328e-01
1.222948353265210902e-05,8.300264495428256728e-01
1.131455552038026492e-05,9.781907115441749179e-01
1.760744019675886517e-05,7.723930538724677053e-01
1.601654832394499903e-05,3.347153247517514751e-01
4.939063454484318675e-06,7.681120600028188417e-01
1.308183215144574992e-06,7.571129712770250375e-01
1.751361453137117047e-05,1.060275443627708425e+00
7.526883542118548722e-06,4.394608070059506377e-01
2.143437718924197982e-05,1.248641741364361124e+00
1.955585372218388056e-05,8.438945024611254064e-01
2.163533453960029502e-05,7.720468519646981331e-01
1.640545065822856532e-05,5.786338148437796258e-01
1.824625023380441565e-05,4.703712257931828566e-01
2.936669108618191265e-06,4.470600105436891014e-01
1.780270015810625327e-05,6.243657009364138588e-01
1.351049612953189636e-05,6.207587725042165161e-01
3.310923393999383913e-05,1.125135542417637691e+00
3.229942525604629247e-06,7.570845173889386714e-01
2.168589961721969405e-05,7.592012913840242572e-01
1.378898366036805958e-05,5.558833011558997894e-01
1.787210345250243515e-05,7.355850151358039879e-01
3.032948034949398673e-05,7.363976949276568318e-01
5.691306040939779172e-07,2.447027891904429153e-01
2.967775655011996273e-05,8.947056534712558573e-01
1.060952667352895800e-05,8.675016378834762287e-01
2.192613131318871258e-05,7.423061101178991539e-01
5.094328559911867838e-06,6.698998467707109050e-01
1.601472690199793719e-05,1.156633169923323212e+00
7.620466379983862059e-06,4.550204487526036123e-01
1.647452380030259948e-05,7.859945597849925525e-01
2.497143020912651041e-05,5.532734892705137852e-01
2.167016144769114085e-05,9.786906292874872904e-01
3.944261166008497041e-06,3.887572729356041368e-01
1.685291200971352857e-05,7.928072516765568567e-01
2.350825392328107912e-05,7.891433126966964640e-01
2.290034188190213639e-05,6.961612523281838216e-01
1.412703607683655474e-05,7.271039757338350062e-01
2.018622316738315517e-06,4.162165029776078162e-01
7.685322241366355754e-06,5.159620462790496243e-01
1.850392496315255149e-05,7.546767633887977444e-01
3.040710729142581710e-05,4.237976577992995653e-01
1.690790080349318492e-05,8.163371401183010523e-01
2.357467251498905224e-05,8.335002838615327425e-01
1.908900111732595800e-05,7.341393360442869387e-01
3.058989978590340589e-06,1.373369419982886752e+00
1.581834087241027126e-05,6.471618796118573380e-01
