1.182521764692294692e-03,8.961523903546364132e-04,1.539733269055650750e-03,1.330296845553109427e-03
1.335431724282807328e-03,1.166478695386616651e-03,9.177898151928322009e-04,1.060342971460230327e-03
1.141620093946273161e-03,9.637678130721056592e-04,1.556798654735919857e-03,3.790108560676851016e-04
1.065415033934096097e-03,9.714379489000014509e-04,1.890434422236117028e-03,9.836678746291925568e-04
1.024389343400165190e-03,1.445909173731455433e-03,1.399649253333853883e-03,1.103099518788620967e-03
7.269152013016163963e-04,8.228030754543817727e-04,1.391661223192841362e-03,1.195391601359530173e-03
5.401903740215164120e-04,2.004214439203274428e-04,6.681819721870549313e-04,2.253309107231785244e-04
1.262674311740529529e-03,5.261164315123078488e-04,1.022841054066977486e-03,9.757985179458533590e-04
8.081930363652308326e-04,1.390156854866305596e-03,1.566272580406600883e-03,4.073066752326535972e-05
2.419852215169778376e-03,1.744155064294942905e-03,7.997016264784428995e-04,1.547556909920508794e-03
1.229170280700716275e-03,1.429016689129290058e-03,7.427197640802081502e-04,1.427021205618879667e-03
9.436687469334275897e-04,1.198821322951081384e-04,1.569507322023248400e-05,1.232701913137473513e-03
1.339723538395950781e-03,1.964801145823898232e-05,4.522378912011764144e-04,1.122509153872647747e-03
1.350347992832813798e-03,1.149901546531892924e-03,2.168486008433290104e-04,1.449822462158699247e-03
1.071447237428669935e-03,1.444967880081373139e-03,7.629759518705120369e-04,1.250593535132097853e-03
2.869865808356080513e-04,7.462815981408268051e-04,8.863512740106860603e-04,6.339975781633622057e-04
1.237812367829606644e-03,1.008067489719218814e-03,1.957846280992101180e-03,8.136533746853259622e-04
6.381402261835785253e-04,8.321579298461623427e-04,1.142614514161970291e-03,7.005827546218511672e-04
1.356411401070055477e-05,1.104416692225210765e-05,2.925286173366068898e-06,8.412523006229325959e-04
9.695623846439836409e-04,9.679856839063202302e-04,3.532070509253493543e-04,1.124444155031432404e-03
1.151526028406334081e-03,1.785788683073991859e-03,1.493785882002043961e-03,7.055745603532191657e-04
8.912010842980200558e-04,1.818475080095864464e-04,1.541695055763805076e-03,8.889611010697180942e-05
9.683851622717295745e-04,7.779030784527795738e-04,1.445621682303553732e-03,7.461432386291242747e-04
1.694679302072613601e-03,1.610572257553105147e-03,1.579111303326962085e-03,2.421257530779275901e-04
6.669409983492647839e-04,1.505059758533346321e-04,4.542889550993630537e-04,1.626718612353019887e-04
6.979274206171005987e-04,9.570796886718648715e-04,9.786178686309080724e-04,6.333523076857815876e-04
7.663675245491884851e-04,7.604904818556590569e-04,6.780741180925653217e-04,4.263091854577075548e-04
1.193320756655444131e-03,4.322434331136020051e-05,6.271150650382059698e-04,7.536806381596474749e-04
1.086277224762354204e-03,1.755425209061198168e-03,1.332763499879926995e-03,8.611432544886495326e-04
5.856349951080759347e-04,1.058816769096223307e-03,5.926740654491972340e-04,5.342368591687737768e-04
2.056710537321213787e-03,6.756554077213279942e-04,1.282149226567760002e-03,6.623903829880488326e-04
1.625313050626107014e-03,9.488094878102434817e-04,3.937431025542005927e-04,1.160951100137714437e-03
1.491002462809067714e-03,1.490196331117944750e-03,1.561053999595708687e-03,1.729749323170537032e-03
9.761455466522775751e-04,1.551355589131659827e-03,8.368270812337410365e-04,9.118443305473282034e-04
9.990794148126041271e-04,1.220167054202871658e-03,1.552479708905287392e-04,1.895125115184369258e-04
3.879372585467772859e-04,6.673147876586384142e-04,8.825359432128010960e-04,2.436467398025426564e-05
1.111689358452294879e-03,1.287556656875060886e-03,1.043021873765554580e-03,1.216312061586053090e-03
1.538674946269333581e-03,8.060872823708969915e-04,2.023374540312586432e-03,5.823165828229922734e-04
1.120631471680599064e-03,7.768963957595231449e-04,1.106187633298061140e-03,9.747567086432128115e-04
1.371436317977432979e-03,1.017386036059875903e-03,1.427121584553252970e-03,9.117720530141202586e-04
1.032311036566210729e-03,4.751159914839829892e-04,1.053406975235154789e-03,1.739574694239203042e-03
1.303242134874452998e-03,3.981181519166842415e-04,4.712367431306682067e-04,7.904255345657033166e-04
1.382482668548929523e-03,1.122526265468557936e-03,1.109142255331628047e-03,7.365062749524672056e-04
8.193308670286798129e-04,2.114023281950226218e-03,1.884456397068482543e-03,1.298773381793758962e-03
1.215467303279678954e-03,4.995935736638076451e-04,1.410104201541537931e-03,7.601785640068870094e-04
1.244368487114445605e-03,1.270661422652178416e-03,9.933047801504687243e-04,1.067464111393008055e-03
1.240280907603375773e-03,1.787356983407475605e-03,1.097165565233601883e-03,1.056775156507479317e-03
9.783700837164932638e-04,1.141655105838789439e-03,1.158517639412251412e-03,8.862307818365584974e-04
4.782155928401145522e-04,1.487173461983845479e-05,7.914950872015659791e-04,5.614893089152036155e-04
7.588935747114638163e-04,9.127164798838771501e-04,6.686524284887548344e-04,1.238672245903254913e-03
1.532164020277667271e-03,7.586459426142997233e-04,1.362013665720966660e-03,1.113916471211155116e-03
8.065608305581102458e-04,1.217494229900779792e-03,1.635998206365545365e-03,9.284794960010642889e-04
1.095934917833705754e-03,2.135549763723002849e-03,6.578144501465341435e-04,1.262241911402352994e-03
4.069892649858747303e-04,1.017185687945428366e-03,4.296529352313777864e-04,1.659789092580896781e-03
8.173730635807605928e-04,2.162474358879171773e-03,2.103128361335735320e-03,1.148896736088619690e-03
8.416959130516518065e-04,1.219012505736528397e-03,8.373756425810374368e-04,1.179380967117962375e-03
1.215708864072961859e-03,9.045828299038083473e-04,6.716446561669938092e-05,5.321257167180081220e-04
1.247768843336995517e-03,1.251412722005162612e-03,1.146953115696944898e-03,1.318309669848241475e-03
1.341178649676747024e-03,2.943929437185121257e-05,6.447581440366423637e-04,9.382286776536013541e-04
6.797082939301912806e-04,1.644048550236593001e-03,9.092431139607720344e-04,8.530005787603264734e-04
3.501226327770815667e-04,5.660262367160065694e-04,1.314609411556744633e-03,1.862784589796030298e-04
1.438935155874422004e-03,9.610924760112928619e-04,2.264718187651638785e-03,1.325565218553841377e-03
7.008331377245845479e-04,6.762576924045094742e-04,1.446899646605477900e-03,6.324424079230283506e-04
1.048971715462509004e-03,1.255737170330873146e-03,8.287977995138183637e-04,1.109513897490158919e-03
4.329737675603615322e-04,9.912039715639375543e-04,6.129216516770056482e-04,1.153013545118639072e-03
8.303846431640818718e-04,1.077507478506262726e-03,6.932327769785595140e-04,1.479723313802657099e-03
1.318551707173406260e-03,3.876423529312822349e-04,7.934476485907070425e-04,1.581437636090599671e-03
8.878852716752009318e-04,3.186669607352818042e-04,5.026042487866539581e-04,7.406526698337807368e-04
1.323871648881078545e-03,5.521527633100434089e-04,6.563139695848134274e-04,1.391541246773122815e-03
9.477990314509261022e-04,9.284601688484308809e-04,9.810267641452365302e-04,3.379330182082469270e-04
3.829472124323355211e-04,7.699273495449378106e-04,4.451089360598682837e-04,8.451713632806110267e-04
1.384001418546409274e-03,9.538586650122611338e-05,6.702120303314963203e-04,4.668612676064124540e-04
8.920583143486003619e-04,1.186725696005789046e-03,2.282905493865599786e-04,2.839837252349242201e-04
1.060265532243727946e-03,1.946547797661562530e-03,2.235238287554065263e-03,9.841761004180426056e-04
1.280096938977255206e-03,7.494781158317499357e-04,9.476393837732131984e-04,5.194857164506609280e-04
1.182306412311420188e-03,8.481748880290351138e-04,1.088834645303860156e-03,1.744009529618945628e-03
8.030876934616612128e-04,1.155337694034794900e-03,7.648367950920502163e-04,3.306181995075178719e-05
1.454316443345504391e-03,1.397638798624870971e-03,1.973153891608601246e-03,1.131375346324584464e-03
1.351719712140035884e-03,1.217961195192352342e-03,1.369519866691792584e-03,6.056092984326765828e-04
8.048991258139182904e-04,1.681165290499281838e-03,7.955558630187310049e-04,1.444079531307062387e-03
1.009123755252492498e-03,1.334546770914937395e-03,7.187365847213376307e-04,1.148814678548262672e-03
1.351872120475716699e-03,6.716883110550665075e-04,2.263328636925982223e-04,9.710001294014827681e-04
1.269009231159632864e-03,1.226239004505308081e-03,2.626237563998795599e-03,1.856979573743219956e-03
1.596466156929141934e-03,1.159929770924681813e-03,4.990629473554247797e-04,1.543208530751474144e-03
3.185210930975226331e-04,1.546343123120950003e-03,2.034309657415521260e-04,5.290804886548415489e-04
9.101036291438289365e-04,7.770214983292438905e-04,6.837697390986549779e-04,9.334133686539368207e-04
2.253860433240682099e-04,1.449989704657447462e-03,2.965280348527335507e-04,7.091704197499612040e-04
3.711764315494888778e-04,1.672549017512489026e-03,1.679116727304962812e-04,1.533067773890575258e-03
6.552521979153003531e-05,3.104275960074477691e-05,1.306901387434452205e-05,1.173283981085717693e-05
