1.375889003737457324e-03,9.635005290102032112e-04,1.169062154717989731e-03
1.067603411653409145e-03,8.935648900247531281e-04,9.637504022320488636e-04
1.089786719473231349e-03,1.857589756085146896e-04,5.877280700717934549e-04
1.295672727573774765e-03,6.221755879551899449e-04,9.352709305340385854e-04
9.083117874307799480e-04,1.203685723213270648e-03,1.066255764053029072e-03
1.126259097999749489e-03,1.122108435258811114e-03,1.123216190304343913e-03
8.612239677386683253e-04,3.580875462211332541e-04,5.861562676594766173e-04
1.359810752714043797e-03,7.466827549684576818e-04,1.022106654489155202e-03
5.394177184968881140e-04,2.008753040937899341e-04,3.293380926834322555e-04
1.394120251413913337e-03,7.480439481193794414e-04,1.060007101869571769e-03
9.849114108305681223e-04,1.533258987044706402e-03,1.295954205763632464e-03
1.276594564579324300e-03,1.374358980162037258e-03,1.329025932139432219e-03
1.545026629435865100e-03,8.122170163796338209e-04,1.166087797305086649e-03
9.714353086133614137e-04,1.512566330204528995e-03,1.287692570348835004e-03
8.469188708991252749e-04,1.394826266197548648e-03,1.170983805876184367e-03
6.555155340446558974e-04,1.057171784324563175e-03,8.900198195368282973e-04
1.390003701469895523e-03,4.292998489721474762e-04,8.491691349801001095e-04
9.537951177257422523e-04,8.308070219223351793e-04,8.889332084047161815e-04
5.800250016896184605e-04,1.577416903461657588e-03,1.134468847860309760e-03
8.536237718182769019e-04,1.251606130318725372e-03,1.089942162372157597e-03
6.711784145557339555e-04,7.653110636227580680e-04,7.014877414833784819e-04
1.121167212136223255e-03,4.253517840708351142e-06,3.907101173243130842e-04
1.145535578807464891e-03,6.272616722538609194e-04,8.637367680131337062e-04
8.410442021031566857e-04,1.084148530564422937e-05,3.047674999640697150e-04
8.464666424808422194e-04,2.803483657880607364e-04,5.277547555723530182e-04
8.036357188427788395e-04,7.709567032495154206e-04,8.162048558768405983e-04
7.120311136396073950e-04,6.344596234983182741e-04,6.826354149868591251e-04
1.419168402016901705e-03,5.098626401318319054e-04,9.198178575274806304e-04
6.863491951260142481e-04,9.937029469980055742e-04,8.526865767761049189e-04
4.406439959909752438e-04,9.025892607039665266e-04,6.969612981146753716e-04
1.541644794283677242e-03,2.056103923583655629e-05,6.945103003735480455e-04
1.225589047131037373e-03,9.059243491424629965e-04,1.058417584719482116e-03
1.377696902368232956e-03,1.475241911491958265e-03,1.453014890068544994e-03
6.133400387930292063e-04,1.102541643412777769e-03,8.752944785711070990e-04
4.160079822609200387e-04,2.178687434943681988e-04,3.197854857109991462e-04
5.736829565853121017e-04,2.176856936597939792e-04,3.579596382147471429e-04
9.980164080582887721e-04,1.127327187456485464e-03,1.073049437214557925e-03
1.469871289258158423e-03,4.369951200780232214e-05,6.762722092060638283e-04
1.109422959332443661e-03,8.426289666291043390e-04,9.678653543719992376e-04
1.249967938512143266e-03,5.836696459726512225e-04,8.824612602012356323e-04
1.557237050133283320e-03,1.532436185796441468e-03,1.565770354486659610e-03
1.251746211408208626e-03,5.206660725620552467e-04,8.534142666857761489e-04
1.051873875830160827e-03,4.995081740019093053e-04,7.590401611439249151e-04
6.676261020624787426e-04,1.498599375382198614e-03,1.149061156152230085e-03
1.369444685213959401e-03,4.590166341119730244e-04,8.649335226766576186e-04
9.385196672921647387e-04,1.035790113541067148e-03,9.965079900631772670e-04
7.893776430550196758e-04,1.100466510899102352e-03,9.713867700329758322e-04
8.998734651494550135e-04,8.947684597465632977e-04,8.976876911036294968e-04
1.228909875326954617e-03,5.828204567590625999e-04,8.748951241619975150e-04
9.082525777792029714e-04,1.323682715868285511e-03,1.137270570937219715e-03
1.383638877745758207e-03,7.022058537511632068e-04,1.020424089082257440e-03
1.009641383228527612e-03,7.472100391014409402e-04,8.595849329109039524e-04
3.945355659155838743e-04,1.789409266076936577e-03,1.107586150046777117e-03
7.723399268469223781e-04,2.203185196107118257e-03,1.554760401676159648e-03
6.527003842780705004e-04,1.300362518908307818e-03,1.016321122943630688e-03
8.648036216418010036e-04,1.392987981194371673e-03,1.174028851102951491e-03
7.501288960945314476e-04,5.489991483576542796e-04,6.316707573912541803e-04
1.081518129016206201e-03,1.332955517552251957e-03,1.220219360907796521e-03
1.547887621025020866e-03,6.092338407768973629e-04,1.028086745304833145e-03
4.554823013331163917e-04,1.180955428616428183e-03,8.460815226786651527e-04
7.955467921181850121e-04,3.183487105786195269e-04,5.355790502258822670e-04
1.696997131462227174e-03,7.231934026198533769e-04,1.174776330243586155e-03
1.048697416927472925e-03,5.205035677544365231e-04,7.484484130450277332e-04
9.512180322059334350e-04,1.169572529981211927e-03,1.073981983920649710e-03
6.433400247255277810e-04,1.603532611122699932e-03,1.184188113050646833e-03
9.548312315348649092e-04,1.612896391152998611e-03,1.339754198992403793e-03
1.557938737311135137e-03,1.342896598567373291e-03,1.449256588808409910e-03
1.084741036472557140e-03,7.285649665688970905e-04,8.811515461590408924e-04
1.396662807537341153e-03,1.310303185554086928e-03,1.375162630325454894e-03
