4.155419205430703033e-05,8.956516604454892259e-04,4.107612316305075083e-03,6.508533128970624918e-04,9.662479195405557263e-05,1.946095886278791521e-04,1.016906269519283867e+00
9.175339448639877494e-05,1.501530401229589481e-04,3.284555067243139967e-04,1.817040732135382286e-03,8.044031121281773242e-05,2.989658897671745169e-03,4.069351471032950363e-01
4.272178847929209767e-05,7.406142516190271623e-04,3.694646896989283846e-03,1.799147155319501690e-03,8.966619139800672205e-06,1.810139947278623486e-03,6.937454228821414715e-01
5.572150285658413263e-04,1.657742150219179028e-04,6.684304729976652546e-04,3.214066214079315054e-05,4.706524662922478653e-06,5.429471331102744998e-03,6.643199211395494075e-01
1.543688006965019907e-04,5.093402477206478672e-04,6.151271056011166447e-04,1.642248995340305417e-03,1.500057578652155279e-04,5.643288841673196627e-04,5.637107218692696264e-01
3.316225304037424154e-04,7.638490916675526017e-04,4.734064724693990214e-03,2.004035465044158712e-05,1.591434774719626338e-05,4.379548722600347106e-04,6.925457118961257930e-01
3.208998704877269090e-04,6.232936981818614159e-04,2.677774397571552455e-04,1.138079968564419190e-04,3.686431260648236063e-04,1.138618930708414946e-03,5.511202651555132670e-01
7.522698858250399920e-05,1.370393830595850260e-03,1.598998340312987447e-04,1.386100399142054180e-03,1.894690360883835004e-04,2.686139591474892650e-03,5.424777414181124469e-01
6.474610716897658046e-05,6.346622425986883469e-04,1.133929619119649094e-03,5.647886798133802721e-04,1.917349139609474964e-04,9.061205093176734901e-04,8.579999447624531150e-01
1.709193068506021458e-04,7.097324116831310809e-04,7.363251925932283882e-04,8.927376948723232024e-04,3.056956511150422739e-05,2.648433062537633442e-03,5.495087869189078100e-01
1.306570715967380659e-04,1.478313754964144348e-03,5.987019100887057714e-04,1.279440350466499966e-03,1.279372042956401973e-04,1.344038923604367773e-03,8.694322344695675220e-01
2.498077590334755603e-04,1.221112803047134324e-03,1.374927698031890282e-03,6.895555730598136937e-04,1.317111504212105892e-05,1.192313509262275112e-03,6.341165484371819039e-01
3.995114386591539402e-04,1.017046594527102841e-05,3.511984325593099469e-03,6.375056945131993540e-04,6.072983609678655955e-05,5.352264577403941306e-03,3.868783100954434340e-01
2.526485565933847283e-04,2.547010558616069793e-04,6.426699615001970484e-03,3.948497156829983926e-04,2.966642331028003450e-05,3.551241968340358105e-03,7.843336009586094892e-01
1.937667534704002768e-04,5.752739795641216092e-04,3.970588877558283141e-04,1.893556825839905807e-03,2.789299981721685899e-04,3.008946145593766833e-03,5.062198443180386809e-01
6.875448831816204228e-05,1.279204072278302632e-03,6.130531818638864858e-04,9.851582968551206472e-04,1.707277179243418493e-04,4.302588244544419314e-04,8.711847210805837571e-01
2.985087496248911955e-04,1.935890160732824951e-04,5.022854571132414139e-03,5.995833375908311532e-04,2.658018579112621032e-05,8.499512107180970453e-05,8.818043956826948637e-01
2.966089414882639407e-04,7.720659941133781526e-04,2.229248247892339115e-03,2.582902659599160865e-04,2.001962260038015216e-05,1.665548999190037769e-03,8.686738110670085833e-01
1.660591686999271597e-04,4.308374088804769434e-04,7.608917163161391930e-04,1.881489073833121769e-03,9.715117991359997404e-05,1.179182167541877697e-03,6.863302115993934471e-01
2.112848844651036737e-04,1.389070343743979306e-03,2.662775528369022184e-03,7.874327870667271329e-04,3.179251760996496697e-06,1.173676483927332386e-04,5.870869216939006430e-01
7.761172570643616859e-07,1.335868349259244502e-04,1.010947868039585845e-03,2.640275149810515642e-03,7.962689556567854731e-07,2.616395306072302794e-04,4.321261026633182491e-03
1.923811679981004706e-04,2.305857301974814644e-03,1.635371368625256018e-03,1.869471549718481297e-05,1.913300599391109792e-05,1.768146762568753865e-04,6.065975696401648687e-01
2.136999007155070097e-04,1.133147463091847785e-03,5.243222032779198266e-03,2.065251841994095964e-05,6.605171967747147459e-05,1.172216680914131949e-03,9.214681794456081043e-01
6.747796223908119656e-06,2.146287896424511205e-03,2.989794890081364995e-04,2.530669714586282221e-03,2.470407447934294310e-05,6.754449326870831172e-05,4.457722985292157380e-01
1.443614115662584184e-04,1.258593327016543960e-03,7.952703388464174442e-04,1.462734345538143710e-03,1.257281741907936859e-05,1.041710381276320574e-03,3.001620068740438185e-01
2.141930681785847402e-04,1.584001569002190012e-04,4.228476441568367159e-04,1.686318840843154020e-03,2.050779777703624126e-04,2.275883324290570772e-03,3.829631460868699322e-01
4.005946294397277568e-06,5.839584425964243356e-04,9.542464591417475824e-04,1.916535141429875000e-03,2.393705133157213161e-04,1.492833827124823327e-03,3.768450366341158375e-01
4.756552861663088691e-04,2.680970471771989064e-04,2.281623415756247881e-04,1.653675757352539636e-04,3.403572144126829963e-05,3.548271152021560682e-03,9.532026334886294361e-01
1.974043630653732936e-04,1.856732085791908344e-03,2.592188116866313437e-04,2.307101055077894543e-04,1.988210020976767815e-04,1.001296968717455688e-03,1.198437943712369058e-01
2.299205360074494384e-04,6.210495687246253733e-04,1.047070005199025335e-04,1.176073132861777488e-03,6.270339346133751209e-05,1.003089517279765874e-03,7.596580186021970604e-01
1.564485739643906405e-04,7.701135815527847739e-04,1.097239362211457079e-03,1.166071835812487007e-03,1.072844663237420974e-04,1.957445815368563831e-03,7.928243434030002312e-01
1.410417671952885876e-04,1.304534373536470190e-03,6.917898621129528469e-03,8.648509764130030922e-04,3.325689222668636052e-05,2.058238553302767747e-03,4.733504835207418271e-01
1.843190908085186178e-04,2.148214653483253799e-04,5.234821951558175750e-03,7.612445576855153941e-04,1.537028304381656140e-06,3.670558947188169024e-03,8.902430407499424270e-01
1.419075736018027018e-04,1.859862933011886604e-03,3.845012002462767052e-03,1.585960306940886310e-03,7.697262252955406421e-06,3.009475028202532928e-04,5.568603061250895214e-01
5.278284662137189319e-04,1.163860266997795252e-03,1.945457120143908756e-05,1.594018843312719892e-04,1.500296692421658892e-05,1.331598665892583504e-03,9.028435628772377708e-01
2.007823268978651578e-04,5.388920578866699751e-04,8.697077604356969957e-05,1.560777719429428095e-03,2.568534030351171909e-04,1.116472730222638730e-03,3.240312020129061388e-01
3.630979463775626842e-04,2.029052133825902989e-03,6.319363178259935663e-05,3.947303270162834136e-06,6.030079438390420601e-06,1.978411031611660570e-05,6.826805589514383099e-01
3.924340333765156393e-05,6.351491465804102717e-05,4.563673447489944267e-03,6.681539421208138691e-04,8.081410553173742434e-06,8.559699835469229863e-04,6.075062187377305856e-01
2.253485404303245943e-04,1.225971126931862118e-03,2.271937056084550113e-03,6.087826154462346517e-04,4.694879190856329982e-05,3.366533619777715047e-04,7.154652212739873729e-01
1.660503375135945984e-04,1.997175372935927704e-03,1.163022533434135723e-03,3.268203501059696787e-04,1.123630737317129871e-05,9.543519672093631490e-04,9.352149692788410684e-01
7.943366302327404312e-04,1.377517263952581991e-03,5.543893599931458936e-03,7.842885604062391376e-06,7.414669709836005052e-06,4.055328131561841036e-04,2.396014744990964118e-01
4.350898073601520348e-04,4.796892210683585461e-04,6.512651645575079666e-04,1.311127190785488900e-04,1.592890304484928066e-04,1.181790656419973119e-03,8.364452674720186387e-01
1.972425090025562290e-04,3.659649718363703653e-04,2.766069409562514018e-03,6.561482928686231857e-04,2.104360253534829739e-05,1.635006148936335316e-03,6.974386359431367088e-01
2.518974920111061774e-04,1.200366219464378981e-03,1.016320206732948929e-03,6.622093122219531273e-04,1.188926658595304629e-04,2.348962370693187529e-03,8.634297986561016991e-01
2.565606495620081006e-04,1.321292387503883317e-03,3.506787292427505421e-05,6.081687634393387332e-04,1.205808267906053542e-04,1.173445867469731854e-03,7.896684604795944917e-01
2.841289509187601035e-04,2.404045485872914763e-04,1.928525745478534099e-03,1.773778712582295631e-04,6.205708476475317852e-05,4.263158466637363263e-04,1.084174277749959892e+00
3.083374046559352510e-05,6.858639878321610029e-04,1.615013219017884336e-03,3.342747877917185209e-03,1.141273018758853155e-06,2.515971002836554001e-03,6.422300554853328791e-02
5.925740043226186471e-05,1.387232358712716393e-03,1.014693282781444199e-03,1.466366250557261334e-03,7.175970950622945576e-06,1.216014408962943442e-05,7.961907970717796434e-01
4.644419477032296883e-05,3.095420414142348330e-04,3.709299596888614593e-03,1.667726683662087029e-03,5.773784578238760733e-05,9.911234343114880361e-04,5.625419189625967542e-01
4.042956239188723409e-04,6.272487501710328865e-04,1.610935337846106531e-03,8.874597974331169909e-05,1.021852306479216450e-04,9.694765316353934088e-04,1.250140283962157373e+00
2.342269430051540562e-04,2.887197182695161826e-04,4.697845497556887157e-03,2.077631385660366791e-04,2.353933110084107644e-05,1.926554957224309392e-03,9.636614911522993765e-01
9.485796013267790193e-05,2.305109526323204810e-04,1.330931685680411362e-03,1.375275589462523736e-03,3.177902308987080361e-05,1.266820156099228911e-03,4.663341301437118891e-01
1.671257846844013419e-04,1.486664756647677410e-03,2.031115077757808009e-03,1.586922291221203561e-03,4.666569983457475283e-06,9.364236735393564794e-04,3.387109329320087125e-01
2.540232974011479559e-04,6.253272124784874531e-04,6.812252882542808342e-03,1.132743047812742880e-04,5.208126060949990052e-05,6.844983498864945243e-05,9.753632854459907131e-01
3.602870757663249375e-05,1.731236947340237002e-03,1.597520434189230636e-03,1.259737115574505835e-03,2.848248131525538184e-05,6.705731782163356150e-04,7.665839693797755761e-01
1.308001885979544275e-04,6.337065258626296393e-04,1.398262332323421545e-03,8.399513959529965410e-04,3.737188556668114997e-06,3.166893491964862563e-03,5.966918895299230252e-01
5.112668456027816510e-05,1.650728386166739389e-03,3.397935098516280134e-03,1.550433139799124683e-03,3.685961990215251913e-05,2.978924235400361728e-04,7.153653206673116216e-01
2.119921486412695258e-04,1.155595944948479637e-03,1.432123061703198964e-03,7.247610558298500563e-04,5.173891285440545401e-05,2.410541715956192755e-03,5.947204529592877709e-01
2.199987862635526144e-04,1.911464986785168423e-03,5.449047867054383689e-05,9.958311033280275310e-04,1.208284080879781666e-04,1.909367570608750926e-04,7.569231809042558101e-01
1.830214130313323972e-04,1.008231069815129647e-03,3.591790323504756056e-03,1.436799589736612406e-04,5.747596099495216806e-05,9.066307742891799304e-04,7.002899043265795598e-01
3.478972071161445540e-04,8.644171998953113778e-04,4.023932761814523820e-03,1.440764821595130610e-04,8.460237647381138181e-05,1.129019994226055854e-03,8.142830414658618343e-01
3.138648165111399663e-04,1.736162662238135935e-03,2.359838063273868736e-03,1.765761720464088694e-04,3.408574126885561997e-05,9.140450066815069587e-04,8.278712448676922575e-01
3.202700066241127115e-04,1.196929969343616881e-03,2.035799337350218102e-03,1.050767748387634041e-04,8.049134343044245935e-06,1.511192066548024159e-04,6.598616149933922426e-01
3.688689633105480896e-04,8.663823782864570229e-04,1.696222321998873146e-03,5.681837731992746710e-04,1.039619483441855729e-04,1.086990133187024343e-04,6.348681292025206702e-01
1.280087862861086358e-04,8.086300103011739371e-04,6.028979318532738663e-03,5.152505834533390025e-04,9.539359345156959676e-05,4.239182723824231648e-04,7.316276101880168081e-01
3.010469372305074132e-04,6.786103988964251781e-04,1.212697082389957372e-04,2.864481651483966594e-04,1.947950082434131620e-04,1.687163636884993299e-03,7.172293739945893032e-01
6.448019478811014042e-05,7.405629418383635407e-04,2.056899454435386510e-03,1.433597190258743869e-03,7.746348685885736079e-05,2.513798176063810480e-03,1.124360701118229056e+00
4.357299417081125737e-04,1.837444577828946509e-03,3.873973271079681445e-04,2.831850378338560906e-06,1.992914288787634764e-05,4.469173101337223231e-04,8.574053288027818631e-01
2.634279463998199594e-06,1.067572313262995110e-03,1.709484487534527770e-03,2.831533402927952081e-03,1.381120578796759446e-05,1.668028288217316985e-03,2.982698085335677707e-01
7.275185933019547079e-05,4.645660940145304512e-04,3.528963196728695324e-05,8.895393476693019396e-04,1.411277325260594019e-04,2.820993236242763137e-03,4.411327296602851611e-01
2.167145702271110121e-04,1.560109278567983304e-04,4.079180015373816762e-03,5.944223320179590738e-04,5.282408845502153391e-05,7.200587506597717110e-05,7.936968661816351522e-01
5.088066780232225212e-04,2.175127802917095881e-03,3.215131563445775692e-03,7.481304455865452627e-05,7.347750613268551453e-06,5.233674149562802256e-06,4.722687700851287973e-01
