5.237514356308680218e-06,1.673645487590628002e-05,8.466612357090199659e-01
6.167968144324270177e-06,1.916824626447371824e-05,8.078750060591243232e-01
1.297982985586448881e-06,1.938711248781312742e-05,8.109848674250942357e-01
2.045365826410008261e-06,1.980481003251101293e-05,8.945204758001894518e-01
4.793652445922799749e-06,3.224676017300005717e-05,7.851672341457280879e-01
3.621971070790624037e-06,1.653875226650934570e-05,6.647173325485493667e-01
6.324551480870028985e-07,1.377205703342305666e-06,3.586136935392978398e-01
5.440562240645419922e-06,6.155390333834519677e-06,7.598582655128937047e-01
2.788315309418965154e-07,3.579119913679798369e-05,6.818735262055022339e-01
1.204461205282177182e-05,2.887461276343997632e-05,1.231091309908718401e+00
8.663404777150150775e-06,2.916935031803012321e-05,7.316857687228828233e-01
8.222678699429788733e-06,4.493268941622074678e-07,3.905074017795838737e-01
6.834590559732026116e-06,2.580846029920529917e-07,6.531082091746686080e-01
1.008329626709334874e-05,2.406953543279118245e-05,6.383166790851503292e-01
7.293458850561480505e-06,3.240661464112345330e-05,6.723156074725937792e-01
1.649020813440907559e-06,1.909255007798958692e-05,3.539536880825188137e-01
1.626578749966202766e-06,1.606849454027203445e-05,9.642022250494356461e-01
2.162212560882241624e-06,1.649129205948959105e-05,5.542023003004979964e-01
4.684106898135749739e-06,2.755459773376416997e-07,9.774235382462373445e-06
7.475437447753373581e-06,1.907116550832375576e-05,5.043369781498626692e-01
3.437281519534552841e-06,3.895915676065278912e-05,8.616991359753209956e-01
1.092552454646498990e-07,5.357665832757048091e-07,6.415581769907219289e-01
2.303439580514859074e-06,1.536440902069074088e-05,7.178739443761661398e-01
2.380507877274829158e-06,3.137930238554889097e-05,1.037886774930552924e+00
1.458458238031254257e-06,1.834523153967096050e-06,3.568193445187810564e-01
3.253902846632267149e-06,1.881576622813162491e-05,5.352951149468764269e-01
2.718553307869570197e-06,1.596006213081417859e-05,4.697430448100503586e-01
4.176550732603170006e-06,2.217576716064607843e-07,6.189396919963910948e-01
4.025095838903702999e-06,4.278465270946896145e-05,7.976276745776604837e-01
2.906257435963743386e-06,2.191267615260296227e-05,4.242058103895550714e-01
5.288728369287558120e-06,6.756816166220420663e-06,1.102084677421227177e+00
9.162118481378614764e-06,1.211042651075297242e-05,7.768957970361463072e-01
8.011188664426883445e-06,2.862463779300753405e-05,1.028686078354449140e+00
5.360963682667231754e-06,3.481674455040161128e-05,6.310678564102788490e-01
4.036113841689458467e-06,2.784078278612100578e-05,4.747630613820132961e-01
3.503918285763337805e-08,1.706110562236855618e-05,3.380775469737907213e-01
6.098618053246487954e-06,2.636680579668025044e-05,7.475502780911275069e-01
1.328932632406176327e-06,1.306564193185073497e-05,1.057067885228224702e+00
4.007457839768843563e-06,1.537617373554526091e-05,7.248673669855568713e-01
4.151703294129659440e-06,2.330273114841175077e-05,8.800488482966184467e-01
7.398909346918507520e-06,4.107164753962730635e-06,7.090587255515137244e-01
6.130998450265682396e-06,1.298728024030400398e-06,6.468895388374085176e-01
4.829755716536738298e-06,2.274919388006496198e-05,8.166352425484869615e-01
4.632609073973144825e-06,5.105598571871241534e-05,8.418732242522329878e-01
2.682170430449954079e-06,5.907793658674344183e-06,8.198448730392944306e-01
6.162815739871097279e-06,2.289827161294653363e-05,7.876301406172884212e-01
6.537421153840090927e-06,3.960714591120724525e-05,7.907825226352989123e-01
4.156050540197173655e-06,2.493280261719918152e-05,6.844942591883246275e-01
1.240355501214613171e-07,4.376561422226722536e-07,3.841740722818682841e-01
6.193758209739875038e-06,2.004971114785997430e-05,5.030448566793100929e-01
5.593619301857243647e-06,1.556509714894181899e-05,9.261134684166004716e-01
2.856922425050709372e-06,2.813437629202814470e-05,7.320745112141273658e-01
9.467524569061968150e-06,5.017398542247040490e-05,6.376001628347303107e-01
7.521492868074788637e-06,2.279115174561783364e-05,3.824708870741881928e-01
2.955202213454982027e-06,5.366126601766985370e-05,8.476975308763179395e-01
5.919052994082300429e-06,2.765981088695015387e-05,5.948508270144504673e-01
6.000715058920650469e-06,1.523161841987332146e-05,5.341229087700459788e-01
6.426460696718351647e-06,2.712252172130172188e-05,8.204545818267713342e-01
4.996094912647580064e-06,1.005201612497750917e-07,7.005924879187989118e-01
4.895654908530417005e-06,4.004217725635451946e-05,5.092055499192961188e-01
9.176730830193660297e-08,1.191938959751392372e-05,4.316415354217941758e-01
2.056361988083139338e-06,1.501001460333678623e-05,1.110426647011836243e+00
7.803952090368968195e-07,1.563044643559434807e-05,6.055609508249506501e-01
6.165099838043682446e-06,2.649533917986661652e-05,6.630952307417071756e-01
5.327802577557429392e-06,2.553174004296254881e-05,3.683084753099704067e-01
7.505065950038051138e-06,2.460949790996539856e-05,5.399178414466623277e-01
8.564002080218297759e-06,4.079907595572027840e-06,7.218748636880977232e-01
3.793765124367434962e-06,2.302799210665774349e-06,5.169758924234451047e-01
7.710804071404553931e-06,2.521816279340048167e-06,7.720231035310815004e-01
1.737417499603471306e-06,1.970019252313165767e-05,6.182280297717288597e-01
4.165240273676613549e-06,1.737257432897127527e-05,3.068791447656067928e-01
3.371302875581524295e-06,4.169375321529383307e-07,6.697469270511899886e-01
4.379357670467202965e-06,2.606077927222919503e-05,4.327209217839827482e-01
2.232725880493128704e-06,4.607659538004302085e-05,9.765893568739406616e-01
4.078241329621089952e-06,9.810334562883965833e-06,7.517254015756553720e-01
8.030169491159681142e-06,1.407064974312891263e-05,7.595183990904366134e-01
9.209339667238630430e-07,2.725249062413953030e-05,5.184435372947681087e-01
3.717217885966774329e-06,2.771092754398638824e-05,1.102000529654455052e+00
3.275297211795594702e-06,2.583916715087751801e-05,8.609277680491872475e-01
7.610719131115373382e-06,4.011533454271629470e-05,5.821445906271742743e-01
7.024454826583054780e-06,3.202707101846062675e-05,5.960681964728788973e-01
7.028903012253989680e-06,4.833627254146664340e-06,6.598598299289736291e-01
4.369425425796810086e-06,2.725234378411261680e-05,1.112169264578256822e+00
1.164268710792352623e-05,1.815224003115267396e-05,7.700475949316927249e-01
4.766696904696867796e-06,4.105941285056517097e-05,2.013244856778328151e-01
5.173354131639561586e-06,1.536251420040852625e-05,5.462826751722493768e-01
