1.424915222381273241e-04,3.063019937879026444e-04,2.127861320358002701e-03,1.593007491797437209e-03,3.310763753221693121e-04,1.036463224110740322e+00
3.238556103717283750e-04,4.111688090810009313e-04,9.904021470117645165e-03,4.839837449106476554e-05,2.271826015990330625e-05,3.468611658433790601e-01
3.468475849245372536e-04,4.669885018538793577e-04,7.387368774071611773e-04,2.247193140393001672e-03,3.087929956229946461e-04,6.066397153854694579e-01
1.654038379747301349e-04,2.120249107420995541e-03,1.127369693373146513e-02,2.624209016824336589e-04,1.780344907704525668e-05,5.724044451856323823e-01
2.287809306543700982e-04,3.371396307532524973e-04,8.600815508985643065e-03,4.794622910089462136e-04,3.954200004855006967e-04,5.541932920261863904e-01
9.928257279816418148e-05,1.390650362735588313e-03,1.235883083463129757e-03,2.430019633403791499e-03,5.072362522377708112e-04,6.059359523682773530e-01
2.364841382016813961e-05,4.643391377218100040e-04,2.382405632768441403e-02,5.283381858911661709e-05,5.499274348687246570e-04,6.017800304432676661e-01
2.885608951208785576e-04,1.331583022170164962e-04,1.352525854599887119e-02,4.257781982256285402e-04,6.713011465796191179e-04,4.987408577226568607e-01
1.877777470013407767e-04,3.512589609592148884e-04,8.363111646885735412e-03,5.625619155737962996e-05,4.366817318020605344e-04,8.276858814983247825e-01
1.904756327653769963e-04,7.791705030958277290e-04,2.724421559437175278e-03,9.835344822800276738e-05,2.659560543203003460e-04,5.514868819566038916e-01
1.800941260498594614e-04,1.772607136185478738e-04,6.262328329211715346e-03,1.168875486631467970e-05,4.942871396057534365e-04,9.530548044888402792e-01
9.462144950601438843e-05,5.607085930954950649e-04,5.247073330288427352e-03,1.295043126375489996e-03,3.683244993534949205e-04,6.509092937434785009e-01
2.795552737092083634e-04,1.980858723920395689e-03,5.062378360978146002e-03,5.020625650575323996e-04,1.800795417120295173e-05,3.361614608031638363e-01
2.113962822136978116e-04,1.505329273709755077e-03,3.670417202413285822e-03,2.617107637180142443e-03,1.452750426901414007e-04,7.080952326331803048e-01
2.593381155680956371e-04,1.628588619319442396e-04,1.746083979797001182e-02,5.077614562692117634e-05,2.371182781648291989e-04,6.040888531588040067e-01
2.221479298007646608e-04,2.299395283114784088e-04,7.417890122677231989e-03,2.451861748529283536e-04,8.145900113377427211e-04,8.188867867541114176e-01
1.086175795424248672e-04,1.019410553135535096e-03,3.508490058752809760e-04,2.101829723075847398e-03,1.952133751510782688e-04,9.017410403913073136e-01
7.647906696784638610e-05,9.946470746608365200e-04,4.009424598303171910e-03,1.248003548857283974e-03,1.478100035008181887e-04,8.794233989349560243e-01
2.504154930111058240e-04,3.968543475427013562e-04,7.657285059934961294e-03,4.559631594077838326e-04,2.033322901946937660e-04,6.886728182811696630e-01
1.287890122966607088e-04,6.231348932253380013e-04,1.010808304059179503e-03,1.594193790859512253e-03,5.657211156549619936e-04,5.743049164163779308e-01
2.785068712817814025e-04,1.329474185558244257e-05,8.126252027170464704e-05,6.065371764003989370e-04,1.073419151650950874e-04,5.531809924914456167e-03
5.517646987895139119e-06,4.344895249813661930e-04,2.363290049662150356e-03,1.507301588731248384e-03,1.026186158204345136e-03,6.025395207999053593e-01
5.637652194366013026e-05,7.030800609694920662e-04,7.875623615955101159e-03,2.464244441024849002e-03,4.091464819423298372e-04,9.219414275495959599e-01
3.484041314602302547e-04,7.636421972637786942e-06,3.818336534243749257e-04,4.623738129250275588e-04,1.120057233317766623e-03,3.914978745341346489e-01
1.761711972505626491e-04,1.558279162125391433e-04,4.383865048141151466e-03,1.177832161140914165e-03,4.182125624511323810e-04,3.053066523976266655e-01
2.623913574109382500e-04,4.119755350825274115e-04,1.305108941789363125e-02,6.694378678876188081e-05,1.973852837224378590e-04,4.098268230252020694e-01
3.327862375634938960e-04,4.688159836396606255e-05,1.017411302642290752e-02,3.273562853883412967e-05,4.019142085142396893e-04,3.757443943309277112e-01
9.745686331558875936e-05,1.438115538251965577e-03,1.241035218911221150e-02,1.878154471248001873e-04,2.151951047451973269e-06,9.353322818598203137e-01
4.264518656605357670e-05,2.521057950790187084e-04,1.144447876411685064e-02,2.377019280146812070e-05,1.073638410168359369e-03,1.692251204676654963e-01
1.553546714147726194e-04,6.747446986741928443e-04,5.958788694220972827e-03,5.856872244962423881e-05,3.060672167071956814e-04,7.640751560329385184e-01
2.618973071129561902e-04,5.678043583303288289e-04,1.034221779721800072e-02,9.578263918420769612e-04,3.405714741649195840e-04,7.070695862164100287e-01
1.532067293296249287e-04,6.948842930015012046e-04,4.225195076376907785e-05,3.317266432815787688e-03,2.851549868281937333e-04,5.463452670776577369e-01
3.047107700036931054e-04,1.353325456384687911e-03,1.228847793011066678e-03,2.022086493372541802e-03,1.482953062653536631e-05,7.952477024483923795e-01
1.544338806182663675e-04,1.588718583003005333e-04,4.749473032853850649e-04,2.278856577789619212e-03,6.198803803009621163e-04,6.405588888967314043e-01
1.969628307752075683e-05,1.277649803641401315e-03,8.689670799040257604e-03,5.336000054708430309e-04,4.804331400593345180e-04,8.973664460132142473e-01
2.239003429868865807e-04,1.511480525289085608e-04,1.797357555719458419e-02,8.428995715575034826e-05,4.652128018173815917e-04,3.292345529027730922e-01
1.878517280575568772e-05,8.907030879520559706e-04,2.912719676004578082e-03,2.585155967520254131e-04,8.342990624077789661e-04,6.835565544430279861e-01
2.294600249350279620e-04,5.924107922770628859e-04,6.458101586954853807e-05,2.475786584552625708e-03,1.114984889911853209e-04,4.866502900867467618e-01
6.548843332103831949e-05,5.696377966203108488e-04,2.993445637854472759e-03,1.026786522757680911e-03,6.141307359165714460e-04,7.531654432336426508e-01
9.995496719529105983e-05,4.513171075709718942e-04,4.636405489623490750e-03,1.313193369876487554e-03,7.760757044680685005e-04,8.879465636832042374e-01
4.236759171107639304e-06,2.543560227033409265e-03,1.525466721977646674e-04,2.143132317304912229e-03,9.308166061367356388e-04,2.527522166286747529e-01
1.942102738804769038e-05,1.089693218699045937e-03,1.301451737018955931e-02,1.750030474305094624e-04,3.485550773777327063e-04,8.644638532301299749e-01
1.852693144612075932e-04,9.855347796241279920e-04,1.665735193973197749e-03,1.338883020340206646e-03,2.359922101208295625e-04,6.228955153207592632e-01
1.028960384019966828e-04,6.314204563326795928e-04,8.075414377597737309e-03,1.198858890736249916e-04,3.645031308870507803e-04,9.690376738110059174e-01
1.464107976108383548e-04,6.508825533093421170e-04,9.897551659070427665e-03,2.544813595964016788e-04,6.507928189725673603e-04,7.489266223227787345e-01
9.531988528083819268e-05,1.040894032029665486e-03,3.947346849588057906e-03,4.335110045759254984e-04,3.438409591376740022e-04,1.054542786247514519e+00
4.891763051424614494e-04,3.745003080042358270e-04,3.858189883192418871e-04,1.138957611998547446e-03,2.864859719549277348e-04,5.660067931328965733e-03
1.822670924112064896e-04,3.130291560032885082e-05,2.578363670172782252e-04,9.374220914906025671e-04,3.806885897168910539e-04,8.287291012622748365e-01
2.623177789760123050e-04,8.443360544596465378e-05,6.679509299963284387e-03,2.795544592199432788e-03,1.298751833259573056e-04,4.866252919966807533e-01
4.293979566607122726e-05,1.076893822116164632e-03,1.003739097072654622e-02,5.106951670926546290e-04,3.001197808139804252e-04,1.280033077954788379e+00
1.242412794066622003e-04,1.014316762879714394e-03,1.880892251694472666e-03,1.620146796493566240e-03,1.983616445447916647e-05,9.781441277771830700e-01
2.422120729642180596e-04,6.201053357768578425e-04,5.128558025393211263e-04,1.801184054615962088e-04,3.038948060859084457e-04,4.273273681696936888e-01
2.249684851755489115e-04,5.363952372999571941e-04,1.008672867420877485e-03,1.314706541412772592e-03,5.768484286123201459e-04,3.302334902735455935e-01
1.327263135047290700e-04,1.248011794145050110e-03,1.312369748723351626e-03,2.766723515147620320e-03,4.907550219558125476e-04,9.034124199402017164e-01
2.368566363583339172e-04,6.331229690858612951e-05,5.692726536489639555e-03,1.664389818934006171e-03,8.503674264768702968e-04,6.606963753496398750e-01
1.589275479113697357e-04,6.765378215578493701e-04,1.208936133468300729e-03,2.083306870575986455e-04,3.365290439976229714e-05,6.438174888951180286e-01
