1.219858395737225421e-03,7.988211566571304031e-03,3.124838931686323151e-03,6.585782114266010012e-01
8.278945155643930697e-04,4.717503270799646223e-03,3.773774901898134006e-03,8.057586411882051713e-01
3.398761367179017260e-04,8.470664519617797719e-03,3.856691911047667193e-03,6.107470494270822448e-01
8.820993691610096079e-04,9.960442546594578533e-03,3.560084340669030997e-03,5.841344598925731768e-01
1.007327584808538319e-03,7.061411130274243726e-03,5.836311475681376509e-03,6.520786360623346267e-01
1.228932774997152895e-03,6.879180085519872798e-03,3.116502048392807717e-03,4.255106331502896411e-01
1.390954610859824873e-04,3.619088990360354394e-03,2.954349328306771954e-04,2.779068004225964672e-01
8.056348324548724552e-04,5.825778995348515621e-03,8.068995038647127846e-04,7.102972354977330482e-01
9.237100623736526608e-05,9.119460862384602337e-03,6.730066521960607374e-03,4.799517781226790292e-01
9.479752296827517570e-04,4.855755231140089501e-03,5.528446203417971064e-03,1.445689373893545904e+00
1.315912248433838850e-03,3.360390754061181109e-03,5.417149517346748350e-03,7.840804331836931373e-01
1.037507502337904576e-03,5.452245561510761702e-05,2.206602521657440876e-05,5.352753265424217144e-01
7.800595310909003632e-04,2.956714506180397120e-03,2.351198937655457274e-06,7.219362030896478988e-01
1.201684667253493950e-03,7.041255562234706011e-04,4.186569260207449565e-03,8.541452652897847386e-01
1.043088799346988298e-03,3.213724912167647673e-03,6.197519146998404192e-03,7.087684840144096166e-01
6.716625953357659900e-04,4.266866677726919091e-03,3.600534507021276812e-03,1.951346759945151721e-01
7.296396955082105115e-04,1.082938387413346325e-02,3.540225561951639444e-03,6.349755781520577402e-01
7.146905418898718719e-04,5.789718242358589916e-03,3.437927070915630483e-03,3.728006437110688576e-01
8.585886892640447925e-04,1.098895289690414792e-06,3.393662848757439691e-05,2.357583801219654412e-02
9.312074819152586520e-04,1.038004922376851470e-03,3.736787749828691420e-03,6.338067532726731068e-01
7.133801914550353144e-04,7.847864581988500329e-03,7.874729445510821393e-03,6.921078933753769258e-01
5.835520998171351474e-05,8.633889498212286157e-03,8.903006673175406732e-05,4.193361649337131181e-01
5.979396655529685542e-04,7.553024448803598648e-03,2.772658775892263092e-03,5.298292097175542059e-01
4.749622421661003479e-06,9.122735004179509041e-03,6.200199946380431475e-03,9.436624567481076697e-01
4.096906118896853123e-05,2.870672895424737723e-03,4.088341333411844576e-05,3.542492337110659806e-01
5.628908333009330573e-04,4.537989543998014255e-03,4.179899077178981896e-03,4.540004778528095586e-01
3.704893062995065337e-04,3.486754195882165418e-03,2.912991616747703013e-03,4.557568800397556186e-01
4.503486627066795095e-04,3.455285444371807360e-03,3.246205093770791099e-05,6.319518222908917515e-01
8.476116368983744936e-04,6.388685418519624189e-03,7.923822612895771098e-03,6.966259036285825657e-01
4.342926667655941484e-04,2.597003921838164902e-03,4.441419716018568491e-03,4.015410584569500951e-01
2.983515363790283006e-04,7.523934094531587770e-03,5.404074274679538476e-04,1.126635517994122759e+00
7.282866082500612931e-04,2.015195871791491435e-03,2.755922680067055680e-03,9.758526685705738446e-01
